"Status","Year","Sexual_orientation","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Heterosexual / straight","20-29","White","2730","2660","30630","28000"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Asian","640","610","34840","31020"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Black","300","290","35030","31990"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Mixed","160","150","38700","34280"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Other ethnicity","40","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","30-39","White","2880","2730","38520","35070"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Asian","430","400","40640","33640"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Black","280","270","37010","33530"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Mixed","70","70","44940","41280"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","Unknown","50","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","40-49","White","2270","2110","43650","38200"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Asian","180","160","46210","36650"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Black","160","150","42740","34790"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","50-59","White","1770","1640","43430","36390"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","60-64","White","310","270","45880","36330"
"Leaver Dept.","2022","Heterosexual / straight","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","65+","White","110","80","47360","39720"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","20-29","White","490","460","31460","29220"
"Leaver Dept.","2022","LGBO","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","30-39","White","330","310","39230","36510"
"Leaver Dept.","2022","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","40-49","White","160","160","45920","40480"
"Leaver Dept.","2022","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","50-59","White","80","70","45730","38070"
"Leaver Dept.","2022","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Undeclared","100","100","32070","30100"
"Leaver Dept.","2022","Undeclared","20-29","Unknown","340","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","White","250","240","29750","27570"
"Leaver Dept.","2022","Undeclared","30-39","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Undeclared","160","160","40640","39530"
"Leaver Dept.","2022","Undeclared","30-39","Unknown","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","White","230","220","38960","36510"
"Leaver Dept.","2022","Undeclared","40-49","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Undeclared","120","110","42660","39580"
"Leaver Dept.","2022","Undeclared","40-49","Unknown","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","White","220","200","42410","38600"
"Leaver Dept.","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Undeclared","100","90","42970","39620"
"Leaver Dept.","2022","Undeclared","50-59","Unknown","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","White","180","160","47380","40560"
"Leaver Dept.","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Asian","60","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Unknown","1430","1400","31540","32000"
"Leaver Dept.","2022","Unknown","20-29","White","300","250","30460","29100"
"Leaver Dept.","2022","Unknown","30-39","Asian","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Undeclared","70","60","36970","36950"
"Leaver Dept.","2022","Unknown","30-39","Unknown","940","880","39130","33250"
"Leaver Dept.","2022","Unknown","30-39","White","420","350","37160","32780"
"Leaver Dept.","2022","Unknown","40-49","Asian","80","70","44660","40070"
"Leaver Dept.","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Undeclared","130","110","46720","42190"
"Leaver Dept.","2022","Unknown","40-49","Unknown","450","410","44870","39960"
"Leaver Dept.","2022","Unknown","40-49","White","500","430","44670","41350"
"Leaver Dept.","2022","Unknown","50-59","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Undeclared","110","110","49970","48210"
"Leaver Dept.","2022","Unknown","50-59","Unknown","220","210","43630","35850"
"Leaver Dept.","2022","Unknown","50-59","White","380","340","51670","46000"
"Leaver Dept.","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","White","90","80","66350","56410"
"Leaver Dept.","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Asian","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","16-19","White","380","370","21650","21010"
"New entrant CS","2021","Heterosexual / straight","20-29","Asian","1790","1760","27710","27570"
"New entrant CS","2021","Heterosexual / straight","20-29","Black","890","880","28500","28540"
"New entrant CS","2021","Heterosexual / straight","20-29","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","20-29","Mixed","580","570","27760","27570"
"New entrant CS","2021","Heterosexual / straight","20-29","Other ethnicity","120","120","29950","30310"
"New entrant CS","2021","Heterosexual / straight","20-29","Undeclared","70","70","27290","27570"
"New entrant CS","2021","Heterosexual / straight","20-29","Unknown","90","90","26920","26550"
"New entrant CS","2021","Heterosexual / straight","20-29","White","9330","9240","26420","25560"
"New entrant CS","2021","Heterosexual / straight","30-39","Asian","1060","1030","31370","28660"
"New entrant CS","2021","Heterosexual / straight","30-39","Black","660","650","30260","30000"
"New entrant CS","2021","Heterosexual / straight","30-39","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","30-39","Mixed","330","310","31460","27680"
"New entrant CS","2021","Heterosexual / straight","30-39","Other ethnicity","100","100","30970","27570"
"New entrant CS","2021","Heterosexual / straight","30-39","Undeclared","60","60","30260","29290"
"New entrant CS","2021","Heterosexual / straight","30-39","Unknown","60","50","32990","29290"
"New entrant CS","2021","Heterosexual / straight","30-39","White","5910","5720","30700","27570"
"New entrant CS","2021","Heterosexual / straight","40-49","Asian","590","570","33860","29290"
"New entrant CS","2021","Heterosexual / straight","40-49","Black","510","490","31720","31060"
"New entrant CS","2021","Heterosexual / straight","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","40-49","Mixed","170","160","29210","27570"
"New entrant CS","2021","Heterosexual / straight","40-49","Other ethnicity","70","60","31890","29290"
"New entrant CS","2021","Heterosexual / straight","40-49","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","40-49","White","4580","4420","32290","27570"
"New entrant CS","2021","Heterosexual / straight","50-59","Asian","240","230","32760","28840"
"New entrant CS","2021","Heterosexual / straight","50-59","Black","330","330","31440","29290"
"New entrant CS","2021","Heterosexual / straight","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","50-59","Mixed","100","100","32810","27570"
"New entrant CS","2021","Heterosexual / straight","50-59","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","50-59","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","50-59","White","4330","4180","30730","27570"
"New entrant CS","2021","Heterosexual / straight","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Black","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","60-64","White","820","770","29330","27570"
"New entrant CS","2021","Heterosexual / straight","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","65+","White","150","130","32240","27570"
"New entrant CS","2021","Heterosexual / straight","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","16-19","White","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Asian","50","50","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Black","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Mixed","110","110","28540","27570"
"New entrant CS","2021","LGBO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","20-29","White","1630","1620","26550","26370"
"New entrant CS","2021","LGBO","30-39","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","Mixed","50","50","35870","31060"
"New entrant CS","2021","LGBO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","30-39","White","720","710","30230","27570"
"New entrant CS","2021","LGBO","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","40-49","White","360","350","31010","27570"
"New entrant CS","2021","LGBO","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","50-59","White","220","210","29460","27570"
"New entrant CS","2021","LGBO","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","60-64","White","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Asian","70","70","26820","27190"
"New entrant CS","2021","Undeclared","20-29","Black","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Mixed","50","50","27750","27570"
"New entrant CS","2021","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Undeclared","230","230","28240","27570"
"New entrant CS","2021","Undeclared","20-29","Unknown","70","70","25600","20850"
"New entrant CS","2021","Undeclared","20-29","White","620","610","27460","27500"
"New entrant CS","2021","Undeclared","30-39","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Undeclared","160","150","34200","30120"
"New entrant CS","2021","Undeclared","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","White","330","320","32700","27850"
"New entrant CS","2021","Undeclared","40-49","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Undeclared","120","120","37360","31060"
"New entrant CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","White","190","180","34640","30000"
"New entrant CS","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Chinese","[c]","[c]","[c]","[c]"
