"Status","Year","Responsibility_level","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","G6/G7","Social Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tax","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Cabinet Office","390","390","62200","61710"
"New entrant CS","2022","G6/G7","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Department for Transport","60","60","58220","54110"
"New entrant CS","2022","G6/G7","Unknown","Department for Work and Pensions","50","50","57600","55500"
"New entrant CS","2022","G6/G7","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Scottish Government","320","310","57000","53480"
"New entrant CS","2022","G6/G7","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Corporate Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Medicine","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2022","SCS","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Department of Health and Social Care","50","40","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Other","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Statistics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Cabinet Office","60","50","107690","105000"
"New entrant CS","2022","SCS","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Cabinet Office","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Education","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Department of Health and Social Care","120","60","36330","36820"
"New entrant CS","2022","SEO/HEO","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Ministry of Defence","70","70","35410","35000"
"New entrant CS","2022","SEO/HEO","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","60","60","37130","34650"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Education","90","90","34070","36500"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","110","110","34810","35900"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Transport","60","60","36200","36680"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department for Work and Pensions","150","140","37320","37100"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Department of Health and Social Care","90","60","33350","32790"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","HM Revenue and Customs","220","220","35060","33080"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Home Office","110","110","37530","37450"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Ministry of Defence","70","70","35640","33000"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Ministry of Justice","110","110","37370","36050"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","UK Statistics Authority","50","50","34260","36840"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Education","80","80","33860","32940"
"New entrant CS","2022","SEO/HEO","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Department of Health and Social Care","80","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","HM Revenue and Customs","60","60","37680","38250"
"New entrant CS","2022","SEO/HEO","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Ministry of Defence","100","100","38190","40000"
"New entrant CS","2022","SEO/HEO","Finance","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Geography","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
