"Status","Year","Region_ITL2","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Communications","80","70","26040","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","No function","220","210","24560","22350"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Digital, Data & Technology","60","60","31040","30930"
"New entrant CS","2021","Devon","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","No function","180","170","23450","22850"
"New entrant CS","2021","Devon","Declared non-disabled","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Property","40","40","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Declared non-disabled","Unknown","270","260","24580","21010"
"New entrant CS","2021","Devon","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Digital, Data & Technology","60","60","30880","27130"
"New entrant CS","2021","Devon","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","No function","140","130","24510","22350"
"New entrant CS","2021","Devon","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","Unknown","Unknown","50","50","27770","27570"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","No function","80","80","23720","22920"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Declared non-disabled","Unknown","190","180","25140","27570"
"New entrant CS","2021","Dorset and Somerset","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","No function","100","100","23800","22350"
"New entrant CS","2021","Dorset and Somerset","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","No function","40","40","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared disabled","Unknown","80","70","26460","27570"
"New entrant CS","2021","East Anglia","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","No function","400","380","26940","22850"
"New entrant CS","2021","East Anglia","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Security","30","30","[c]","[c]"
"New entrant CS","2021","East Anglia","Declared non-disabled","Unknown","380","370","26170","27570"
"New entrant CS","2021","East Anglia","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","No function","180","170","23640","22350"
"New entrant CS","2021","East Anglia","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Anglia","Unknown","Unknown","80","80","25760","26690"
"New entrant CS","2021","East Wales","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","No function","50","50","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared disabled","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Analysis","50","50","30710","29540"
"New entrant CS","2021","East Wales","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Digital, Data & Technology","60","60","36360","36030"
"New entrant CS","2021","East Wales","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","No function","350","340","23130","20600"
"New entrant CS","2021","East Wales","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Declared non-disabled","Unknown","330","320","26220","27570"
"New entrant CS","2021","East Wales","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Analysis","130","120","28350","29540"
"New entrant CS","2021","East Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Digital, Data & Technology","90","80","35620","32540"
"New entrant CS","2021","East Wales","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","No function","520","500","23160","21140"
"New entrant CS","2021","East Wales","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Wales","Unknown","Unknown","70","60","28750","25020"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","No function","90","90","22870","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Declared non-disabled","Unknown","110","110","25470","27570"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","No function","90","90","23130","22350"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","70","70","24050","24880"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared disabled","Unknown","120","120","29440","27570"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Debt","70","70","20290","20140"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","No function","90","90","24630","20760"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Declared non-disabled","Unknown","560","550","28450","27570"
"New entrant CS","2021","Eastern Scotland","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Debt","190","180","20400","20140"
"New entrant CS","2021","Eastern Scotland","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Legal","50","40","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","No function","200","190","22150","20810"
"New entrant CS","2021","Eastern Scotland","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Unknown","Unknown","530","510","36270","30650"
"New entrant CS","2021","Essex","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared disabled","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
