"Status","Year","Parent_department","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","450","430","45140","38060"
"New entrant CS","2022","Department of Health and Social Care","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Heterosexual / straight","White","120","120","33400","30350"
"New entrant CS","2022","Food Standards Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","White","220","210","26720","22600"
"New entrant CS","2022","HM Land Registry","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Unknown","170","170","27400","25850"
"New entrant CS","2022","HM Land Registry","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Asian","800","780","27170","26590"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Black","260","250","28430","26590"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Mixed","120","110","29010","26590"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Heterosexual / straight","White","2970","2920","27340","26590"
"New entrant CS","2022","HM Revenue and Customs","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","LGBO","White","420","420","26960","26590"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Asian","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","White","170","160","27800","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Asian","170","160","28670","26590"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Black","50","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","Unknown","2870","2790","26100","21750"
"New entrant CS","2022","HM Revenue and Customs","Unknown","White","490","480","27120","26590"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Asian","40","40","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Heterosexual / straight","White","180","180","36060","28500"
"New entrant CS","2022","HM Treasury","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","LGBO","White","30","30","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Asian","80","80","28170","25630"
"New entrant CS","2022","Home Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Heterosexual / straight","White","410","400","30150","24880"
"New entrant CS","2022","Home Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","LGBO","White","50","50","30180","24880"
"New entrant CS","2022","Home Office","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Unknown","Unknown","1860","1760","29640","24880"
"New entrant CS","2022","Home Office","Unknown","White","60","60","28490","24880"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Asian","130","130","32290","28700"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Black","60","60","31060","30200"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Mixed","50","50","29290","26350"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","Unknown","60","60","30830","29230"
"New entrant CS","2022","Ministry of Defence","Heterosexual / straight","White","2510","2450","30990","26740"
"New entrant CS","2022","Ministry of Defence","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","LGBO","White","150","150","29060","26670"
"New entrant CS","2022","Ministry of Defence","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Undeclared","White","90","80","31340","27700"
"New entrant CS","2022","Ministry of Defence","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","1520","1480","28960","25540"
"New entrant CS","2022","Ministry of Defence","Unknown","White","290","290","29640","26350"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Asian","660","630","27550","24090"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Black","710","690","29080","27920"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Mixed","370","360","28000","25120"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Other ethnicity","90","80","28200","28140"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Undeclared","70","60","26830","23450"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","Unknown","90","90","26690","24710"
"New entrant CS","2022","Ministry of Justice","Heterosexual / straight","White","7970","7650","26910","24090"
"New entrant CS","2022","Ministry of Justice","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","Mixed","50","40","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","LGBO","White","880","870","26690","23170"
"New entrant CS","2022","Ministry of Justice","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","Undeclared","160","150","31640","28660"
"New entrant CS","2022","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Undeclared","White","330","320","27740","24800"
"New entrant CS","2022","Ministry of Justice","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","Unknown","6600","6190","26470","24620"
"New entrant CS","2022","Ministry of Justice","Unknown","White","50","40","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Asian","40","40","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Heterosexual / straight","White","350","340","37180","36200"
"New entrant CS","2022","National Crime Agency","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","LGBO","White","30","30","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","National Crime Agency","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","White","180","180","50750","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Asian","60","50","36180","26000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Black","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Heterosexual / straight","White","230","230","37070","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","LGBO","White","40","40","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","White","30","30","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","LGBO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Undeclared","White","[c]","[c]","[c]","[c]"
