"Status","Year","Profession_of_post","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Planning Inspectors","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","East Wales","70","70","34590","31210"
"New entrant CS","2022","Policy","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","35910","32870"
"New entrant CS","2022","Policy","Heterosexual / straight","Greater Manchester","140","140","34400","30960"
"New entrant CS","2022","Policy","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Inner London - East","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Inner London - West","1300","1290","38010","34020"
"New entrant CS","2022","Policy","Heterosexual / straight","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","North Yorkshire","60","60","35830","30320"
"New entrant CS","2022","Policy","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Northumberland, and Tyne and Wear","50","40","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","South Yorkshire","60","60","32100","29360"
"New entrant CS","2022","Policy","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","Tees Valley and Durham","60","60","35500","29360"
"New entrant CS","2022","Policy","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","West Midlands","160","160","33460","30190"
"New entrant CS","2022","Policy","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","West Yorkshire","50","50","36840","31990"
"New entrant CS","2022","Policy","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Inner London - West","240","240","36190","33570"
"New entrant CS","2022","Policy","LGBO","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Inner London - West","200","180","36410","33210"
"New entrant CS","2022","Policy","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Greater Manchester","50","50","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Inner London - West","470","460","38690","34550"
"New entrant CS","2022","Policy","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","West Midlands","40","30","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","East Wales","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","210","200","34330","33000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Hampshire and Isle of Wight","50","50","37180","33000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Inner London - West","110","110","44810","41750"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Lancashire","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","West Midlands","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","34060","33000"
"New entrant CS","2022","Project Delivery","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Inner London - West","60","60","42650","38450"
"New entrant CS","2022","Project Delivery","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Outer London - South","60","60","37360","35050"
"New entrant CS","2022","Project Delivery","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
