"Status","Year","Sexual_orientation","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Courts and Tribunals Service","Unknown","90","80","22960","20850"
"New entrant CS","2021","Undeclared","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Prison Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Serious Fraud Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Security Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Submarine Delivery Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","The National Archives","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Hydrographic Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Space Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","White","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Unknown","100","100","26180","24250"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Unknown","70","70","24820","24370"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","1040","1040","40810","28000"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Unknown","130","130","30770","25480"
"New entrant CS","2021","Unknown","Crown Prosecution Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt Management Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Unknown","150","150","27020","22000"
"New entrant CS","2021","Unknown","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","130","130","37850","33570"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","230","230","35430","32480"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","250","250","36670","32560"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Unknown","100","100","39110","32120"
"New entrant CS","2021","Unknown","Department for International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","180","180","37460","34710"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","1750","1710","27650","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","820","800","40890","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Unknown","140","130","22020","21590"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Unknown","160","150","28180","26130"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","White","80","80","26440","25140"
"New entrant CS","2021","Unknown","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Unknown","1070","1050","21600","19930"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Unknown","250","250","26240","22350"
"New entrant CS","2021","Unknown","HM Land Registry","White","60","60","26740","22350"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Unknown","2070","1970","24030","22850"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","3270","3200","24140","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","White","120","120","25140","20140"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Unknown","1420","1400","31450","25770"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","Unknown","110","110","22960","20880"
"New entrant CS","2021","Unknown","Insolvency Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","Unknown","70","60","29930","26590"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","White","110","110","33400","30930"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","550","520","30530","26100"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Unknown","250","240","39890","36800"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Unknown","120","120","37670","36200"
"New entrant CS","2021","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Records of Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","White","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","420","410","38270","30650"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Unknown","260","250","22090","20810"
"New entrant CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Security Scotland","Unknown","120","110","27180","20060"
"New entrant CS","2021","Unknown","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Unknown","130","120","27160","23320"
"New entrant CS","2021","Unknown","UK Space Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","250","240","30950","29540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Valuation Office Agency","Unknown","120","120","25400","24500"
"New entrant CS","2021","Unknown","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Vehicle Certification Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","White","300","300","26220","24920"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Asian","60","60","34990","32000"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Black","40","40","[c]","[c]"
