"Status","Year","Profession_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","EO","White","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","SEO/HEO","White","60","60","34210","33060"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Legal","EO","White","120","120","27570","27230"
"New entrant CS","2022","Legal","G6/G7","Asian","70","60","53220","50500"
"New entrant CS","2022","Legal","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","White","240","220","53860","51380"
"New entrant CS","2022","Legal","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Asian","40","40","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","Unknown","80","80","34070","34260"
"New entrant CS","2022","Legal","SEO/HEO","White","200","190","38870","40000"
"New entrant CS","2022","Medicine","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","Unknown","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","G6/G7","White","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SCS","White","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","SEO/HEO","White","60","60","37060","39030"
"New entrant CS","2022","Medicine","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","AA/AO","Asian","1110","1060","21920","21260"
"New entrant CS","2022","Operational Delivery","AA/AO","Black","510","490","23400","21300"
"New entrant CS","2022","Operational Delivery","AA/AO","Mixed","360","340","22800","21260"
"New entrant CS","2022","Operational Delivery","AA/AO","Other ethnicity","90","90","23860","21840"
"New entrant CS","2022","Operational Delivery","AA/AO","Undeclared","180","170","21990","21260"
"New entrant CS","2022","Operational Delivery","AA/AO","Unknown","5950","5760","22160","21300"
"New entrant CS","2022","Operational Delivery","AA/AO","White","9270","9020","22040","21260"
"New entrant CS","2022","Operational Delivery","EO","Asian","990","960","28170","27570"
"New entrant CS","2022","Operational Delivery","EO","Black","510","490","28870","28310"
"New entrant CS","2022","Operational Delivery","EO","Mixed","220","210","28040","27570"
"New entrant CS","2022","Operational Delivery","EO","Other ethnicity","60","60","28200","27570"
"New entrant CS","2022","Operational Delivery","EO","Undeclared","130","130","28100","27570"
"New entrant CS","2022","Operational Delivery","EO","Unknown","2100","1980","27190","26590"
"New entrant CS","2022","Operational Delivery","EO","White","3860","3740","27470","27570"
"New entrant CS","2022","Operational Delivery","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","G6/G7","Unknown","160","150","56320","53360"
"New entrant CS","2022","Operational Delivery","G6/G7","White","280","270","55460","52610"
"New entrant CS","2022","Operational Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Asian","210","200","35530","33080"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Black","100","100","36020","33760"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Mixed","50","50","36020","33740"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","SEO/HEO","Unknown","540","520","34580","33080"
"New entrant CS","2022","Operational Delivery","SEO/HEO","White","1250","1210","35690","33080"
"New entrant CS","2022","Operational Delivery","Unknown","Asian","260","230","27610","24800"
"New entrant CS","2022","Operational Delivery","Unknown","Black","460","440","30310","28200"
"New entrant CS","2022","Operational Delivery","Unknown","Mixed","210","200","28680","24970"
"New entrant CS","2022","Operational Delivery","Unknown","Other ethnicity","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","Undeclared","130","120","31120","28410"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","3130","2800","27960","26310"
"New entrant CS","2022","Operational Delivery","Unknown","White","4480","4200","28680","24930"
"New entrant CS","2022","Operational Research","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","SEO/HEO","White","50","50","31330","30710"
"New entrant CS","2022","Other","AA/AO","Asian","70","70","21340","21260"
"New entrant CS","2022","Other","AA/AO","Black","30","30","[c]","[c]"
"New entrant CS","2022","Other","AA/AO","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Other","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","AA/AO","Unknown","220","210","21370","21170"
"New entrant CS","2022","Other","AA/AO","White","740","720","21080","21260"
"New entrant CS","2022","Other","EO","Asian","70","70","26480","26950"
"New entrant CS","2022","Other","EO","Black","40","30","[c]","[c]"
"New entrant CS","2022","Other","EO","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Other","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","EO","Unknown","170","160","23920","26250"
"New entrant CS","2022","Other","EO","White","410","400","25640","26350"
"New entrant CS","2022","Other","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","G6/G7","White","90","90","56910","54000"
"New entrant CS","2022","Other","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","SEO/HEO","Unknown","120","110","34860","34060"
"New entrant CS","2022","Other","SEO/HEO","White","310","310","34270","33140"
"New entrant CS","2022","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","160","160","20840","16190"
"New entrant CS","2022","Other","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","AA/AO","White","60","60","21940","21300"
"New entrant CS","2022","Policy","EO","Asian","70","70","26180","25660"
"New entrant CS","2022","Policy","EO","Black","50","50","27220","27680"
"New entrant CS","2022","Policy","EO","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","Policy","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","EO","Unknown","180","170","27140","27680"
"New entrant CS","2022","Policy","EO","White","380","370","26310","26180"
"New entrant CS","2022","Policy","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","G6/G7","Unknown","130","120","55410","53420"
"New entrant CS","2022","Policy","G6/G7","White","430","410","54100","53130"
"New entrant CS","2022","Policy","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SEO/HEO","Asian","170","170","35270","34020"
"New entrant CS","2022","Policy","SEO/HEO","Black","100","100","34720","34020"
"New entrant CS","2022","Policy","SEO/HEO","Mixed","110","100","34780","33570"
"New entrant CS","2022","Policy","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Policy","SEO/HEO","Unknown","490","470","35250","34260"
"New entrant CS","2022","Policy","SEO/HEO","White","1430","1410","34360","33570"
"New entrant CS","2022","Policy","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","White","50","50","21450","21260"
"New entrant CS","2022","Project Delivery","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","EO","Unknown","60","50","26820","26350"
"New entrant CS","2022","Project Delivery","EO","White","150","150","24990","24750"
"New entrant CS","2022","Project Delivery","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","White","130","130","55290","53500"
"New entrant CS","2022","Project Delivery","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Asian","50","50","36550","35480"
"New entrant CS","2022","Project Delivery","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","Unknown","170","170","36190","35050"
"New entrant CS","2022","Project Delivery","SEO/HEO","White","350","340","35800","35230"
"New entrant CS","2022","Project Delivery","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
