"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Operational Delivery","Scotland","180","170","23940","21260"
"New entrant CS","2022","LGBO","Operational Delivery","South East (England)","210","200","27210","25700"
"New entrant CS","2022","LGBO","Operational Delivery","South West (England)","160","160","25030","23170"
"New entrant CS","2022","LGBO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Delivery","Wales","180","170","23780","21840"
"New entrant CS","2022","LGBO","Operational Delivery","West Midlands (England)","170","170","24550","23170"
"New entrant CS","2022","LGBO","Operational Delivery","Yorkshire and The Humber","180","180","26120","23170"
"New entrant CS","2022","LGBO","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","London","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Scotland","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Other","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","London","250","240","36110","33570"
"New entrant CS","2022","LGBO","Policy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","South West (England)","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","North West (England)","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","London","60","60","38590","34550"
"New entrant CS","2022","LGBO","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Scotland","280","280","30550","27230"
"New entrant CS","2022","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","London","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Yorkshire and The Humber","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","London","90","60","34510","28000"
"New entrant CS","2022","Undeclared","Communications","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","London","60","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","South West (England)","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Yorkshire and The Humber","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","London","50","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Yorkshire and The Humber","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","London","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","East Midlands (England)","100","90","26340","23390"
"New entrant CS","2022","Undeclared","Operational Delivery","East of England","100","100","26440","24250"
"New entrant CS","2022","Undeclared","Operational Delivery","London","310","270","34120","31060"
"New entrant CS","2022","Undeclared","Operational Delivery","North East (England)","80","70","23940","21960"
"New entrant CS","2022","Undeclared","Operational Delivery","North West (England)","170","160","25030","22200"
"New entrant CS","2022","Undeclared","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Scotland","60","60","23460","21260"
"New entrant CS","2022","Undeclared","Operational Delivery","South East (England)","140","130","27360","26830"
"New entrant CS","2022","Undeclared","Operational Delivery","South West (England)","110","100","28610","24620"
"New entrant CS","2022","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Wales","70","70","25640","23140"
"New entrant CS","2022","Undeclared","Operational Delivery","West Midlands (England)","140","130","27640","26590"
"New entrant CS","2022","Undeclared","Operational Delivery","Yorkshire and The Humber","120","110","27870","23830"
