"Status","Year","Profession_of_post","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Inspector of Education and Training","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","White","G6/G7","70","70","72090","70500"
"New entrant CS","2022","Inspector of Education and Training","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","White","SEO/HEO","70","70","47500","46360"
"New entrant CS","2022","Intelligence Analysis","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","EO","50","50","27210","26590"
"New entrant CS","2022","Intelligence Analysis","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","EO","60","60","27170","26590"
"New entrant CS","2022","Intelligence Analysis","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","White","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","White","SEO/HEO","60","60","33760","31800"
"New entrant CS","2022","Knowledge and Information Management","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","EO","40","40","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","White","SEO/HEO","60","60","34210","33060"
"New entrant CS","2022","Knowledge and Information Management","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","G6/G7","70","60","53220","50500"
"New entrant CS","2022","Legal","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Asian","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","SEO/HEO","80","80","34070","34260"
"New entrant CS","2022","Legal","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","EO","120","120","27570","27230"
"New entrant CS","2022","Legal","White","G6/G7","240","220","53860","51380"
"New entrant CS","2022","Legal","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","White","SEO/HEO","200","190","38870","40000"
"New entrant CS","2022","Medicine","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","G6/G7","30","20","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Medicine","White","SCS","40","30","[c]","[c]"
"New entrant CS","2022","Medicine","White","SEO/HEO","60","60","37060","39030"
"New entrant CS","2022","Medicine","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","AA/AO","1110","1060","21920","21260"
"New entrant CS","2022","Operational Delivery","Asian","EO","990","960","28170","27570"
"New entrant CS","2022","Operational Delivery","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","SEO/HEO","210","200","35530","33080"
"New entrant CS","2022","Operational Delivery","Asian","Unknown","260","230","27610","24800"
"New entrant CS","2022","Operational Delivery","Black","AA/AO","510","490","23400","21300"
"New entrant CS","2022","Operational Delivery","Black","EO","510","490","28870","28310"
"New entrant CS","2022","Operational Delivery","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","SEO/HEO","100","100","36020","33760"
"New entrant CS","2022","Operational Delivery","Black","Unknown","460","440","30310","28200"
"New entrant CS","2022","Operational Delivery","Mixed","AA/AO","360","340","22800","21260"
"New entrant CS","2022","Operational Delivery","Mixed","EO","220","210","28040","27570"
"New entrant CS","2022","Operational Delivery","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","SEO/HEO","50","50","36020","33740"
"New entrant CS","2022","Operational Delivery","Mixed","Unknown","210","200","28680","24970"
"New entrant CS","2022","Operational Delivery","Other ethnicity","AA/AO","90","90","23860","21840"
"New entrant CS","2022","Operational Delivery","Other ethnicity","EO","60","60","28200","27570"
"New entrant CS","2022","Operational Delivery","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","AA/AO","180","170","21990","21260"
"New entrant CS","2022","Operational Delivery","Undeclared","EO","130","130","28100","27570"
"New entrant CS","2022","Operational Delivery","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Undeclared","Unknown","130","120","31120","28410"
"New entrant CS","2022","Operational Delivery","Unknown","AA/AO","5950","5760","22160","21300"
"New entrant CS","2022","Operational Delivery","Unknown","EO","2100","1980","27190","26590"
"New entrant CS","2022","Operational Delivery","Unknown","G6/G7","160","150","56320","53360"
"New entrant CS","2022","Operational Delivery","Unknown","SCS","40","40","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Unknown","SEO/HEO","540","520","34580","33080"
"New entrant CS","2022","Operational Delivery","Unknown","Unknown","3130","2800","27960","26310"
"New entrant CS","2022","Operational Delivery","White","AA/AO","9270","9020","22040","21260"
"New entrant CS","2022","Operational Delivery","White","EO","3860","3740","27470","27570"
"New entrant CS","2022","Operational Delivery","White","G6/G7","280","270","55460","52610"
"New entrant CS","2022","Operational Delivery","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","White","SEO/HEO","1250","1210","35690","33080"
"New entrant CS","2022","Operational Delivery","White","Unknown","4480","4200","28680","24930"
"New entrant CS","2022","Operational Research","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","White","SEO/HEO","50","50","31330","30710"
"New entrant CS","2022","Other","Asian","AA/AO","70","70","21340","21260"
"New entrant CS","2022","Other","Asian","EO","70","70","26480","26950"
"New entrant CS","2022","Other","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Other","Black","EO","40","30","[c]","[c]"
"New entrant CS","2022","Other","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Other","Mixed","EO","30","30","[c]","[c]"
"New entrant CS","2022","Other","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","AA/AO","220","210","21370","21170"
"New entrant CS","2022","Other","Unknown","EO","170","160","23920","26250"
"New entrant CS","2022","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","SEO/HEO","120","110","34860","34060"
"New entrant CS","2022","Other","Unknown","Unknown","160","160","20840","16190"
"New entrant CS","2022","Other","White","AA/AO","740","720","21080","21260"
"New entrant CS","2022","Other","White","EO","410","400","25640","26350"
"New entrant CS","2022","Other","White","G6/G7","90","90","56910","54000"
"New entrant CS","2022","Other","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","White","SEO/HEO","310","310","34270","33140"
"New entrant CS","2022","Other","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Black","G6/G7","[c]","[c]","[c]","[c]"
