"Status","Year","Sex","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","Heterosexual / straight","The National Archives","130","120","36210","34260"
"In post","2022","Female","Heterosexual / straight","UK Export Finance","180","180","47270","41880"
"In post","2022","Female","Heterosexual / straight","UK Statistics Authority","2330","2040","33220","30710"
"In post","2022","Female","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Heterosexual / straight","Water Services Regulation Authority","100","90","53860","45370"
"In post","2022","Female","Heterosexual / straight","Welsh Government","2930","2710","40760","38160"
"In post","2022","Female","LGBO","Attorney General's Departments","230","220","40880","32810"
"In post","2022","Female","LGBO","Cabinet Office","240","240","42080","38990"
"In post","2022","Female","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Department for Business, Energy and Industrial Strategy","410","400","39750","36740"
"In post","2022","Female","LGBO","Department for Digital, Culture, Media and Sport","100","100","45070","46200"
"In post","2022","Female","LGBO","Department for Education","280","270","42300","38500"
"In post","2022","Female","LGBO","Department for Environment, Food and Rural Affairs","340","330","35520","32560"
"In post","2022","Female","LGBO","Department for International Trade","70","70","43640","39420"
"In post","2022","Female","LGBO","Department for Levelling Up, Housing and Communities","160","150","40760","36340"
"In post","2022","Female","LGBO","Department for Transport","300","280","32150","26700"
"In post","2022","Female","LGBO","Department for Work and Pensions","1900","1790","28080","27570"
"In post","2022","Female","LGBO","Department of Health and Social Care","330","320","40310","36330"
"In post","2022","Female","LGBO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","Female","LGBO","Foreign, Commonwealth and Development Office","150","150","42870","38500"
"In post","2022","Female","LGBO","HM Land Registry","80","80","28190","26300"
"In post","2022","Female","LGBO","HM Revenue and Customs","1210","1150","33320","33080"
"In post","2022","Female","LGBO","HM Treasury","100","90","44900","37900"
"In post","2022","Female","LGBO","Home Office","500","480","32440","26850"
"In post","2022","Female","LGBO","Ministry of Defence","690","670","31810","29000"
"In post","2022","Female","LGBO","Ministry of Justice","2750","2680","29880","27120"
"In post","2022","Female","LGBO","National Crime Agency","120","120","36960","36200"
"In post","2022","Female","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Office for Standards in Education, Children's Services and Skills","50","50","52610","51360"
"In post","2022","Female","LGBO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Female","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Scottish Government","600","580","34930","31540"
"In post","2022","Female","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","UK Statistics Authority","150","140","33210","30710"
"In post","2022","Female","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","LGBO","Welsh Government","110","110","40220","38160"
"In post","2022","Female","Undeclared","Attorney General's Departments","260","240","45170","48830"
"In post","2022","Female","Undeclared","Cabinet Office","270","260","45130","40600"
"In post","2022","Female","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Competition and Markets Authority","40","30","[c]","[c]"
"In post","2022","Female","Undeclared","Department for Business, Energy and Industrial Strategy","560","520","41850","39650"
"In post","2022","Female","Undeclared","Department for Digital, Culture, Media and Sport","80","80","42980","34830"
"In post","2022","Female","Undeclared","Department for Education","340","330","43270","40230"
"In post","2022","Female","Undeclared","Department for Environment, Food and Rural Affairs","510","480","36010","33150"
"In post","2022","Female","Undeclared","Department for International Trade","70","70","44200","39340"
"In post","2022","Female","Undeclared","Department for Levelling Up, Housing and Communities","130","130","43680","39600"
"In post","2022","Female","Undeclared","Department for Transport","1300","1040","26720","21840"
"In post","2022","Female","Undeclared","Department for Work and Pensions","4840","4150","27400","27570"
"In post","2022","Female","Undeclared","Department of Health and Social Care","1460","1370","44590","40650"
"In post","2022","Female","Undeclared","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Food Standards Agency","50","50","39030","37350"
"In post","2022","Female","Undeclared","Foreign, Commonwealth and Development Office","270","260","47400","43320"
"In post","2022","Female","Undeclared","HM Land Registry","390","330","31940","27130"
"In post","2022","Female","Undeclared","HM Revenue and Customs","2430","2130","33440","30750"
"In post","2022","Female","Undeclared","HM Treasury","140","130","44240","40850"
"In post","2022","Female","Undeclared","Home Office","1880","1670","32080","28650"
"In post","2022","Female","Undeclared","Ministry of Defence","2210","2090","33420","32200"
"In post","2022","Female","Undeclared","Ministry of Justice","3710","3380","30300","26900"
"In post","2022","Female","Undeclared","National Crime Agency","140","130","38520","36410"
"In post","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office for Standards in Education, Children's Services and Skills","60","60","45380","39850"
"In post","2022","Female","Undeclared","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Scottish Government","460","430","40070","36130"
"In post","2022","Female","Undeclared","The National Archives","40","40","[c]","[c]"
"In post","2022","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","UK Statistics Authority","140","130","33640","30710"
"In post","2022","Female","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Undeclared","Welsh Government","390","360","41600","38160"
"In post","2022","Female","Unknown","Attorney General's Departments","1360","1180","46670","51470"
"In post","2022","Female","Unknown","Cabinet Office","2310","2280","43980","32320"
"In post","2022","Female","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Charity Commission","120","110","32300","29160"
"In post","2022","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy","1040","960","33480","28310"
"In post","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","90","90","47560","51730"
"In post","2022","Female","Unknown","Department for Education","710","680","43200","40230"
"In post","2022","Female","Unknown","Department for Environment, Food and Rural Affairs","1540","1410","31260","26330"
"In post","2022","Female","Unknown","Department for International Trade","400","400","43280","38540"
"In post","2022","Female","Unknown","Department for Levelling Up, Housing and Communities","280","260","42520","38330"
"In post","2022","Female","Unknown","Department for Transport","1100","1010","29670","26130"
"In post","2022","Female","Unknown","Department for Work and Pensions","11850","9740","26820","27570"
"In post","2022","Female","Unknown","Department of Health and Social Care","1270","1200","47280","40650"
"In post","2022","Female","Unknown","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Food Standards Agency","70","60","37850","32830"
"In post","2022","Female","Unknown","Foreign, Commonwealth and Development Office","720","700","46660","45800"
"In post","2022","Female","Unknown","HM Land Registry","1070","960","28220","27130"
"In post","2022","Female","Unknown","HM Revenue and Customs","11220","9920","29130","26590"
"In post","2022","Female","Unknown","HM Treasury","70","60","47080","41890"
"In post","2022","Female","Unknown","Home Office","2210","2140","32000","27370"
"In post","2022","Female","Unknown","Ministry of Defence","3290","3080","35210","33000"
"In post","2022","Female","Unknown","Ministry of Justice","7960","7310","28290","25190"
"In post","2022","Female","Unknown","National Crime Agency","290","270","39120","37560"
"In post","2022","Female","Unknown","Northern Ireland Office","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Office for Standards in Education, Children's Services and Skills","70","60","41030","39850"
"In post","2022","Female","Unknown","Office of Gas and Electricity Markets","210","200","45440","42390"
"In post","2022","Female","Unknown","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Office of the Secretary of State for Scotland","30","30","[c]","[c]"
"In post","2022","Female","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","Scottish Government","4760","4400","33280","30020"
"In post","2022","Female","Unknown","The National Archives","110","110","35960","34260"
"In post","2022","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Unknown","UK Statistics Authority","740","630","30840","27570"
