"Status","Year","Profession_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Economics","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Treasury (excl. agencies)","Male","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Equipment and Support","Male","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","Female","80","70","34740","32790"
"New entrant CS","2021","Finance","Department of Health and Social Care (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Female","60","60","30440","26350"
"New entrant CS","2021","Finance","Ministry of Defence (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Home Office (incl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Home Office (incl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Met Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Female","80","70","25870","20920"
"New entrant CS","2021","Human Resources","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","Female","60","60","61070","70500"
"New entrant CS","2021","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Department of Health and Social Care (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
