"Status","Year","Profession_of_post","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Statistics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cabinet Office","1000","990","41870","34550"
"Leaver Dept.","2022","Unknown","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Department for Transport","150","140","42200","38650"
"Leaver Dept.","2022","Unknown","Female","Department for Work and Pensions","110","110","31320","27570"
"Leaver Dept.","2022","Unknown","Female","Department of Health and Social Care","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Foreign, Commonwealth and Development Office","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","HM Revenue and Customs","700","670","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Ministry of Justice","90","90","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cabinet Office","800","800","42320","34550"
"Leaver Dept.","2022","Unknown","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Department for Transport","160","160","44090","42470"
"Leaver Dept.","2022","Unknown","Male","Department for Work and Pensions","90","90","34960","31060"
"Leaver Dept.","2022","Unknown","Male","Department of Health and Social Care","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Foreign, Commonwealth and Development Office","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","HM Revenue and Customs","620","610","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Scottish Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Department of Health and Social Care","50","50","44140","40650"
"New entrant CS","2021","Commercial","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Ministry of Defence","80","80","32350","26670"
"New entrant CS","2021","Commercial","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Ministry of Defence","80","80","32880","30750"
"New entrant CS","2021","Commercial","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Education","50","50","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Environment, Food and Rural Affairs","60","60","36640","35900"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Revenue and Customs","80","80","37360","31810"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Justice","70","70","45350","46000"
"New entrant CS","2021","Digital, Data and Technology","Female","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Business, Energy and Industrial Strategy","80","80","37090","32640"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Education","70","70","39250","36500"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Environment, Food and Rural Affairs","80","80","41630","38750"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Transport","110","110","37490","31380"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Land Registry","70","70","32350","27130"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Revenue and Customs","140","140","36820","31810"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Home Office","120","120","51770","52050"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Defence","90","90","36910","33290"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Justice","130","130","52290","52970"
"New entrant CS","2021","Digital, Data and Technology","Male","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","United Kingdom Statistics Authority","80","80","37000","36030"
"New entrant CS","2021","Digital, Data and Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
