"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","No function","270","260","29060","24920"
"New entrant CS","2021","30-39","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","Unknown","530","510","27450","27570"
"New entrant CS","2021","30-39","Declared non-disabled","Analysis","110","110","37400","35010"
"New entrant CS","2021","30-39","Declared non-disabled","Commercial","60","60","39900","38330"
"New entrant CS","2021","30-39","Declared non-disabled","Communications","150","150","33280","28000"
"New entrant CS","2021","30-39","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Debt","60","50","20620","20140"
"New entrant CS","2021","30-39","Declared non-disabled","Digital, Data & Technology","250","250","43020","39670"
"New entrant CS","2021","30-39","Declared non-disabled","Finance","100","100","38580","35000"
"New entrant CS","2021","30-39","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Human Resources","140","130","33110","30960"
"New entrant CS","2021","30-39","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared non-disabled","Legal","120","120","43760","50500"
"New entrant CS","2021","30-39","Declared non-disabled","No function","2290","2200","30260","26410"
"New entrant CS","2021","30-39","Declared non-disabled","Project Delivery","340","330","37380","34710"
"New entrant CS","2021","30-39","Declared non-disabled","Property","110","110","31210","28650"
"New entrant CS","2021","30-39","Declared non-disabled","Security","100","100","27030","24580"
"New entrant CS","2021","30-39","Declared non-disabled","Unknown","3480","3390","28040","27570"
"New entrant CS","2021","30-39","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","No function","170","160","36300","32330"
"New entrant CS","2021","30-39","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","Unknown","190","190","27030","27570"
"New entrant CS","2021","30-39","Unknown","Analysis","100","90","39530","37020"
"New entrant CS","2021","30-39","Unknown","Commercial","110","110","54150","53460"
"New entrant CS","2021","30-39","Unknown","Communications","190","190","31950","25560"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Debt","150","150","20490","20140"
"New entrant CS","2021","30-39","Unknown","Digital, Data & Technology","270","260","41390","38450"
"New entrant CS","2021","30-39","Unknown","Finance","70","70","35140","32790"
"New entrant CS","2021","30-39","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","80","80","34160","31810"
"New entrant CS","2021","30-39","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Legal","230","220","40120","40000"
"New entrant CS","2021","30-39","Unknown","No function","2050","1960","28440","24240"
"New entrant CS","2021","30-39","Unknown","Project Delivery","130","130","39300","38630"
"New entrant CS","2021","30-39","Unknown","Property","50","50","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","80","80","26930","25390"
"New entrant CS","2021","30-39","Unknown","Unknown","1320","1270","32520","27570"
"New entrant CS","2021","40-49","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","No function","170","160","30660","25010"
"New entrant CS","2021","40-49","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","Unknown","470","460","27770","27570"
"New entrant CS","2021","40-49","Declared non-disabled","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Commercial","70","70","41580","40000"
"New entrant CS","2021","40-49","Declared non-disabled","Communications","80","70","34220","31700"
"New entrant CS","2021","40-49","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Debt","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Digital, Data & Technology","190","190","45870","42000"
"New entrant CS","2021","40-49","Declared non-disabled","Finance","80","80","42110","38000"
"New entrant CS","2021","40-49","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Human Resources","100","90","39570","33190"
"New entrant CS","2021","40-49","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","Legal","60","50","46410","50500"
"New entrant CS","2021","40-49","Declared non-disabled","No function","1330","1250","33230","27220"
"New entrant CS","2021","40-49","Declared non-disabled","Project Delivery","250","250","41480","40000"
"New entrant CS","2021","40-49","Declared non-disabled","Property","90","80","33620","32500"
"New entrant CS","2021","40-49","Declared non-disabled","Security","80","80","28350","23540"
"New entrant CS","2021","40-49","Declared non-disabled","Unknown","2780","2700","28410","27570"
"New entrant CS","2021","40-49","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","No function","110","100","40270","33380"
"New entrant CS","2021","40-49","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","Unknown","140","140","28580","27570"
"New entrant CS","2021","40-49","Unknown","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Commercial","120","110","67530","70180"
"New entrant CS","2021","40-49","Unknown","Communications","110","110","34910","27270"
"New entrant CS","2021","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Debt","90","90","20640","20140"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","210","210","44070","40600"
"New entrant CS","2021","40-49","Unknown","Finance","60","60","39530","36820"
"New entrant CS","2021","40-49","Unknown","Human Resources","60","60","35880","31900"
"New entrant CS","2021","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Legal","150","140","43750","48080"
"New entrant CS","2021","40-49","Unknown","No function","1180","1130","30480","23790"
"New entrant CS","2021","40-49","Unknown","Project Delivery","70","70","42070","39000"
"New entrant CS","2021","40-49","Unknown","Property","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Security","60","60","30870","25540"
"New entrant CS","2021","40-49","Unknown","Unknown","960","920","34480","27570"
"New entrant CS","2021","50-59","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","No function","130","120","27710","24020"
"New entrant CS","2021","50-59","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","Unknown","420","410","27190","27570"
"New entrant CS","2021","50-59","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Communications","40","40","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Debt","30","30","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Digital, Data & Technology","110","110","45060","43960"
"New entrant CS","2021","50-59","Declared non-disabled","Finance","60","50","39260","34640"
"New entrant CS","2021","50-59","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Human Resources","50","50","39130","30110"
"New entrant CS","2021","50-59","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","No function","1040","960","31650","24180"
"New entrant CS","2021","50-59","Declared non-disabled","Project Delivery","200","190","42530","40000"
"New entrant CS","2021","50-59","Declared non-disabled","Property","90","90","36470","33150"
"New entrant CS","2021","50-59","Declared non-disabled","Security","100","100","27630","20920"
"New entrant CS","2021","50-59","Declared non-disabled","Unknown","2510","2460","27420","27570"
"New entrant CS","2021","50-59","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","No function","110","100","39030","31370"
"New entrant CS","2021","50-59","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","Unknown","120","110","26870","27570"
"New entrant CS","2021","50-59","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Commercial","90","80","79240","72000"
"New entrant CS","2021","50-59","Unknown","Communications","50","50","33970","27380"
"New entrant CS","2021","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Debt","70","70","20620","20140"
"New entrant CS","2021","50-59","Unknown","Digital, Data & Technology","100","100","48850","47080"
"New entrant CS","2021","50-59","Unknown","Finance","40","30","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Legal","90","90","41910","48080"
"New entrant CS","2021","50-59","Unknown","No function","990","950","28590","22850"
"New entrant CS","2021","50-59","Unknown","Project Delivery","70","70","43160","40080"
"New entrant CS","2021","50-59","Unknown","Property","50","50","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Security","60","60","34850","36740"
"New entrant CS","2021","50-59","Unknown","Unknown","790","770","33500","27570"
"New entrant CS","2021","60-64","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Unknown","90","90","26420","27570"
"New entrant CS","2021","60-64","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","No function","220","180","31780","22990"
"New entrant CS","2021","60-64","Declared non-disabled","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","Unknown","460","450","26310","27570"
"New entrant CS","2021","60-64","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","No function","150","130","29480","21540"
"New entrant CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","140","130","32950","27570"
"New entrant CS","2021","65+","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","No function","80","50","38900","30460"
"New entrant CS","2021","65+","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","Unknown","50","50","24310","21010"
"New entrant CS","2021","65+","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","No function","40","30","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","No function","330","320","21990","21260"
"New entrant CS","2022","16-19","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Declared non-disabled","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","No function","230","220","21790","21250"
"New entrant CS","2022","16-19","Unknown","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","100","100","21670","21260"
"New entrant CS","2022","20-29","Declared disabled","Analysis","70","70","29340","30710"
"New entrant CS","2022","20-29","Declared disabled","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Counter Fraud","50","50","26000","25110"
"New entrant CS","2022","20-29","Declared disabled","Debt","30","30","[c]","[c]"
"New entrant CS","2022","20-29","Declared disabled","Digital, Data & Technology","70","70","30930","30300"
"New entrant CS","2022","20-29","Declared disabled","Finance","[c]","[c]","[c]","[c]"
