"Status","Year","Ethnicity","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cabinet Office (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1210","1190","28630","29290"
"New entrant CS","2021","Black","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","HM Courts and Tribunals Service","90","90","23650","22680"
"New entrant CS","2021","Black","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","HM Prison and Probation Service","180","170","25830","25450"
"New entrant CS","2021","Black","Declared non-disabled","HM Revenue and Customs (excl. agencies)","60","60","25640","24120"
"New entrant CS","2021","Black","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Home Office (incl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Ministry of Defence (excl. agencies)","50","50","28980","27430"
"New entrant CS","2021","Black","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Public Health England","150","130","33940","31850"
"New entrant CS","2021","Black","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
