"Status","Year","Function_of_post","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Property","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","East of England","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","London","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","North West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South East (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","South West (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Yorkshire and The Humber","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Midlands (England)","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East of England","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Asian","180","160","36680","35070"
"Leaver Dept.","2022","Unknown","London","Black","100","90","37390","35070"
"Leaver Dept.","2022","Unknown","London","Mixed","50","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","350","230","40820","35050"
"Leaver Dept.","2022","Unknown","London","White","630","470","49870","43950"
"Leaver Dept.","2022","Unknown","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","White","190","180","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","White","360","350","27230","24890"
"Leaver Dept.","2022","Unknown","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","White","290","280","31560","25930"
"Leaver Dept.","2022","Unknown","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","White","60","60","30490","26670"
"Leaver Dept.","2022","Unknown","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Wales","White","120","120","33670","28560"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Asian","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands (England)","White","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","Unknown","90","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Yorkshire and The Humber","White","140","130","32240","27020"
"New entrant CS","2021","Analysis","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","East of England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Asian","60","60","33790","32540"
"New entrant CS","2021","Analysis","London","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","London","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","London","Unknown","180","180","39350","36160"
"New entrant CS","2021","Analysis","London","White","390","390","36320","32720"
"New entrant CS","2021","Analysis","North East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North East (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","North West (England)","White","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Scotland","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South East (England)","White","80","70","29440","29540"
"New entrant CS","2021","Analysis","South West (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","South West (England)","White","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Wales","Unknown","70","70","27480","29540"
"New entrant CS","2021","Analysis","Wales","White","120","120","30170","29540"
"New entrant CS","2021","Analysis","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","West Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Yorkshire and The Humber","White","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East Midlands (England)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","East of England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","Mixed","[c]","[c]","[c]","[c]"
