"Status","Year","Ethnicity","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Commercial","60","60","47510","42470"
"Leaver Dept.","2022","White","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Digital, Data and Technology","70","70","45020","38950"
"Leaver Dept.","2022","White","50-59","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Finance","70","60","44780","38270"
"Leaver Dept.","2022","White","50-59","Human Resources","70","60","47260","44880"
"Leaver Dept.","2022","White","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Knowledge and Information Management","60","50","50330","49560"
"Leaver Dept.","2022","White","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Medicine","70","60","106980","114000"
"Leaver Dept.","2022","White","50-59","Operational Delivery","1040","980","37190","29660"
"Leaver Dept.","2022","White","50-59","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Other","80","80","33190","27570"
"Leaver Dept.","2022","White","50-59","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Policy","130","100","56040","53250"
"Leaver Dept.","2022","White","50-59","Project Delivery","60","60","45540","40580"
"Leaver Dept.","2022","White","50-59","Property","30","30","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Science and Engineering","330","300","48210","46000"
"Leaver Dept.","2022","White","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","50-59","Unknown","260","230","52560","49700"
"Leaver Dept.","2022","White","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Medicine","30","30","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Operational Delivery","210","180","42460","32440"
"Leaver Dept.","2022","White","60-64","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Science and Engineering","70","60","50160","43390"
"Leaver Dept.","2022","White","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Operational Delivery","60","50","38760","29620"
"Leaver Dept.","2022","White","65+","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Science and Engineering","40","20","[c]","[c]"
"Leaver Dept.","2022","White","65+","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Operational Delivery","330","310","24380","23140"
"New entrant CS","2021","Asian","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Other","40","40","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Policy","140","140","32240","32560"
"New entrant CS","2021","Asian","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","20-29","Tax","90","90","22350","20140"
"New entrant CS","2021","Asian","20-29","Unknown","1030","1020","27830","27570"
"New entrant CS","2021","Asian","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Digital, Data and Technology","60","60","46220","42890"
"New entrant CS","2021","Asian","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Legal","40","40","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Operational Delivery","180","170","28490","25850"
"New entrant CS","2021","Asian","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Policy","40","30","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Tax","50","40","[c]","[c]"
"New entrant CS","2021","Asian","30-39","Unknown","630","610","29150","27570"
"New entrant CS","2021","Asian","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Operational Delivery","110","110","30040","24370"
"New entrant CS","2021","Asian","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Tax","30","30","[c]","[c]"
"New entrant CS","2021","Asian","40-49","Unknown","340","330","30670","27570"
"New entrant CS","2021","Asian","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Operational Delivery","60","60","28310","24370"
"New entrant CS","2021","Asian","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","50-59","Unknown","140","130","29520","27570"
"New entrant CS","2021","Asian","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Operational Delivery","220","210","25300","23660"
"New entrant CS","2021","Black","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Policy","70","70","31430","32560"
"New entrant CS","2021","Black","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","20-29","Unknown","540","540","28820","31060"
"New entrant CS","2021","Black","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Operational Delivery","140","140","27890","26810"
"New entrant CS","2021","Black","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","30-39","Unknown","410","400","29380","31060"
"New entrant CS","2021","Black","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
