"Status","Year","Responsibility_level","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SCS","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","White","40","20","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","200","190","84510","72000"
"New entrant CS","2021","SCS","Unknown","White","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Commercial","Unknown","70","60","37280","38730"
"New entrant CS","2021","SEO/HEO","Commercial","White","140","140","36130","35900"
"New entrant CS","2021","SEO/HEO","Communications","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","70","60","37360","36660"
"New entrant CS","2021","SEO/HEO","Communications","White","110","100","35830","34090"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Asian","80","80","37490","36760"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Black","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Unknown","320","320","37130","36740"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","White","380","370","37250","36500"
"New entrant CS","2021","SEO/HEO","Economics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Economics","Unknown","90","90","34310","32790"
"New entrant CS","2021","SEO/HEO","Economics","White","150","150","32840","32790"
"New entrant CS","2021","SEO/HEO","Finance","Asian","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Finance","Unknown","120","120","35510","32940"
"New entrant CS","2021","SEO/HEO","Finance","White","120","120","37000","36500"
"New entrant CS","2021","SEO/HEO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Human Resources","Unknown","60","50","34940","33120"
"New entrant CS","2021","SEO/HEO","Human Resources","White","150","150","33930","32120"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","White","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","White","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","White","60","50","34920","33000"
"New entrant CS","2021","SEO/HEO","Legal","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Legal","Unknown","90","90","31160","30850"
"New entrant CS","2021","SEO/HEO","Legal","White","200","190","36090","38000"
"New entrant CS","2021","SEO/HEO","Medicine","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Medicine","White","80","70","37000","37890"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Asian","130","120","35210","33950"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Black","100","90","34500","32900"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Mixed","60","60","35390","35130"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Undeclared","60","50","36140","36030"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Unknown","410","400","34260","32870"
"New entrant CS","2021","SEO/HEO","Operational Delivery","White","1200","1130","35420","35120"
"New entrant CS","2021","SEO/HEO","Operational Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","White","50","50","34930","34710"
"New entrant CS","2021","SEO/HEO","Other","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Unknown","110","110","36270","35050"
"New entrant CS","2021","SEO/HEO","Other","White","200","200","33940","33300"
"New entrant CS","2021","SEO/HEO","Planning","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Asian","120","120","34090","33570"
"New entrant CS","2021","SEO/HEO","Policy","Black","70","70","34520","33570"
"New entrant CS","2021","SEO/HEO","Policy","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Mixed","60","60","33680","33570"
"New entrant CS","2021","SEO/HEO","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Unknown","600","580","34800","33570"
"New entrant CS","2021","SEO/HEO","Policy","White","1070","1050","33940","33570"
"New entrant CS","2021","SEO/HEO","Project Delivery","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Black","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Unknown","130","130","36330","35900"
"New entrant CS","2021","SEO/HEO","Project Delivery","White","400","400","35970","35030"
"New entrant CS","2021","SEO/HEO","Property","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","White","170","160","34640","33300"
"New entrant CS","2021","SEO/HEO","Psychology","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Asian","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Black","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","White","460","410","34900","33580"
"New entrant CS","2021","SEO/HEO","Security","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","White","50","50","34930","33850"
"New entrant CS","2021","SEO/HEO","Social Research","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","White","130","130","33250","32540"
"New entrant CS","2021","SEO/HEO","Statistics","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Unknown","50","50","33870","32540"
"New entrant CS","2021","SEO/HEO","Statistics","White","140","130","33770","32540"
"New entrant CS","2021","SEO/HEO","Tax","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Other ethnicity","[c]","[c]","[c]","[c]"
