"Status","Year","Sexual_orientation","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","No function","330","310","27190","22920"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","West Yorkshire","Unknown","740","730","26910","27570"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Devon","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","No function","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Anglia","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","No function","60","60","23050","22590"
"New entrant CS","2021","LGBO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Eastern Scotland","Unknown","80","80","28660","27570"
"New entrant CS","2021","LGBO","Essex","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Essex","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","No function","70","70","26670","23250"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","50","50","27030","27570"
"New entrant CS","2021","LGBO","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","No function","70","70","25310","22850"
"New entrant CS","2021","LGBO","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Greater Manchester","Unknown","100","100","26830","27570"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","No function","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Hampshire and Isle of Wight","Unknown","50","50","26170","27570"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","No function","90","90","33200","28590"
"New entrant CS","2021","LGBO","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - East","Unknown","80","80","31160","31060"
"New entrant CS","2021","LGBO","Inner London - West","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Legal","40","40","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","No function","290","290","35560","32790"
"New entrant CS","2021","LGBO","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Inner London - West","Unknown","60","60","33500","31060"
"New entrant CS","2021","LGBO","Kent","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Kent","Unknown","50","50","28000","29290"
"New entrant CS","2021","LGBO","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Lancashire","Unknown","80","80","22530","21010"
"New entrant CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
