"Status","Year","Sexual_orientation","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Heterosexual / straight","20-29","Statistics","160","160","30330","30710"
"New entrant CS","2022","Heterosexual / straight","20-29","Tax","610","600","27280","26590"
"New entrant CS","2022","Heterosexual / straight","20-29","Unknown","1170","1150","28130","27230"
"New entrant CS","2022","Heterosexual / straight","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Commercial","130","130","33600","32650"
"New entrant CS","2022","Heterosexual / straight","30-39","Communications","80","80","39000","38000"
"New entrant CS","2022","Heterosexual / straight","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Counter Fraud","160","150","26240","27570"
"New entrant CS","2022","Heterosexual / straight","30-39","Digital, Data and Technology","480","470","38920","36740"
"New entrant CS","2022","Heterosexual / straight","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Finance","200","190","36980","35310"
"New entrant CS","2022","Heterosexual / straight","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Human Resources","190","180","33980","30950"
"New entrant CS","2022","Heterosexual / straight","30-39","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Knowledge and Information Management","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Legal","240","230","46260","48080"
"New entrant CS","2022","Heterosexual / straight","30-39","Medicine","70","60","49950","39030"
"New entrant CS","2022","Heterosexual / straight","30-39","Operational Delivery","4890","4690","26570","24880"
"New entrant CS","2022","Heterosexual / straight","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Other","370","350","28860","25000"
"New entrant CS","2022","Heterosexual / straight","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Policy","620","600","39950","36510"
"New entrant CS","2022","Heterosexual / straight","30-39","Project Delivery","220","220","38480","37210"
"New entrant CS","2022","Heterosexual / straight","30-39","Property","90","90","36840","33000"
"New entrant CS","2022","Heterosexual / straight","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Science and Engineering","230","220","35790","33000"
"New entrant CS","2022","Heterosexual / straight","30-39","Security","90","90","30480","25540"
"New entrant CS","2022","Heterosexual / straight","30-39","Social Research","50","50","36810","36840"
"New entrant CS","2022","Heterosexual / straight","30-39","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","30-39","Tax","480","470","28100","26590"
"New entrant CS","2022","Heterosexual / straight","30-39","Unknown","960","940","33220","30750"
"New entrant CS","2022","Heterosexual / straight","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Commercial","90","90","34800","33000"
"New entrant CS","2022","Heterosexual / straight","40-49","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Counter Fraud","120","120","26620","27570"
"New entrant CS","2022","Heterosexual / straight","40-49","Digital, Data and Technology","370","360","43510","40580"
"New entrant CS","2022","Heterosexual / straight","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Finance","140","130","37300","36180"
"New entrant CS","2022","Heterosexual / straight","40-49","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Human Resources","160","150","37980","34000"
"New entrant CS","2022","Heterosexual / straight","40-49","Inspector of Education and Training","60","60","59260","51360"
"New entrant CS","2022","Heterosexual / straight","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Knowledge and Information Management","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Legal","160","150","50060","50500"
"New entrant CS","2022","Heterosexual / straight","40-49","Medicine","50","40","54950","42120"
"New entrant CS","2022","Heterosexual / straight","40-49","Operational Delivery","3720","3560","28450","26400"
"New entrant CS","2022","Heterosexual / straight","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Other","320","310","32170","26350"
"New entrant CS","2022","Heterosexual / straight","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Policy","320","310","42720","39600"
"New entrant CS","2022","Heterosexual / straight","40-49","Project Delivery","160","160","42360","39900"
"New entrant CS","2022","Heterosexual / straight","40-49","Property","110","110","41070","38000"
"New entrant CS","2022","Heterosexual / straight","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Science and Engineering","150","140","39650","39030"
"New entrant CS","2022","Heterosexual / straight","40-49","Security","80","70","30290","25540"
"New entrant CS","2022","Heterosexual / straight","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","40-49","Tax","220","210","28070","26590"
"New entrant CS","2022","Heterosexual / straight","40-49","Unknown","640","620","36280","31540"
"New entrant CS","2022","Heterosexual / straight","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Commercial","60","50","36240","31560"
"New entrant CS","2022","Heterosexual / straight","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Counter Fraud","90","90","27000","27570"
"New entrant CS","2022","Heterosexual / straight","50-59","Digital, Data and Technology","220","220","44800","40670"
"New entrant CS","2022","Heterosexual / straight","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Finance","110","100","41110","37190"
"New entrant CS","2022","Heterosexual / straight","50-59","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Human Resources","100","100","38870","34260"
"New entrant CS","2022","Heterosexual / straight","50-59","Inspector of Education and Training","60","60","60020","64520"
"New entrant CS","2022","Heterosexual / straight","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Legal","50","50","52220","50500"
"New entrant CS","2022","Heterosexual / straight","50-59","Medicine","30","20","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Operational Delivery","3470","3290","28070","26310"
"New entrant CS","2022","Heterosexual / straight","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Other","280","270","27830","22000"
"New entrant CS","2022","Heterosexual / straight","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Policy","190","180","41220","36740"
"New entrant CS","2022","Heterosexual / straight","50-59","Project Delivery","110","100","46670","41530"
"New entrant CS","2022","Heterosexual / straight","50-59","Property","90","80","39500","35900"
"New entrant CS","2022","Heterosexual / straight","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Science and Engineering","140","130","40420","40060"
"New entrant CS","2022","Heterosexual / straight","50-59","Security","70","70","30540","25540"
"New entrant CS","2022","Heterosexual / straight","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","50-59","Tax","120","120","27840","26590"
"New entrant CS","2022","Heterosexual / straight","50-59","Unknown","460","440","35520","27940"
"New entrant CS","2022","Heterosexual / straight","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Operational Delivery","900","810","27740","25790"
"New entrant CS","2022","Heterosexual / straight","60-64","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Other","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","60-64","Unknown","70","60","33090","27940"
"New entrant CS","2022","Heterosexual / straight","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Operational Delivery","250","210","29710","27570"
"New entrant CS","2022","Heterosexual / straight","65+","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","65+","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Communications","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Digital, Data and Technology","90","90","31040","30330"
"New entrant CS","2022","LGBO","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Operational Delivery","1120","1100","24220","23140"
"New entrant CS","2022","LGBO","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Other","100","100","23880","21260"
"New entrant CS","2022","LGBO","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Policy","260","250","33340","32560"
"New entrant CS","2022","LGBO","20-29","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Science and Engineering","70","60","27470","26370"
"New entrant CS","2022","LGBO","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","20-29","Tax","100","100","26120","26590"
"New entrant CS","2022","LGBO","20-29","Unknown","230","230","28060","27230"
"New entrant CS","2022","LGBO","20-29","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Digital, Data and Technology","50","50","38820","37150"
"New entrant CS","2022","LGBO","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Operational Delivery","530","530","26510","24800"
"New entrant CS","2022","LGBO","30-39","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Other","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Policy","70","70","38060","35800"
"New entrant CS","2022","LGBO","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","30-39","Tax","60","50","28210","26590"
"New entrant CS","2022","LGBO","30-39","Unknown","140","140","34760","31540"
"New entrant CS","2022","LGBO","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Operational Delivery","260","250","28760","26310"
"New entrant CS","2022","LGBO","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Operational Delivery","160","160","29870","27060"
"New entrant CS","2022","LGBO","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","60-64","International Trade","[c]","[c]","[c]","[c]"
