"Status","Year","Function_of_post","Ethnicity","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data & Technology","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Asian","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Black","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Mixed","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","630","630","39850","36500"
"New entrant CS","2021","Digital, Data & Technology","White","Declared disabled","60","60","38370","37030"
"New entrant CS","2021","Digital, Data & Technology","White","Declared non-disabled","560","560","40500","36800"
"New entrant CS","2021","Digital, Data & Technology","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","White","Unknown","210","210","38170","36030"
"New entrant CS","2021","Finance","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Asian","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Black","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","220","210","33320","32790"
"New entrant CS","2021","Finance","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Declared non-disabled","280","270","36530","32320"
"New entrant CS","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","White","Unknown","70","60","34160","29160"
"New entrant CS","2021","Grants Management","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Unknown","170","160","32160","27980"
"New entrant CS","2021","Human Resources","White","Declared disabled","60","60","32790","27850"
"New entrant CS","2021","Human Resources","White","Declared non-disabled","400","380","32120","28000"
"New entrant CS","2021","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","White","Unknown","80","80","32200","28840"
"New entrant CS","2021","Internal Audit","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Declared non-disabled","50","50","40920","41730"
"New entrant CS","2021","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Asian","Unknown","70","70","33140","26960"
"New entrant CS","2021","Legal","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Unknown","340","330","32140","26550"
"New entrant CS","2021","Legal","White","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Legal","White","Declared non-disabled","290","280","40570","37230"
"New entrant CS","2021","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","White","Unknown","440","430","34800","33700"
"New entrant CS","2021","No function","Asian","Declared disabled","60","60","28920","26060"
"New entrant CS","2021","No function","Asian","Declared non-disabled","780","740","28220","25450"
"New entrant CS","2021","No function","Asian","Undeclared","60","50","35470","29970"
"New entrant CS","2021","No function","Asian","Unknown","160","150","29740","27660"
"New entrant CS","2021","No function","Black","Declared disabled","70","70","29470","27070"
"New entrant CS","2021","No function","Black","Declared non-disabled","550","530","29360","26810"
"New entrant CS","2021","No function","Black","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","No function","Black","Unknown","70","70","30290","27680"
"New entrant CS","2021","No function","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Mixed","Declared disabled","60","50","26480","25850"
"New entrant CS","2021","No function","Mixed","Declared non-disabled","330","310","28810","26810"
"New entrant CS","2021","No function","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Mixed","Unknown","80","80","33100","29360"
"New entrant CS","2021","No function","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other ethnicity","Declared non-disabled","70","60","30310","27930"
"New entrant CS","2021","No function","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Declared non-disabled","140","130","29810","27190"
"New entrant CS","2021","No function","Undeclared","Undeclared","160","140","33770","28590"
"New entrant CS","2021","No function","Undeclared","Unknown","90","90","27680","24240"
"New entrant CS","2021","No function","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Declared non-disabled","80","70","33010","31770"
"New entrant CS","2021","No function","Unknown","Undeclared","130","130","39250","34710"
"New entrant CS","2021","No function","Unknown","Unknown","7420","7190","26070","22850"
"New entrant CS","2021","No function","White","Declared disabled","900","880","27610","24620"
"New entrant CS","2021","No function","White","Declared non-disabled","7800","7500","28700","24370"
"New entrant CS","2021","No function","White","Undeclared","380","360","32660","28720"
"New entrant CS","2021","No function","White","Unknown","1630","1590","30800","28840"
"New entrant CS","2021","Project Delivery","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Asian","Declared non-disabled","80","80","39700","36030"
"New entrant CS","2021","Project Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Declared non-disabled","50","50","34340","33260"
"New entrant CS","2021","Project Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","350","340","32570","29540"
"New entrant CS","2021","Project Delivery","White","Declared disabled","90","80","33510","32030"
"New entrant CS","2021","Project Delivery","White","Declared non-disabled","980","960","37130","33570"
"New entrant CS","2021","Project Delivery","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","White","Unknown","120","120","37180","36030"
"New entrant CS","2021","Property","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","200","190","27960","24500"
"New entrant CS","2021","Property","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Declared non-disabled","410","400","31240","28120"
"New entrant CS","2021","Property","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","White","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Security","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Chinese","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Unknown","290","290","27830","24620"
"New entrant CS","2021","Security","White","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","Declared non-disabled","380","370","26280","23540"
"New entrant CS","2021","Security","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","White","Unknown","60","60","28120","24220"
"New entrant CS","2021","Unknown","Asian","Declared disabled","180","180","28480","27570"
"New entrant CS","2021","Unknown","Asian","Declared non-disabled","1870","1830","28340","27570"
"New entrant CS","2021","Unknown","Asian","Undeclared","80","80","27810","27570"
"New entrant CS","2021","Unknown","Asian","Unknown","100","100","35390","28650"
"New entrant CS","2021","Unknown","Black","Declared disabled","160","150","29430","31060"
"New entrant CS","2021","Unknown","Black","Declared non-disabled","1280","1270","28830","29290"
"New entrant CS","2021","Unknown","Black","Undeclared","50","50","28250","30170"
"New entrant CS","2021","Unknown","Black","Unknown","50","50","33520","31060"
"New entrant CS","2021","Unknown","Chinese","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Declared disabled","110","110","27400","27570"
"New entrant CS","2021","Unknown","Mixed","Declared non-disabled","590","580","27590","27570"
"New entrant CS","2021","Unknown","Mixed","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Declared non-disabled","150","150","28220","27570"
"New entrant CS","2021","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared disabled","50","50","27180","27570"
"New entrant CS","2021","Unknown","Undeclared","Declared non-disabled","200","200","27580","27570"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","110","110","28860","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","60","50","29790","27570"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","4620","4500","30730","27570"
"New entrant CS","2021","Unknown","White","Declared disabled","1720","1670","26490","27570"
"New entrant CS","2021","Unknown","White","Declared non-disabled","10510","10300","26720","27570"
"New entrant CS","2021","Unknown","White","Undeclared","440","430","26050","27570"
"New entrant CS","2021","Unknown","White","Unknown","520","510","33030","27570"
"New entrant CS","2022","Analysis","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Declared non-disabled","90","90","32260","30710"
"New entrant CS","2022","Analysis","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Other ethnicity","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Unknown","210","170","35900","31920"
"New entrant CS","2022","Analysis","White","Declared disabled","90","90","30360","30710"
"New entrant CS","2022","Analysis","White","Declared non-disabled","720","710","33910","30710"
"New entrant CS","2022","Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","White","Unknown","130","120","34330","30710"
"New entrant CS","2022","Commercial","Asian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Black","Unknown","[c]","[c]","[c]","[c]"
