"Status","Year","Region_ITL3","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","No function","170","170","26200","23170"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","30-39","Unknown","70","70","32810","31210"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","No function","80","80","27890","24620"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","40-49","Unknown","70","70","37180","31210"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","No function","60","50","26510","21300"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cardiff and Vale of Glamorgan","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","20-29","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","30-39","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Causeway Coast and Glens","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Bedfordshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","16-19","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","16-19","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","No function","120","120","26350","26030"
"New entrant CS","2022","Central Hampshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","No function","40","40","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","20-29","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","20-29","No function","60","60","25820","27570"
"New entrant CS","2022","Central Valleys","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","30-39","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","30-39","No function","50","50","[c]","[c]"
"New entrant CS","2022","Central Valleys","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","40-49","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","40-49","No function","30","30","[c]","[c]"
"New entrant CS","2022","Central Valleys","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","20-29","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","20-29","No function","50","40","[c]","[c]"
"New entrant CS","2022","Cheshire East","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","No function","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","60-64","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","65+","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","20-29","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","30-39","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","20-29","No function","100","100","23200","23140"
"New entrant CS","2022","Chorley and West Lancashire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","30-39","No function","60","50","25710","23140"
"New entrant CS","2022","Chorley and West Lancashire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","No function","260","250","24300","21640"
"New entrant CS","2022","City of Edinburgh","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","20-29","Unknown","470","460","28670","27230"
"New entrant CS","2022","City of Edinburgh","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","No function","170","170","26570","22000"
"New entrant CS","2022","City of Edinburgh","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","30-39","Unknown","410","400","35890","31540"
"New entrant CS","2022","City of Edinburgh","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","No function","90","90","28970","26590"
"New entrant CS","2022","City of Edinburgh","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","40-49","Unknown","220","210","41770","39660"
"New entrant CS","2022","City of Edinburgh","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","No function","50","50","25540","21820"
"New entrant CS","2022","City of Edinburgh","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","50-59","Unknown","160","150","41720","39660"
"New entrant CS","2022","City of Edinburgh","60-64","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","65+","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","16-19","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","20-29","No function","40","40","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","65+","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","20-29","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","30-39","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","16-19","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","20-29","No function","50","50","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","20-29","Project Delivery","[c]","[c]","[c]","[c]"
