"Status","Year","Disability","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","20-29","130","130","23530","21170"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","30-39","80","80","26910","22700"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","40-49","70","70","31210","25040"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","50-59","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Crown Prosecution Service Inspectorate","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","20-29","110","110","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","30-39","110","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","40-49","100","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","50-59","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","20-29","210","210","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","30-39","220","220","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","40-49","160","150","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","50-59","110","100","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Treasury (excl. agencies)","20-29","70","70","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Treasury (excl. agencies)","30-39","60","60","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Home Office","20-29","290","290","30780","28670"
"Leaver Dept.","2022","Declared non-disabled","Home Office","30-39","400","380","36220","29480"
"Leaver Dept.","2022","Declared non-disabled","Home Office","40-49","220","210","41620","33900"
"Leaver Dept.","2022","Declared non-disabled","Home Office","50-59","120","110","36380","28810"
"Leaver Dept.","2022","Declared non-disabled","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Institute for Apprenticeships and Technical Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intellectual Property Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intellectual Property Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal Aid Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal Aid Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Met Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Met Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Met Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Met Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","20-29","120","120","32160","30750"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","30-39","120","120","38400","39070"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","40-49","100","100","41650","34800"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","50-59","60","60","39420","33170"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","20-29","90","90","34740","34260"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","30-39","90","90","39470","36800"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","40-49","70","60","46110","41750"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Records of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Records of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Budget Responsibility","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Public Guardian","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Public Guardian","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Public Guardian","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Public Guardian","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectorate","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","20-29","1060","990","28670","26880"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","30-39","1180","1100","38970","36330"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","40-49","1020","930","46770","41310"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","50-59","750","690","48900","41030"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","60-64","200","170","52040","40070"
"Leaver Dept.","2022","Declared non-disabled","Public Health England","65+","90","60","49570","40070"
"Leaver Dept.","2022","Declared non-disabled","Queen Elizabeth II Centre","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Queen Elizabeth II Centre","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Registers of Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Royal Fleet Auxiliary","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Royal Fleet Auxiliary","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Royal Fleet Auxiliary","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Rural Payments Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Forestry","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Forestry","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Forestry","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Security Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Security Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Security Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Security Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Social Security Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Standards and Testing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Student Awards Agency for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Student Awards Agency for Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Teaching Regulation Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Transport Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Transport Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Transport Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Vehicle Certification Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Vehicle Certification Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Veterinary Medicines Directorate","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Revenue Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Revenue Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wilton Park","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
