"Status","Year","Sex","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Communications","White","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Digital, Data & Technology","White","70","70","46560","42430"
"Leaver Dept.","2021","Male","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Finance","White","60","60","45170","42140"
"Leaver Dept.","2021","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Human Resources","White","110","110","40000","34400"
"Leaver Dept.","2021","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Legal","White","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Asian","110","110","33290","32000"
"Leaver Dept.","2021","Male","No function","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Mixed","70","60","41880","34080"
"Leaver Dept.","2021","Male","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","No function","Undeclared","100","90","37720","33930"
"Leaver Dept.","2021","Male","No function","Unknown","610","600","37190","32240"
"Leaver Dept.","2021","Male","No function","White","840","820","40700","34240"
"Leaver Dept.","2021","Male","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Project Delivery","White","190","190","40580","36000"
"Leaver Dept.","2021","Male","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Property","White","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Security","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Asian","220","210","31720","28830"
"Leaver Dept.","2021","Male","Unknown","Black","100","90","31150","28030"
"Leaver Dept.","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Undeclared","100","90","33600","28670"
"Leaver Dept.","2021","Male","Unknown","Unknown","610","500","38030","34000"
"Leaver Dept.","2021","Male","Unknown","White","1280","1190","35250","29860"
"Leaver Dept.","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Analysis","White","140","130","40260","36840"
"Leaver Dept.","2022","Female","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","Unknown","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Commercial","White","120","110","41470","38980"
"Leaver Dept.","2022","Female","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Female","Communications","White","140","130","42240","37880"
"Leaver Dept.","2022","Female","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Counter Fraud","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Digital, Data & Technology","White","190","180","40730","36960"
"Leaver Dept.","2022","Female","Finance","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Finance","White","160","140","40200","35320"
"Leaver Dept.","2022","Female","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Female","Human Resources","White","360","340","39130","33130"
"Leaver Dept.","2022","Female","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Legal","White","70","70","47290","51250"
"Leaver Dept.","2022","Female","No function","Asian","1010","930","36860","31060"
"Leaver Dept.","2022","Female","No function","Black","610","570","35190","31060"
"Leaver Dept.","2022","Female","No function","Mixed","280","260","35830","31990"
"Leaver Dept.","2022","Female","No function","Other ethnicity","80","80","39850","33610"
"Leaver Dept.","2022","Female","No function","Undeclared","420","380","41480","36840"
"Leaver Dept.","2022","Female","No function","Unknown","1240","1000","35440","32000"
"Leaver Dept.","2022","Female","No function","White","5570","5120","38230","32330"
"Leaver Dept.","2022","Female","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Project Delivery","White","230","230","39290","36110"
"Leaver Dept.","2022","Female","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Property","White","60","50","33840","31250"
"Leaver Dept.","2022","Female","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Security","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Asian","180","160","32570","28830"
"Leaver Dept.","2022","Female","Unknown","Black","90","80","35040","35070"
"Leaver Dept.","2022","Female","Unknown","Mixed","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Female","Unknown","Unknown","500","400","35640","30470"
"Leaver Dept.","2022","Female","Unknown","White","1110","970","35570","28670"
"Leaver Dept.","2022","Male","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Analysis","White","130","120","44920","39930"
"Leaver Dept.","2022","Male","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Commercial","White","100","90","45530","40600"
"Leaver Dept.","2022","Male","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Communications","White","100","100","45020","37780"
"Leaver Dept.","2022","Male","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Counter Fraud","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Debt","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Asian","60","60","42160","40290"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","Unknown","90","50","[c]","[c]"
"Leaver Dept.","2022","Male","Digital, Data & Technology","White","220","220","43520","38330"
"Leaver Dept.","2022","Male","Finance","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Finance","White","140","130","44890","41230"
"Leaver Dept.","2022","Male","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Human Resources","White","130","130","37800","32000"
"Leaver Dept.","2022","Male","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Legal","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","No function","Asian","620","590","35040","29850"
"Leaver Dept.","2022","Male","No function","Black","240","230","38800","31060"
"Leaver Dept.","2022","Male","No function","Mixed","140","140","40230","35520"
"Leaver Dept.","2022","Male","No function","Other ethnicity","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","No function","Undeclared","300","280","43570","39610"
"Leaver Dept.","2022","Male","No function","Unknown","1010","850","37630","32000"
"Leaver Dept.","2022","Male","No function","White","3220","3090","41520","34550"
"Leaver Dept.","2022","Male","Project Delivery","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Project Delivery","White","260","260","39350","34750"
"Leaver Dept.","2022","Male","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Property","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Security","White","60","60","36750","33970"
"Leaver Dept.","2022","Male","Unknown","Asian","180","170","33820","28850"
"Leaver Dept.","2022","Male","Unknown","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Mixed","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","440","360","36010","32700"
"Leaver Dept.","2022","Male","Unknown","White","960","870","36770","30820"
"Leaver Dept.","2022","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
