"Status","Year","Responsibility_level","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","Medicine","Ministry of Defence (excl. agencies)","50","50","22390","21830"
"New entrant CS","2022","AA/AO","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Animal and Plant Health Agency","180","180","21750","21300"
"New entrant CS","2022","AA/AO","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Companies House","60","60","20100","20100"
"New entrant CS","2022","AA/AO","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Crown Office and Procurator Fiscal Service","240","240","21050","21050"
"New entrant CS","2022","AA/AO","Operational Delivery","Crown Prosecution Service","290","290","21340","21250"
"New entrant CS","2022","AA/AO","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Department for Work and Pensions (excl. agencies)","3130","3070","21520","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Driver and Vehicle Licensing Agency","550","500","20200","21840"
"New entrant CS","2022","AA/AO","Operational Delivery","Driver and Vehicle Standards Agency","170","170","22770","21840"
"New entrant CS","2022","AA/AO","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Health and Safety Executive","50","50","20650","20730"
"New entrant CS","2022","AA/AO","Operational Delivery","HM Courts and Tribunals Service","1390","1330","21120","20970"
"New entrant CS","2022","AA/AO","Operational Delivery","HM Land Registry","230","220","22670","22600"
"New entrant CS","2022","AA/AO","Operational Delivery","HM Prison and Probation Service","5760","5730","24020","23140"
"New entrant CS","2022","AA/AO","Operational Delivery","HM Revenue and Customs (excl. agencies)","2370","2280","21290","21250"
"New entrant CS","2022","AA/AO","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Home Office","480","470","21810","21680"
"New entrant CS","2022","AA/AO","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Intellectual Property Office","80","70","21740","21810"
"New entrant CS","2022","AA/AO","Operational Delivery","Legal Aid Agency","80","70","21010","20970"
"New entrant CS","2022","AA/AO","Operational Delivery","Maritime and Coastguard Agency","80","80","25250","26840"
"New entrant CS","2022","AA/AO","Operational Delivery","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","National Crime Agency","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Office of the Public Guardian","170","160","20960","20970"
"New entrant CS","2022","AA/AO","Operational Delivery","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Registers of Scotland","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Rural Payments Agency","480","450","21220","21300"
"New entrant CS","2022","AA/AO","Operational Delivery","Scottish Courts and Tribunals Service","250","240","21560","22000"
"New entrant CS","2022","AA/AO","Operational Delivery","Scottish Prison Service","280","280","21740","21640"
"New entrant CS","2022","AA/AO","Operational Delivery","The Insolvency Service","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","UK Health Security Agency","210","180","21430","20010"
"New entrant CS","2022","AA/AO","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","UK Statistics Authority","320","240","19800","19860"
"New entrant CS","2022","AA/AO","Operational Delivery","Valuation Office Agency","220","220","21850","21750"
"New entrant CS","2022","AA/AO","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Welsh Government (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Department for Work and Pensions (excl. agencies)","540","530","21550","21260"
"New entrant CS","2022","AA/AO","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Ministry of Defence (excl. agencies)","450","430","20720","21170"
"New entrant CS","2022","AA/AO","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Scottish Prison Service","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Animal and Plant Health Agency","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Defence Science and Technology Laboratory","80","80","18540","17790"
"New entrant CS","2022","AA/AO","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Met Office","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","UK Health Security Agency","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Security","Ministry of Defence (excl. agencies)","450","450","25180","24540"
"New entrant CS","2022","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","HM Revenue and Customs (excl. agencies)","750","710","21250","21250"
"New entrant CS","2022","AA/AO","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Cabinet Office (excl. agencies)","130","120","20790","21050"
"New entrant CS","2022","AA/AO","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","590","580","21540","21260"
"New entrant CS","2022","AA/AO","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Disclosure Scotland","60","50","21050","21050"
"New entrant CS","2022","AA/AO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","HM Revenue and Customs (excl. agencies)","630","600","21820","21250"
"New entrant CS","2022","AA/AO","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Scottish Government (excl. agencies)","310","300","23110","24400"
"New entrant CS","2022","AA/AO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Scottish Public Pensions Agency","50","50","24400","24400"
"New entrant CS","2022","AA/AO","Unknown","Social Security Scotland","510","500","21450","21050"
"New entrant CS","2022","AA/AO","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinarian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Ministry of Defence (excl. agencies)","50","50","25940","26350"
"New entrant CS","2022","EO","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Department of Health and Social Care (excl. agencies)","60","40","[c]","[c]"
"New entrant CS","2022","EO","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Department for Work and Pensions (excl. agencies)","340","330","28020","27570"
"New entrant CS","2022","EO","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Education (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","90","80","27730","27570"
"New entrant CS","2022","EO","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","70","70","26890","26590"
"New entrant CS","2022","EO","Digital, Data and Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
