"Status","Year","Responsibility_level","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","G6/G7","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","White","90","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Forestry and Land Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Legal Department","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Government Property Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Health and Safety Executive","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Crown Prosecution Service Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Prison and Probation Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Revenue and Customs (excl. agencies)","White","80","80","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","HM Treasury (excl. agencies)","White","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Home Office","White","150","150","61160","57740"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Intellectual Property Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Met Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Met Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Met Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Met Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Defence (excl. agencies)","White","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Ministry of Justice (excl. agencies)","White","40","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Crime Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Infrastructure Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Infrastructure Commission","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Infrastructure Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Infrastructure Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Infrastructure Commission","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","National Records of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Budget Responsibility","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Budget Responsibility","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Budget Responsibility","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Budget Responsibility","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Public Guardian","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Public Health England","Asian","130","130","59540","53930"
"Leaver Dept.","2022","G6/G7","Public Health England","Black","80","80","55670","52610"
"Leaver Dept.","2022","G6/G7","Public Health England","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Public Health England","Undeclared","170","160","58940","55460"
"Leaver Dept.","2022","G6/G7","Public Health England","Unknown","50","50","61520","56130"
"Leaver Dept.","2022","G6/G7","Public Health England","White","1250","1170","58210","54300"
"Leaver Dept.","2022","G6/G7","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Registers of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Rural Payments Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Courts and Tribunals Service","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Forestry","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Forestry","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Forestry","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Forestry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Forestry","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Scottish Government (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Serious Fraud Office","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","The Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","The Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","The Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","The Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
