"Status","Year","Sexual_orientation","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Department for Work and Pensions (excl. agencies)","1330","1320","28750","29290"
"New entrant CS","2021","Heterosexual / straight","Black","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","HM Courts and Tribunals Service","100","100","23820","22680"
"New entrant CS","2021","Heterosexual / straight","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","HM Prison and Probation Service","200","190","25870","25450"
"New entrant CS","2021","Heterosexual / straight","Black","HM Revenue and Customs (excl. agencies)","70","70","25810","24120"
"New entrant CS","2021","Heterosexual / straight","Black","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Home Office (incl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Ministry of Defence (excl. agencies)","50","50","29490","27200"
"New entrant CS","2021","Heterosexual / straight","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Public Health England","160","140","34450","32330"
"New entrant CS","2021","Heterosexual / straight","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Black","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department for Work and Pensions (excl. agencies)","540","530","26810","27570"
"New entrant CS","2021","Heterosexual / straight","Mixed","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","HM Courts and Tribunals Service","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","HM Prison and Probation Service","110","110","24630","22920"
"New entrant CS","2021","Heterosexual / straight","Mixed","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
