"Status","Year","Responsibility_level","Disability","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","30-39","70","70","56970","54700"
"New entrant CS","2021","G6/G7","Undeclared","40-49","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","50-59","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","20-29","230","230","54460","53380"
"New entrant CS","2021","G6/G7","Unknown","30-39","590","570","56940","54700"
"New entrant CS","2021","G6/G7","Unknown","40-49","520","500","58460","55000"
"New entrant CS","2021","G6/G7","Unknown","50-59","310","310","59990","56000"
"New entrant CS","2021","G6/G7","Unknown","60-64","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","30-39","30","30","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","40-49","70","60","94220","91970"
"New entrant CS","2021","SCS","Declared non-disabled","50-59","50","50","105150","102250"
"New entrant CS","2021","SCS","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","30-39","80","80","76400","71000"
"New entrant CS","2021","SCS","Unknown","40-49","110","110","91110","76070"
"New entrant CS","2021","SCS","Unknown","50-59","90","90","96430","80000"
"New entrant CS","2021","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","20-29","280","270","32680","32540"
"New entrant CS","2021","SEO/HEO","Declared disabled","30-39","180","170","35070","34490"
"New entrant CS","2021","SEO/HEO","Declared disabled","40-49","120","110","35310","34550"
"New entrant CS","2021","SEO/HEO","Declared disabled","50-59","80","80","35800","35900"
"New entrant CS","2021","SEO/HEO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","20-29","2340","2330","33550","33000"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","30-39","1630","1580","35680","35060"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","40-49","980","930","36570","36330"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","50-59","650","620","36630","36330"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","60-64","110","100","36650","36330"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","65+","40","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","20-29","240","240","32740","32450"
"New entrant CS","2021","SEO/HEO","Undeclared","30-39","120","110","35960","34710"
"New entrant CS","2021","SEO/HEO","Undeclared","40-49","80","70","35930","36330"
"New entrant CS","2021","SEO/HEO","Undeclared","50-59","70","60","35910","35950"
"New entrant CS","2021","SEO/HEO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","20-29","2280","2270","32550","32390"
"New entrant CS","2021","SEO/HEO","Unknown","30-39","1190","1160","35880","36340"
"New entrant CS","2021","SEO/HEO","Unknown","40-49","700","680","36790","36740"
"New entrant CS","2021","SEO/HEO","Unknown","50-59","450","440","37170","37910"
"New entrant CS","2021","SEO/HEO","Unknown","60-64","60","60","37130","36820"
"New entrant CS","2021","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","20-29","60","60","23040","22920"
"New entrant CS","2021","Unknown","Declared disabled","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","20-29","490","480","23390","22920"
"New entrant CS","2021","Unknown","Declared non-disabled","30-39","250","230","25630","22920"
"New entrant CS","2021","Unknown","Declared non-disabled","40-49","140","130","30920","22920"
"New entrant CS","2021","Unknown","Declared non-disabled","50-59","120","110","27160","22920"
"New entrant CS","2021","Unknown","Declared non-disabled","60-64","30","20","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","20-29","340","330","23010","22920"
"New entrant CS","2021","Unknown","Unknown","30-39","150","140","23800","22920"
"New entrant CS","2021","Unknown","Unknown","40-49","130","110","26090","22920"
"New entrant CS","2021","Unknown","Unknown","50-59","120","110","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","16-19","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","20-29","760","730","21830","21260"
"New entrant CS","2022","AA/AO","Declared disabled","30-39","320","310","21710","21260"
"New entrant CS","2022","AA/AO","Declared disabled","40-49","230","220","21830","21260"
"New entrant CS","2022","AA/AO","Declared disabled","50-59","200","190","21540","21260"
"New entrant CS","2022","AA/AO","Declared disabled","60-64","70","60","21610","21260"
"New entrant CS","2022","AA/AO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Declared non-disabled","16-19","430","410","21480","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","20-29","6370","6250","22050","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","30-39","2890","2790","22290","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","40-49","1780","1720","22090","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","50-59","1470","1410","21780","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","60-64","310","290","21410","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","65+","60","60","21620","21260"
"New entrant CS","2022","AA/AO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","20-29","240","240","21880","21260"
"New entrant CS","2022","AA/AO","Undeclared","30-39","120","110","21800","21260"
"New entrant CS","2022","AA/AO","Undeclared","40-49","80","70","21980","21260"
"New entrant CS","2022","AA/AO","Undeclared","50-59","90","90","21480","21260"
"New entrant CS","2022","AA/AO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","16-19","300","290","21520","21250"
"New entrant CS","2022","AA/AO","Unknown","20-29","4280","4190","22160","21260"
"New entrant CS","2022","AA/AO","Unknown","30-39","1900","1830","22370","21260"
"New entrant CS","2022","AA/AO","Unknown","40-49","1050","1010","22160","21260"
"New entrant CS","2022","AA/AO","Unknown","50-59","890","850","21760","21250"
"New entrant CS","2022","AA/AO","Unknown","60-64","190","170","20990","21050"
"New entrant CS","2022","AA/AO","Unknown","65+","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","20-29","510","500","26940","27500"
"New entrant CS","2022","EO","Declared disabled","30-39","260","250","27220","27570"
"New entrant CS","2022","EO","Declared disabled","40-49","190","180","27820","27570"
"New entrant CS","2022","EO","Declared disabled","50-59","190","180","27570","27570"
"New entrant CS","2022","EO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","16-19","90","90","24710","25170"
"New entrant CS","2022","EO","Declared non-disabled","20-29","3960","3920","26980","27230"
"New entrant CS","2022","EO","Declared non-disabled","30-39","2160","2100","27280","27570"
"New entrant CS","2022","EO","Declared non-disabled","40-49","1330","1290","27200","27570"
"New entrant CS","2022","EO","Declared non-disabled","50-59","950","920","27400","27570"
"New entrant CS","2022","EO","Declared non-disabled","60-64","130","120","27170","27570"
"New entrant CS","2022","EO","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","20-29","190","190","26890","27230"
"New entrant CS","2022","EO","Undeclared","30-39","110","110","26930","27570"
"New entrant CS","2022","EO","Undeclared","40-49","60","60","27690","27570"
"New entrant CS","2022","EO","Undeclared","50-59","60","60","28040","27570"
"New entrant CS","2022","EO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Unknown","16-19","110","110","22360","23930"
"New entrant CS","2022","EO","Unknown","20-29","2790","2730","26710","26590"
"New entrant CS","2022","EO","Unknown","30-39","1370","1320","27080","26820"
"New entrant CS","2022","EO","Unknown","40-49","750","700","27130","26820"
"New entrant CS","2022","EO","Unknown","50-59","790","700","28730","27270"
"New entrant CS","2022","EO","Unknown","60-64","120","100","29340","27570"
"New entrant CS","2022","EO","Unknown","65+","30","20","[c]","[c]"
"New entrant CS","2022","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","30-39","70","70","54010","52840"
"New entrant CS","2022","G6/G7","Declared disabled","40-49","90","80","56120","54040"
"New entrant CS","2022","G6/G7","Declared disabled","50-59","60","60","55400","53360"
"New entrant CS","2022","G6/G7","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Declared non-disabled","20-29","270","270","53690","53130"
"New entrant CS","2022","G6/G7","Declared non-disabled","30-39","910","890","54580","53050"
"New entrant CS","2022","G6/G7","Declared non-disabled","40-49","780","750","56720","54110"
"New entrant CS","2022","G6/G7","Declared non-disabled","50-59","470","460","57330","54270"
"New entrant CS","2022","G6/G7","Declared non-disabled","60-64","70","70","58110","55210"
"New entrant CS","2022","G6/G7","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","30-39","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","40-49","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","20-29","190","180","55000","53420"
"New entrant CS","2022","G6/G7","Unknown","30-39","590","560","58070","55090"
"New entrant CS","2022","G6/G7","Unknown","40-49","520","490","59280","56530"
"New entrant CS","2022","G6/G7","Unknown","50-59","320","300","60690","58770"
"New entrant CS","2022","G6/G7","Unknown","60-64","40","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","30-39","40","40","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","40-49","80","70","89730","86960"
"New entrant CS","2022","SCS","Declared non-disabled","50-59","50","50","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Declared non-disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","30-39","30","30","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","40-49","70","70","102600","93110"
"New entrant CS","2022","SCS","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","20-29","390","390","33070","33080"
"New entrant CS","2022","SEO/HEO","Declared disabled","30-39","280","270","35380","34000"
"New entrant CS","2022","SEO/HEO","Declared disabled","40-49","190","180","35790","35080"
"New entrant CS","2022","SEO/HEO","Declared disabled","50-59","90","90","35350","34260"
"New entrant CS","2022","SEO/HEO","Declared disabled","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared disabled","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","20-29","3200","3180","33630","33080"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","30-39","2390","2340","35710","34260"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","40-49","1420","1380","36570","35900"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","50-59","910","880","36980","36330"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","60-64","130","120","36160","34550"
"New entrant CS","2022","SEO/HEO","Declared non-disabled","65+","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","20-29","200","200","33730","33080"
"New entrant CS","2022","SEO/HEO","Undeclared","30-39","140","130","35800","35310"
"New entrant CS","2022","SEO/HEO","Undeclared","40-49","80","80","36520","36000"
"New entrant CS","2022","SEO/HEO","Undeclared","50-59","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Unknown","20-29","2450","2380","32900","32790"
"New entrant CS","2022","SEO/HEO","Unknown","30-39","1500","1410","35900","35900"
"New entrant CS","2022","SEO/HEO","Unknown","40-49","800","750","36370","36330"
"New entrant CS","2022","SEO/HEO","Unknown","50-59","500","470","37080","36940"
"New entrant CS","2022","SEO/HEO","Unknown","60-64","90","80","36890","36830"
"New entrant CS","2022","SEO/HEO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","20-29","150","150","23940","23170"
"New entrant CS","2022","Unknown","Declared disabled","30-39","180","170","26030","24800"
"New entrant CS","2022","Unknown","Declared disabled","40-49","260","250","31350","28610"
"New entrant CS","2022","Unknown","Declared disabled","50-59","380","370","30890","28200"
"New entrant CS","2022","Unknown","Declared disabled","60-64","140","130","30780","28300"
"New entrant CS","2022","Unknown","Declared disabled","65+","60","50","34610","29640"
"New entrant CS","2022","Unknown","Declared non-disabled","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","20-29","1090","1070","23900","23170"
"New entrant CS","2022","Unknown","Declared non-disabled","30-39","870","820","28030","24800"
"New entrant CS","2022","Unknown","Declared non-disabled","40-49","880","820","32590","28540"
"New entrant CS","2022","Unknown","Declared non-disabled","50-59","910","850","31600","28200"
"New entrant CS","2022","Unknown","Declared non-disabled","60-64","320","280","29930","28200"
"New entrant CS","2022","Unknown","Declared non-disabled","65+","120","100","30200","28200"
"New entrant CS","2022","Unknown","Undeclared","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","30-39","60","50","27420","25890"
"New entrant CS","2022","Unknown","Undeclared","40-49","60","60","33500","29450"
"New entrant CS","2022","Unknown","Undeclared","50-59","90","80","30600","28510"
"New entrant CS","2022","Unknown","Undeclared","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","20-29","860","830","23720","23170"
"New entrant CS","2022","Unknown","Unknown","30-39","840","750","26520","24800"
"New entrant CS","2022","Unknown","Unknown","40-49","700","620","30060","28200"
"New entrant CS","2022","Unknown","Unknown","50-59","750","660","30260","28200"
"New entrant CS","2022","Unknown","Unknown","60-64","280","240","30220","28200"
"New entrant CS","2022","Unknown","Unknown","65+","120","80","30150","28300"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
