"Status","Year","Sexual_orientation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","20-29","100","100","26720","26250"
"New entrant CS","2021","Unknown","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","20-29","240","240","26980","26580"
"New entrant CS","2021","Unknown","Department for Transport","30-39","110","110","33600","30730"
"New entrant CS","2021","Unknown","Department for Transport","40-49","90","80","35320","26590"
"New entrant CS","2021","Unknown","Department for Transport","50-59","90","90","30750","26130"
"New entrant CS","2021","Unknown","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","20-29","650","640","27260","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","30-39","470","460","28420","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","40-49","320","310","28460","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","50-59","250","250","27260","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","60-64","60","60","28600","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","20-29","450","440","32510","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care","30-39","160","150","44090","40650"
"New entrant CS","2021","Unknown","Department of Health and Social Care","40-49","140","140","53000","49530"
"New entrant CS","2021","Unknown","Department of Health and Social Care","50-59","120","110","49850","43320"
"New entrant CS","2021","Unknown","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","20-29","140","140","24320","22350"
"New entrant CS","2021","Unknown","HM Land Registry","30-39","90","80","27550","22350"
"New entrant CS","2021","Unknown","HM Land Registry","40-49","60","60","29200","22350"
"New entrant CS","2021","Unknown","HM Land Registry","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","16-19","120","110","20640","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","20-29","1650","1620","23070","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","30-39","810","780","24770","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","40-49","520","500","26460","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","50-59","400","390","26760","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs","60-64","70","60","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","16-19","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","20-29","690","680","28730","25630"
"New entrant CS","2021","Unknown","Home Office","30-39","320","310","33390","25780"
"New entrant CS","2021","Unknown","Home Office","40-49","210","210","35180","28650"
"New entrant CS","2021","Unknown","Home Office","50-59","180","170","34280","27060"
"New entrant CS","2021","Unknown","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","16-19","60","60","17570","16780"
"New entrant CS","2021","Unknown","Ministry of Defence","20-29","290","290","23510","23230"
"New entrant CS","2021","Unknown","Ministry of Defence","30-39","160","150","35090","30620"
"New entrant CS","2021","Unknown","Ministry of Defence","40-49","150","140","38060","35340"
"New entrant CS","2021","Unknown","Ministry of Defence","50-59","120","120","35070","30620"
"New entrant CS","2021","Unknown","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","16-19","60","60","21510","20600"
"New entrant CS","2021","Unknown","Ministry of Justice","20-29","1730","1700","23430","22680"
"New entrant CS","2021","Unknown","Ministry of Justice","30-39","770","730","26080","22850"
"New entrant CS","2021","Unknown","Ministry of Justice","40-49","460","430","26830","22680"
"New entrant CS","2021","Unknown","Ministry of Justice","50-59","390","370","24340","21170"
"New entrant CS","2021","Unknown","Ministry of Justice","60-64","70","60","22000","19730"
"New entrant CS","2021","Unknown","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","20-29","350","340","25600","23340"
"New entrant CS","2021","Unknown","Scottish Government","30-39","310","300","31580","28120"
"New entrant CS","2021","Unknown","Scottish Government","40-49","190","180","36040","30650"
"New entrant CS","2021","Unknown","Scottish Government","50-59","130","130","39730","30650"
"New entrant CS","2021","Unknown","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","20-29","140","140","27220","29540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","30-39","90","80","34850","32540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","20-29","410","410","27060","25480"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","30-39","220","210","40590","43920"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","40-49","140","130","45480","50500"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","50-59","70","60","45680","48080"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","20-29","310","310","30760","27680"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","30-39","200","200","41700","37300"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","40-49","140","140","46120","44440"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","50-59","100","100","43550","32000"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","20-29","50","50","32090","29280"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","20-29","450","450","29790","30360"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","30-39","240","230","36010","33570"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","40-49","150","150","39050","36550"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","50-59","90","80","37440","33950"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","20-29","190","190","33070","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","30-39","70","60","39700","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education","20-29","310","310","29600","28500"
"New entrant CS","2022","Heterosexual / straight","Department for Education","30-39","230","220","36900","36500"
"New entrant CS","2022","Heterosexual / straight","Department for Education","40-49","110","110","39720","36500"
"New entrant CS","2022","Heterosexual / straight","Department for Education","50-59","60","60","42330","36500"
"New entrant CS","2022","Heterosexual / straight","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","20-29","670","660","30150","29180"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","30-39","420","410","34740","32560"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","40-49","330","320","37920","35900"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","50-59","220","220","34800","32560"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","20-29","140","140","31370","31800"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","20-29","200","200","31690","30190"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","30-39","120","120","39780","39100"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","40-49","80","80","40430","39600"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","20-29","400","390","28860","26130"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","30-39","310","290","34160","29970"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","40-49","200","190","32810","26130"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","50-59","190","180","31040","26130"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","16-19","110","110","22580","21260"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","20-29","2880","2840","25690","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","30-39","1890","1830","27210","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","40-49","1400","1360","27970","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","50-59","1220","1190","26550","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","60-64","260","250","24680","21260"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","65+","60","50","24340","21260"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","20-29","690","650","29540","27270"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","30-39","460","420","37320","32790"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","40-49","320","290","41610","37050"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","50-59","230","200","40890","36820"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","60-64","50","40","48780","35040"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","20-29","80","80","25370","22600"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","30-39","80","80","27290","27130"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","40-49","50","50","29740","22600"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","16-19","60","60","22270","21250"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","20-29","1820","1790","26360","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","30-39","1220","1190","28190","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","40-49","660","640","28610","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","50-59","370","360","28800","26590"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","60-64","50","50","28660","22010"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","20-29","160","150","28910","28500"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","20-29","200","200","26680","24880"
"New entrant CS","2022","Heterosexual / straight","Home Office","30-39","140","130","30540","24880"
"New entrant CS","2022","Heterosexual / straight","Home Office","40-49","90","90","32000","24880"
"New entrant CS","2022","Heterosexual / straight","Home Office","50-59","100","100","34590","28650"
"New entrant CS","2022","Heterosexual / straight","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","20-29","890","880","26500","25540"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","30-39","690","660","32310","30200"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","40-49","570","550","33180","30200"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","50-59","540","520","34080","33000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","60-64","90","80","34280","33000"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","16-19","90","90","22930","23140"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","20-29","3430","3400","24230","23170"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","30-39","2140","2050","26810","24430"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","40-49","1800","1710","29990","26810"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","50-59","1750","1650","29500","26990"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","60-64","560","500","29020","28200"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice","65+","180","150","31170","28200"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","20-29","120","120","32260","32260"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","30-39","110","110","35820","34140"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","40-49","60","60","45540","40190"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","50-59","110","110","38680","36410"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
