"Status","Year","Disability","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared disabled","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","40-49","White","310","280","38880","33280"
"Leaver Dept.","2022","Declared disabled","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","50-59","White","260","250","39250","31990"
"Leaver Dept.","2022","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","60-64","White","40","30","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","20-29","Asian","650","610","29380","27920"
"Leaver Dept.","2022","Declared non-disabled","20-29","Black","250","230","29510","28000"
"Leaver Dept.","2022","Declared non-disabled","20-29","Mixed","190","180","32350","31060"
"Leaver Dept.","2022","Declared non-disabled","20-29","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","20-29","Undeclared","70","60","30980","28670"
"Leaver Dept.","2022","Declared non-disabled","20-29","Unknown","60","60","27710","25480"
"Leaver Dept.","2022","Declared non-disabled","20-29","White","3030","2940","30690","28080"
"Leaver Dept.","2022","Declared non-disabled","30-39","Asian","640","610","34970","31060"
"Leaver Dept.","2022","Declared non-disabled","30-39","Black","290","280","34470","31060"
"Leaver Dept.","2022","Declared non-disabled","30-39","Mixed","170","150","39340","35850"
"Leaver Dept.","2022","Declared non-disabled","30-39","Other ethnicity","40","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","30-39","Undeclared","90","90","35960","34020"
"Leaver Dept.","2022","Declared non-disabled","30-39","Unknown","100","90","37130","29500"
"Leaver Dept.","2022","Declared non-disabled","30-39","White","3050","2880","39000","35590"
"Leaver Dept.","2022","Declared non-disabled","40-49","Asian","400","380","41460","34180"
"Leaver Dept.","2022","Declared non-disabled","40-49","Black","250","240","36590","33190"
"Leaver Dept.","2022","Declared non-disabled","40-49","Mixed","70","70","43350","39600"
"Leaver Dept.","2022","Declared non-disabled","40-49","Other ethnicity","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","40-49","Undeclared","70","70","41380","36690"
"Leaver Dept.","2022","Declared non-disabled","40-49","Unknown","80","70","39660","33250"
"Leaver Dept.","2022","Declared non-disabled","40-49","White","2310","2140","44070","39030"
"Leaver Dept.","2022","Declared non-disabled","50-59","Asian","160","150","45650","36450"
"Leaver Dept.","2022","Declared non-disabled","50-59","Black","150","150","39970","33920"
"Leaver Dept.","2022","Declared non-disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","50-59","Undeclared","60","60","39510","33300"
"Leaver Dept.","2022","Declared non-disabled","50-59","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","50-59","White","1630","1520","43610","36330"
"Leaver Dept.","2022","Declared non-disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","60-64","White","270","230","48590","39030"
"Leaver Dept.","2022","Declared non-disabled","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","65+","White","100","70","49520","40070"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","20-29","White","130","130","31290","29540"
"Leaver Dept.","2022","Undeclared","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","Undeclared","80","80","41950","40070"
"Leaver Dept.","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","30-39","White","130","120","34190","30990"
"Leaver Dept.","2022","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","40-49","White","80","70","37800","32760"
"Leaver Dept.","2022","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","50-59","White","70","70","37370","34290"
"Leaver Dept.","2022","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Asian","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Undeclared","70","60","31930","29540"
"Leaver Dept.","2022","Unknown","20-29","Unknown","1740","1380","31720","32000"
"Leaver Dept.","2022","Unknown","20-29","White","230","180","30990","29540"
"Leaver Dept.","2022","Unknown","30-39","Asian","70","60","37900","35830"
"Leaver Dept.","2022","Unknown","30-39","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Undeclared","100","90","39380","37340"
"Leaver Dept.","2022","Unknown","30-39","Unknown","1110","820","39270","33300"
"Leaver Dept.","2022","Unknown","30-39","White","280","240","38490","36780"
"Leaver Dept.","2022","Unknown","40-49","Asian","90","70","46620","40570"
"Leaver Dept.","2022","Unknown","40-49","Black","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Undeclared","140","120","47420","42550"
"Leaver Dept.","2022","Unknown","40-49","Unknown","620","370","46850","42230"
"Leaver Dept.","2022","Unknown","40-49","White","450","390","46520","42380"
"Leaver Dept.","2022","Unknown","50-59","Asian","60","50","62200","51720"
"Leaver Dept.","2022","Unknown","50-59","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Undeclared","120","110","50850","50420"
"Leaver Dept.","2022","Unknown","50-59","Unknown","380","190","44240","36500"
"Leaver Dept.","2022","Unknown","50-59","White","450","390","53380","48860"
"Leaver Dept.","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","White","120","100","56830","41030"
"Leaver Dept.","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","White","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","16-19","White","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","Asian","130","130","28040","27570"
"New entrant CS","2021","Declared disabled","20-29","Black","110","110","28430","29290"
"New entrant CS","2021","Declared disabled","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","Mixed","90","90","26690","27570"
"New entrant CS","2021","Declared disabled","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","20-29","White","1130","1120","26040","26160"
"New entrant CS","2021","Declared disabled","30-39","Asian","80","80","31150","29290"
"New entrant CS","2021","Declared disabled","30-39","Black","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","30-39","White","710","690","28660","27570"
"New entrant CS","2021","Declared disabled","40-49","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Black","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","40-49","White","590","570","29410","27570"
"New entrant CS","2021","Declared disabled","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Black","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","50-59","White","500","480","28090","27570"
"New entrant CS","2021","Declared disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","60-64","White","100","90","27670","27570"
"New entrant CS","2021","Declared disabled","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Asian","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","16-19","White","360","350","21660","21010"
"New entrant CS","2021","Declared non-disabled","20-29","Asian","1550","1520","27570","27570"
"New entrant CS","2021","Declared non-disabled","20-29","Black","750","740","28340","28500"
"New entrant CS","2021","Declared non-disabled","20-29","Chinese","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","20-29","Mixed","550","540","27610","27570"
"New entrant CS","2021","Declared non-disabled","20-29","Other ethnicity","110","110","29800","30650"
"New entrant CS","2021","Declared non-disabled","20-29","Undeclared","150","150","28070","27570"
"New entrant CS","2021","Declared non-disabled","20-29","Unknown","100","100","26780","24910"
"New entrant CS","2021","Declared non-disabled","20-29","White","8880","8790","26250","25560"
"New entrant CS","2021","Declared non-disabled","30-39","Asian","890","860","31020","28590"
"New entrant CS","2021","Declared non-disabled","30-39","Black","580","570","29650","29290"
"New entrant CS","2021","Declared non-disabled","30-39","Chinese","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","30-39","Mixed","300","290","32310","29140"
"New entrant CS","2021","Declared non-disabled","30-39","Other ethnicity","80","80","29520","27570"
"New entrant CS","2021","Declared non-disabled","30-39","Undeclared","100","100","31850","29290"
"New entrant CS","2021","Declared non-disabled","30-39","Unknown","80","70","33300","30750"
"New entrant CS","2021","Declared non-disabled","30-39","White","5300","5140","30370","27570"
"New entrant CS","2021","Declared non-disabled","40-49","Asian","490","480","33070","28590"
"New entrant CS","2021","Declared non-disabled","40-49","Black","440","430","31120","30920"
"New entrant CS","2021","Declared non-disabled","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","40-49","Mixed","150","150","30210","27570"
"New entrant CS","2021","Declared non-disabled","40-49","Other ethnicity","60","60","31540","30990"
"New entrant CS","2021","Declared non-disabled","40-49","Undeclared","80","70","34230","29290"
"New entrant CS","2021","Declared non-disabled","40-49","Unknown","60","50","34250","31060"
"New entrant CS","2021","Declared non-disabled","40-49","White","3910","3770","31960","27570"
"New entrant CS","2021","Declared non-disabled","50-59","Asian","190","190","31300","27570"
"New entrant CS","2021","Declared non-disabled","50-59","Black","270","270","31200","29290"
"New entrant CS","2021","Declared non-disabled","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","50-59","Mixed","90","90","32050","27570"
"New entrant CS","2021","Declared non-disabled","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","50-59","Undeclared","70","70","27530","26250"
"New entrant CS","2021","Declared non-disabled","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","50-59","White","3660","3530","30450","27570"
"New entrant CS","2021","Declared non-disabled","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","60-64","White","720","670","29740","27570"
"New entrant CS","2021","Declared non-disabled","65+","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","65+","White","140","120","34360","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Asian","70","70","27810","27570"
"New entrant CS","2021","Undeclared","20-29","Black","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Undeclared","120","110","28470","27570"
"New entrant CS","2021","Undeclared","20-29","Unknown","130","130","31240","30270"
"New entrant CS","2021","Undeclared","20-29","White","370","360","27100","27570"
"New entrant CS","2021","Undeclared","30-39","Asian","50","50","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","30-39","Undeclared","90","90","35330","31060"
"New entrant CS","2021","Undeclared","30-39","Unknown","50","50","43090","42470"
"New entrant CS","2021","Undeclared","30-39","White","210","200","29950","27570"
"New entrant CS","2021","Undeclared","40-49","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","Undeclared","50","50","40370","38890"
"New entrant CS","2021","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","40-49","White","190","180","32890","27570"
"New entrant CS","2021","Undeclared","50-59","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","Undeclared","60","60","35210","29590"
"New entrant CS","2021","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","50-59","White","170","160","30980","27570"
"New entrant CS","2021","Undeclared","60-64","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","60-64","White","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Asian","[c]","[c]","[c]","[c]"
