"Status","Year","Disability","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","20-29","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","30-39","60","50","29420","27570"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","20-29","540","540","32790","32000"
"Leaver Dept.","2022","Unknown","Cabinet Office","30-39","210","210","43180","34550"
"Leaver Dept.","2022","Unknown","Cabinet Office","40-49","60","60","57300","54700"
"Leaver Dept.","2022","Unknown","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","20-29","80","70","32740","33570"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","30-39","70","70","39070","39080"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","40-49","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","20-29","70","70","36100","32940"
"Leaver Dept.","2022","Unknown","Department for Education","30-39","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","30-39","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","20-29","70","70","33530","30400"
"Leaver Dept.","2022","Unknown","Department for Transport","30-39","60","50","37180","32480"
"Leaver Dept.","2022","Unknown","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","20-29","100","100","28670","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","30-39","80","70","30560","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","40-49","50","50","37430","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","50-59","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","20-29","510","110","31590","28750"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","30-39","530","240","40280","37490"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","40-49","840","530","48480","43900"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","50-59","810","560","54920","48860"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","60-64","220","160","58100","46300"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","65+","90","70","50910","37830"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","30-39","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","20-29","210","210","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","30-39","150","150","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","40-49","90","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","50-59","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","20-29","130","130","31540","30820"
"Leaver Dept.","2022","Unknown","Home Office","30-39","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","20-29","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","30-39","50","50","35940","35500"
"Leaver Dept.","2022","Unknown","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","20-29","150","150","25490","22570"
"Leaver Dept.","2022","Unknown","Ministry of Justice","30-39","80","70","32680","30650"
"Leaver Dept.","2022","Unknown","Ministry of Justice","40-49","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","20-29","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","30-39","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office","65+","[c]","[c]","[c]","[c]"
