"Status","Year","Responsibility_level","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Female","90","90","26810","25560"
"New entrant CS","2021","EO","Legal","Male","60","60","26790","25560"
"New entrant CS","2021","EO","Medicine","Female","40","40","[c]","[c]"
"New entrant CS","2021","EO","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Delivery","Female","1520","1480","26510","25230"
"New entrant CS","2021","EO","Operational Delivery","Male","1210","1180","27000","25560"
"New entrant CS","2021","EO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other","Female","300","290","25560","26350"
"New entrant CS","2021","EO","Other","Male","340","330","25550","26350"
"New entrant CS","2021","EO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Policy","Female","380","380","26500","27270"
"New entrant CS","2021","EO","Policy","Male","220","220","26340","26750"
"New entrant CS","2021","EO","Project Delivery","Female","150","140","24950","26180"
"New entrant CS","2021","EO","Project Delivery","Male","90","90","25210","26270"
"New entrant CS","2021","EO","Property","Female","60","50","25390","25000"
"New entrant CS","2021","EO","Property","Male","80","80","25670","24920"
"New entrant CS","2021","EO","Psychology","Female","50","50","24910","24620"
"New entrant CS","2021","EO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Science and Engineering","Female","120","120","25620","26370"
"New entrant CS","2021","EO","Science and Engineering","Male","180","180","24510","26370"
"New entrant CS","2021","EO","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Security","Male","60","60","27580","25900"
"New entrant CS","2021","EO","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Statistics","Female","50","40","[c]","[c]"
"New entrant CS","2021","EO","Statistics","Male","40","40","[c]","[c]"
"New entrant CS","2021","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Tax","Female","330","330","25590","25560"
"New entrant CS","2021","EO","Tax","Male","440","430","25650","25560"
"New entrant CS","2021","EO","Unknown","Female","7170","6940","28510","27570"
"New entrant CS","2021","EO","Unknown","Male","4430","4410","28420","27570"
"New entrant CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Female","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Commercial","Male","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Female","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Communications","Male","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Female","160","150","57570","57040"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Male","330","330","58640","57050"
"New entrant CS","2021","G6/G7","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Female","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Finance","Male","50","50","59210","58510"
"New entrant CS","2021","G6/G7","Human Resources","Female","80","70","56950","54970"
"New entrant CS","2021","G6/G7","Human Resources","Male","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Inspector of Education and Training","Female","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Legal","Female","260","240","53720","51250"
"New entrant CS","2021","G6/G7","Legal","Male","170","160","53440","50520"
"New entrant CS","2021","G6/G7","Medicine","Female","70","50","70060","74470"
"New entrant CS","2021","G6/G7","Medicine","Male","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Delivery","Female","200","190","55550","53120"
"New entrant CS","2021","G6/G7","Operational Delivery","Male","200","190","56710","54670"
"New entrant CS","2021","G6/G7","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Female","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Other","Male","60","60","62480","57460"
"New entrant CS","2021","G6/G7","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Policy","Female","300","290","55710","53380"
"New entrant CS","2021","G6/G7","Policy","Male","290","290","56240","53420"
"New entrant CS","2021","G6/G7","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Project Delivery","Female","80","80","55410","53500"
"New entrant CS","2021","G6/G7","Project Delivery","Male","110","110","56970","54540"
"New entrant CS","2021","G6/G7","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Male","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","Female","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Science and Engineering","Male","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Unknown","Female","340","320","57480","54700"
"New entrant CS","2021","G6/G7","Unknown","Male","390","390","59910","56120"
"New entrant CS","2021","G6/G7","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Female","30","20","[c]","[c]"
"New entrant CS","2021","SCS","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Male","40","30","[c]","[c]"
"New entrant CS","2021","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Female","100","100","84770","73000"
"New entrant CS","2021","SCS","Unknown","Male","140","140","88170","74000"
"New entrant CS","2021","SEO/HEO","Commercial","Female","120","120","36120","35900"
"New entrant CS","2021","SEO/HEO","Commercial","Male","120","120","36980","36500"
"New entrant CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Communications","Female","120","120","36240","35500"
"New entrant CS","2021","SEO/HEO","Communications","Male","80","80","37140","36500"
"New entrant CS","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Female","300","300","36410","35900"
"New entrant CS","2021","SEO/HEO","Digital, Data and Technology","Male","560","550","37550","36810"
"New entrant CS","2021","SEO/HEO","Economics","Female","110","110","33480","32790"
"New entrant CS","2021","SEO/HEO","Economics","Male","190","190","33240","32790"
"New entrant CS","2021","SEO/HEO","Finance","Female","180","170","36570","36500"
"New entrant CS","2021","SEO/HEO","Finance","Male","150","140","36500","35300"
"New entrant CS","2021","SEO/HEO","Human Resources","Female","180","180","34680","34000"
"New entrant CS","2021","SEO/HEO","Human Resources","Male","70","70","34270","33120"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Female","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","International Trade","Male","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Female","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Knowledge and Information Management","Male","50","50","36250","33000"
"New entrant CS","2021","SEO/HEO","Legal","Female","230","230","34780","36570"
"New entrant CS","2021","SEO/HEO","Legal","Male","120","120","34850","37230"
"New entrant CS","2021","SEO/HEO","Medicine","Female","90","80","36820","37890"
"New entrant CS","2021","SEO/HEO","Medicine","Male","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Female","1160","1080","34740","33570"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Male","810","780","35630","34730"
"New entrant CS","2021","SEO/HEO","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Female","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Male","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other","Female","180","170","35380","35000"
"New entrant CS","2021","SEO/HEO","Other","Male","190","190","34510","35000"
"New entrant CS","2021","SEO/HEO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Policy","Female","1090","1070","34210","33570"
"New entrant CS","2021","SEO/HEO","Policy","Male","890","880","34260","33570"
"New entrant CS","2021","SEO/HEO","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Project Delivery","Female","300","300","35870","35050"
"New entrant CS","2021","SEO/HEO","Project Delivery","Male","330","320","36260","35900"
"New entrant CS","2021","SEO/HEO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Property","Female","70","70","35200","33300"
"New entrant CS","2021","SEO/HEO","Property","Male","140","140","34500","33000"
"New entrant CS","2021","SEO/HEO","Psychology","Female","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Female","340","290","34550","33780"
"New entrant CS","2021","SEO/HEO","Science and Engineering","Male","260","260","35050","33000"
"New entrant CS","2021","SEO/HEO","Security","Female","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Security","Male","60","60","35810","34880"
"New entrant CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Social Research","Female","130","130","33770","32540"
"New entrant CS","2021","SEO/HEO","Social Research","Male","50","50","33180","32540"
"New entrant CS","2021","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Statistics","Female","110","110","33760","32540"
"New entrant CS","2021","SEO/HEO","Statistics","Male","100","90","34430","32560"
"New entrant CS","2021","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Tax","Female","120","120","32690","31810"
"New entrant CS","2021","SEO/HEO","Tax","Male","140","140","32610","31810"
"New entrant CS","2021","SEO/HEO","Unknown","Female","1160","1140","32960","31990"
"New entrant CS","2021","SEO/HEO","Unknown","Male","830","830","33580","32640"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Female","1140","1040","22850","22920"
"New entrant CS","2021","Unknown","Operational Delivery","Male","320","280","23550","22920"
"New entrant CS","2021","Unknown","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Male","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Male","80","80","32200","27770"
"New entrant CS","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","230","220","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Male","110","110","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Commercial","Male","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Female","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Counter Fraud","Female","170","170","22690","21260"
"New entrant CS","2022","AA/AO","Counter Fraud","Male","120","120","22640","21260"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Female","90","90","20560","21170"
"New entrant CS","2022","AA/AO","Digital, Data and Technology","Male","120","120","20350","21170"
"New entrant CS","2022","AA/AO","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Economics","Male","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Finance","Female","80","70","21050","21250"
"New entrant CS","2022","AA/AO","Finance","Male","50","50","21040","21250"
"New entrant CS","2022","AA/AO","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Geography","Male","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Human Resources","Female","170","160","21480","21170"
"New entrant CS","2022","AA/AO","Human Resources","Male","70","70","21550","21170"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Female","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Female","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Delivery","Female","9950","9550","21940","21260"
"New entrant CS","2022","AA/AO","Operational Delivery","Male","7520","7390","22410","21260"
"New entrant CS","2022","AA/AO","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Other","Female","650","620","21240","21260"
"New entrant CS","2022","AA/AO","Other","Male","470","460","21140","21260"
"New entrant CS","2022","AA/AO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Policy","Female","80","80","21370","21260"
"New entrant CS","2022","AA/AO","Policy","Male","50","50","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Female","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Project Delivery","Male","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Female","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Property","Male","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Science and Engineering","Female","120","120","21260","21170"
"New entrant CS","2022","AA/AO","Science and Engineering","Male","130","130","20300","20750"
"New entrant CS","2022","AA/AO","Security","Female","90","90","23540","23540"
"New entrant CS","2022","AA/AO","Security","Male","390","390","25440","25000"
"New entrant CS","2022","AA/AO","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Female","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Tax","Female","410","390","21250","21250"
"New entrant CS","2022","AA/AO","Tax","Male","340","320","21250","21250"
"New entrant CS","2022","AA/AO","Unknown","Female","1370","1310","21850","21250"
"New entrant CS","2022","AA/AO","Unknown","Male","1030","1010","21870","21250"
"New entrant CS","2022","AA/AO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Commercial","Female","160","160","25700","26350"
"New entrant CS","2022","EO","Commercial","Male","90","90","25130","25520"
"New entrant CS","2022","EO","Communications","Female","90","80","27360","27270"
"New entrant CS","2022","EO","Communications","Male","50","40","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Counter Fraud","Female","220","210","27790","27570"
"New entrant CS","2022","EO","Counter Fraud","Male","140","140","27940","27570"
"New entrant CS","2022","EO","Digital, Data and Technology","Female","200","190","26700","26590"
"New entrant CS","2022","EO","Digital, Data and Technology","Male","380","380","26630","26500"
"New entrant CS","2022","EO","Economics","Female","40","30","[c]","[c]"
"New entrant CS","2022","EO","Economics","Male","30","30","[c]","[c]"
"New entrant CS","2022","EO","Finance","Female","180","170","25210","25120"
"New entrant CS","2022","EO","Finance","Male","170","160","25100","25120"
"New entrant CS","2022","EO","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Human Resources","Female","240","220","25980","26250"
"New entrant CS","2022","EO","Human Resources","Male","80","70","25760","26590"
"New entrant CS","2022","EO","Intelligence Analysis","Female","60","50","27250","26590"
"New entrant CS","2022","EO","Intelligence Analysis","Male","70","70","27410","26590"
"New entrant CS","2022","EO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","International Trade","Female","40","40","[c]","[c]"
"New entrant CS","2022","EO","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Female","30","30","[c]","[c]"
"New entrant CS","2022","EO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal","Female","120","120","27610","27130"
"New entrant CS","2022","EO","Legal","Male","80","80","28110","26970"
"New entrant CS","2022","EO","Medicine","Female","40","30","[c]","[c]"
"New entrant CS","2022","EO","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Delivery","Female","4400","4220","27510","27570"
"New entrant CS","2022","EO","Operational Delivery","Male","3470","3360","27730","27570"
"New entrant CS","2022","EO","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Other","Female","370","360","25730","26880"
"New entrant CS","2022","EO","Other","Male","360","360","25140","26350"
"New entrant CS","2022","EO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Policy","Female","450","440","26560","26250"
"New entrant CS","2022","EO","Policy","Male","280","270","26630","26180"
"New entrant CS","2022","EO","Project Delivery","Female","130","130","26120","26350"
"New entrant CS","2022","EO","Project Delivery","Male","110","100","25070","24750"
"New entrant CS","2022","EO","Property","Female","120","120","25620","25000"
"New entrant CS","2022","EO","Property","Male","120","120","25990","25000"
"New entrant CS","2022","EO","Psychology","Female","60","60","25130","24620"
"New entrant CS","2022","EO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Science and Engineering","Female","160","160","25910","26370"
