"Status","Year","Sex","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Undeclared","HM Revenue and Customs (excl. agencies)","90","80","26050","21260"
"New entrant CS","2022","Female","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Animal and Plant Health Agency","50","50","25100","24370"
"New entrant CS","2022","Female","Unknown","Cabinet Office (excl. agencies)","540","530","36420","28000"
"New entrant CS","2022","Female","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Charity Commission","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Crown Commercial Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Crown Prosecution Service","100","100","28560","24590"
"New entrant CS","2022","Female","Unknown","Defence Equipment and Support","100","90","28130","26000"
"New entrant CS","2022","Female","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","37950","33570"
"New entrant CS","2022","Female","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Department for Education (excl. agencies)","410","400","33390","29360"
"New entrant CS","2022","Female","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","210","200","37120","33390"
"New entrant CS","2022","Female","Unknown","Department for International Trade","110","110","35840","31800"
"New entrant CS","2022","Female","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","80","70","34970","33210"
"New entrant CS","2022","Female","Unknown","Department for Transport (excl. agencies)","120","110","42990","36680"
"New entrant CS","2022","Female","Unknown","Department for Work and Pensions (excl. agencies)","890","860","25760","27570"
"New entrant CS","2022","Female","Unknown","Department of Health and Social Care (excl. agencies)","530","350","36160","32790"
"New entrant CS","2022","Female","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Driver and Vehicle Licensing Agency","120","100","20300","18310"
"New entrant CS","2022","Female","Unknown","Driver and Vehicle Standards Agency","110","110","25430","26130"
"New entrant CS","2022","Female","Unknown","Education and Skills Funding Agency","80","80","32400","29360"
"New entrant CS","2022","Female","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Food Standards Agency","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","HM Courts and Tribunals Service","560","530","23670","20970"
"New entrant CS","2022","Female","Unknown","HM Land Registry","160","160","26580","22600"
"New entrant CS","2022","Female","Unknown","HM Prison and Probation Service","3520","3260","26490","24800"
"New entrant CS","2022","Female","Unknown","HM Revenue and Customs (excl. agencies)","1560","1490","25700","21250"
"New entrant CS","2022","Female","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Home Office","1170","1130","28700","24880"
"New entrant CS","2022","Female","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Intellectual Property Office","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Maritime and Coastguard Agency","50","50","28850","26840"
"New entrant CS","2022","Female","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Ministry of Defence (excl. agencies)","570","540","29630","26350"
"New entrant CS","2022","Female","Unknown","Ministry of Justice (excl. agencies)","170","170","33680","30450"
"New entrant CS","2022","Female","Unknown","National Crime Agency","220","210","35500","32770"
"New entrant CS","2022","Female","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Public Guardian","70","60","21740","20970"
"New entrant CS","2022","Female","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Royal Fleet Auxiliary","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scottish Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scottish Government (excl. agencies)","410","390","35740","31540"
"New entrant CS","2022","Female","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scottish Prison Service","190","190","22910","21640"
"New entrant CS","2022","Female","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Social Security Scotland","370","350","27310","27230"
"New entrant CS","2022","Female","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Health Security Agency","390","370","41870","36820"
"New entrant CS","2022","Female","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","UK Statistics Authority","170","140","26970","19860"
"New entrant CS","2022","Female","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Valuation Office Agency","140","140","25760","22010"
"New entrant CS","2022","Female","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Welsh Government (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Cabinet Office (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","37890","32560"
"New entrant CS","2022","Male","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Department for Work and Pensions (excl. agencies)","500","490","25860","24250"
"New entrant CS","2022","Male","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","HM Courts and Tribunals Service","50","50","25350","20970"
"New entrant CS","2022","Male","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","HM Prison and Probation Service","440","420","29030","27060"
"New entrant CS","2022","Male","Declared disabled","HM Revenue and Customs (excl. agencies)","190","190","26990","26590"
"New entrant CS","2022","Male","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Ministry of Defence (excl. agencies)","70","70","30470","26350"
"New entrant CS","2022","Male","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Social Security Scotland","50","50","24970","27230"
"New entrant CS","2022","Male","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Health Security Agency","40","40","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Statistics Authority","40","30","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Animal and Plant Health Agency","140","140","26360","24920"
"New entrant CS","2022","Male","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Cabinet Office (excl. agencies)","290","280","40330","34550"
"New entrant CS","2022","Male","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","40","40","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Companies House","40","40","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Competition and Markets Authority","70","60","51130","41670"
"New entrant CS","2022","Male","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Crown Office and Procurator Fiscal Service","120","120","27640","21050"
"New entrant CS","2022","Male","Declared non-disabled","Crown Prosecution Service","130","130","36200","34780"
"New entrant CS","2022","Male","Declared non-disabled","Defence Equipment and Support","350","340","33330","32000"
"New entrant CS","2022","Male","Declared non-disabled","Defence Science and Technology Laboratory","390","390","30860","27010"
"New entrant CS","2022","Male","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","200","200","38070","33570"
"New entrant CS","2022","Male","Declared non-disabled","Department for Digital, Culture, Media and Sport","140","140","37510","34020"
"New entrant CS","2022","Male","Declared non-disabled","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","490","490","38940","35900"
"New entrant CS","2022","Male","Declared non-disabled","Department for International Trade","100","100","38570","31800"
"New entrant CS","2022","Male","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","170","170","37070","33210"
"New entrant CS","2022","Male","Declared non-disabled","Department for Transport (excl. agencies)","190","190","44430","42470"
"New entrant CS","2022","Male","Declared non-disabled","Department for Work and Pensions (excl. agencies)","3020","3000","26670","27570"
"New entrant CS","2022","Male","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Driver and Vehicle Licensing Agency","190","190","23470","21840"
"New entrant CS","2022","Male","Declared non-disabled","Driver and Vehicle Standards Agency","160","160","27170","26130"
"New entrant CS","2022","Male","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Food Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Government Legal Department","90","90","37660","29280"
"New entrant CS","2022","Male","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Health and Safety Executive","100","100","39010","31660"
"New entrant CS","2022","Male","Declared non-disabled","HM Courts and Tribunals Service","290","290","25310","20970"
"New entrant CS","2022","Male","Declared non-disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","HM Land Registry","80","80","27950","27130"
"New entrant CS","2022","Male","Declared non-disabled","HM Prison and Probation Service","2840","2780","27190","24620"
"New entrant CS","2022","Male","Declared non-disabled","HM Revenue and Customs (excl. agencies)","2140","2120","28410","26590"
"New entrant CS","2022","Male","Declared non-disabled","HM Treasury (excl. agencies)","100","90","34780","28500"
"New entrant CS","2022","Male","Declared non-disabled","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Intellectual Property Office","60","60","32140","30410"
"New entrant CS","2022","Male","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Maritime and Coastguard Agency","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Met Office","130","130","27260","24400"
"New entrant CS","2022","Male","Declared non-disabled","Ministry of Defence (excl. agencies)","740","730","31450","28450"
"New entrant CS","2022","Male","Declared non-disabled","Ministry of Justice (excl. agencies)","140","140","40090","36050"
"New entrant CS","2022","Male","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","50","50","56200","62220"
"New entrant CS","2022","Male","Declared non-disabled","Office of Gas and Electricity Markets","210","200","37650","28000"
"New entrant CS","2022","Male","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Public Guardian","30","30","[c]","[c]"
"New entrant CS","2022","Male","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
