"Status","Year","Profession_of_post","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Finance","Finance","Female","350","340","34220","32340"
"New entrant CS","2021","Finance","Finance","Male","290","280","36210","32790"
"New entrant CS","2021","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","Female","470","450","32850","28970"
"New entrant CS","2021","Human Resources","Human Resources","Male","180","180","34130","28920"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","No function","Female","60","60","61110","67500"
"New entrant CS","2021","Inspector of Education and Training","No function","Male","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Analysis","Female","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Analysis","Male","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Male","50","50","28970","26670"
"New entrant CS","2021","Internal Audit","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","No function","Female","80","80","32700","31800"
"New entrant CS","2021","International Trade","No function","Male","60","60","33960","31800"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Female","40","30","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Female","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","Female","540","520","42650","43920"
"New entrant CS","2021","Legal","Legal","Male","320","320","43760","48080"
"New entrant CS","2021","Legal","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","No function","Female","60","50","70270","82100"
"New entrant CS","2021","Medicine","No function","Male","40","30","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Female","220","180","41120","35000"
"New entrant CS","2021","Medicine","Unknown","Male","80","70","52500","38890"
"New entrant CS","2021","Operational Delivery","Analysis","Female","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Male","50","50","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Female","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Commercial","Male","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Female","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Debt","Female","80","70","20670","20140"
"New entrant CS","2021","Operational Delivery","Debt","Male","50","50","21190","20140"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Female","30","30","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Human Resources","Female","60","50","29440","26410"
"New entrant CS","2021","Operational Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Legal","Female","340","330","22240","20550"
"New entrant CS","2021","Operational Delivery","Legal","Male","140","140","22810","20190"
"New entrant CS","2021","Operational Delivery","No function","Female","7760","7360","24960","22850"
"New entrant CS","2021","Operational Delivery","No function","Male","5610","5460","26190","22850"
"New entrant CS","2021","Operational Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Project Delivery","Female","80","80","34180","32870"
"New entrant CS","2021","Operational Delivery","Project Delivery","Male","50","50","36530","35290"
"New entrant CS","2021","Operational Delivery","Property","Female","100","100","22490","20880"
"New entrant CS","2021","Operational Delivery","Property","Male","70","70","25710","20880"
"New entrant CS","2021","Operational Delivery","Unknown","Female","600","580","24980","24880"
"New entrant CS","2021","Operational Delivery","Unknown","Male","700","680","25380","24880"
"New entrant CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Female","30","30","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Male","40","40","[c]","[c]"
"New entrant CS","2021","Operational Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Legal","Female","40","40","[c]","[c]"
"New entrant CS","2021","Other","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","No function","Female","200","190","29150","25610"
"New entrant CS","2021","Other","No function","Male","160","160","35410","26260"
"New entrant CS","2021","Other","Project Delivery","Female","50","50","25860","20000"
"New entrant CS","2021","Other","Project Delivery","Male","100","100","28080","25000"
"New entrant CS","2021","Other","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Female","620","600","25990","20920"
"New entrant CS","2021","Other","Unknown","Male","530","520","27830","26350"
"New entrant CS","2021","Planning","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","No function","Female","1630","1600","36350","32940"
"New entrant CS","2021","Policy","No function","Male","1290","1280","38270","33570"
"New entrant CS","2021","Policy","Project Delivery","Female","40","30","[c]","[c]"
"New entrant CS","2021","Policy","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Female","170","170","37270","35050"
"New entrant CS","2021","Policy","Unknown","Male","140","130","41950","37000"
"New entrant CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Project Delivery","Female","510","490","35490","33000"
"New entrant CS","2021","Project Delivery","Project Delivery","Male","520","520","38910","36800"
"New entrant CS","2021","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","Female","160","160","29810","27880"
"New entrant CS","2021","Property","Property","Male","290","290","34950","30000"
"New entrant CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","No function","Female","110","110","26590","24620"
"New entrant CS","2021","Psychology","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","No function","Female","550","480","32310","30460"
"New entrant CS","2021","Science and Engineering","No function","Male","290","280","31350","28590"
"New entrant CS","2021","Science and Engineering","Project Delivery","Female","40","30","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Project Delivery","Male","240","240","30930","27540"
"New entrant CS","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","100","90","27340","25000"
"New entrant CS","2021","Security","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","Female","160","160","26110","23540"
"New entrant CS","2021","Security","Security","Male","560","560","27270","23540"
"New entrant CS","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Analysis","Female","130","130","32520","32540"
"New entrant CS","2021","Social Research","Analysis","Male","50","50","32650","32540"
"New entrant CS","2021","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Analysis","Female","160","160","33660","31810"
"New entrant CS","2021","Statistics","Analysis","Male","150","150","33080","31810"
"New entrant CS","2021","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Communications","Female","290","290","26390","25560"
"New entrant CS","2021","Tax","Communications","Male","380","380","26360","25560"
"New entrant CS","2021","Tax","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Debt","Female","430","410","20410","20140"
"New entrant CS","2021","Tax","Debt","Male","390","390","20500","20140"
"New entrant CS","2021","Tax","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","No function","Female","870","840","21580","20140"
"New entrant CS","2021","Tax","No function","Male","820","800","22010","20140"
"New entrant CS","2021","Tax","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","110","110","69130","70000"
"New entrant CS","2021","Unknown","Commercial","Male","130","130","78670","72000"
"New entrant CS","2021","Unknown","Communications","Female","60","60","33080","34550"
"New entrant CS","2021","Unknown","Communications","Male","60","60","32780","27570"
"New entrant CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Female","90","90","42350","38630"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Male","100","100","47510","49700"
"New entrant CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","70","70","31590","27500"
"New entrant CS","2021","Unknown","Human Resources","Male","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Female","700","690","30320","28000"
"New entrant CS","2021","Unknown","No function","Male","500","500","31880","28000"
"New entrant CS","2021","Unknown","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Male","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Female","60","60","25740","22380"
"New entrant CS","2021","Unknown","Security","Male","70","70","27450","20920"
"New entrant CS","2021","Unknown","Unknown","Female","11280","10940","27440","27570"
"New entrant CS","2021","Unknown","Unknown","Male","7940","7890","27440","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","Female","370","330","32850","30420"
"New entrant CS","2022","Commercial","Commercial","Male","280","250","33040","29920"
"New entrant CS","2022","Commercial","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Female","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Female","30","30","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","Female","340","320","36450","33390"
"New entrant CS","2022","Communications","Communications","Male","190","180","35990","32670"
"New entrant CS","2022","Communications","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Female","410","390","26000","27570"
"New entrant CS","2022","Counter Fraud","Counter Fraud","Male","290","290","26750","27570"
"New entrant CS","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Commercial","Female","[c]","[c]","[c]","[c]"
