"Status","Year","Parent_department","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Charity Commission","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Declared non-disabled","60","60","50560","53530"
"New entrant CS","2021","Competition and Markets Authority","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Declared non-disabled","470","460","36740","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Unknown","130","120","33210","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Declared non-disabled","70","70","34640","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Declared non-disabled","50","50","37800","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Declared non-disabled","140","140","33510","30930"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","510","500","29110","24250"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Declared non-disabled","250","250","38920","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Department for Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Heterosexual / straight","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Heterosexual / straight","Unknown","350","350","36070","32940"
"New entrant CS","2021","Department for Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","LGBO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Unknown","270","270","35890","32940"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared disabled","120","110","32500","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Declared non-disabled","840","820","32810","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","LGBO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","LGBO","Declared non-disabled","80","80","33360","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Declared non-disabled","70","70","30280","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","60","60","26100","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","330","320","33980","30560"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Declared non-disabled","140","140","34860","31800"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Unknown","50","50","37930","32120"
"New entrant CS","2021","Department for International Trade","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Unknown","140","140","32360","31800"
"New entrant CS","2021","Department for Transport","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Heterosexual / straight","Declared non-disabled","600","580","32150","30270"
"New entrant CS","2021","Department for Transport","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Heterosexual / straight","Unknown","70","70","35420","33830"
"New entrant CS","2021","Department for Transport","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","LGBO","Declared non-disabled","70","60","30130","29970"
"New entrant CS","2021","Department for Transport","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Unknown","Undeclared","190","190","37260","34710"
"New entrant CS","2021","Department for Transport","Unknown","Unknown","380","360","26060","21590"
"New entrant CS","2021","Department for Work and Pensions","Heterosexual / straight","Declared disabled","1560","1510","26700","27570"
"New entrant CS","2021","Department for Work and Pensions","Heterosexual / straight","Declared non-disabled","11130","10930","26750","27570"
"New entrant CS","2021","Department for Work and Pensions","Heterosexual / straight","Undeclared","440","430","26570","27570"
"New entrant CS","2021","Department for Work and Pensions","Heterosexual / straight","Unknown","120","110","27940","27570"
"New entrant CS","2021","Department for Work and Pensions","LGBO","Declared disabled","330","320","26590","27570"
"New entrant CS","2021","Department for Work and Pensions","LGBO","Declared non-disabled","970","960","26380","27570"
"New entrant CS","2021","Department for Work and Pensions","LGBO","Undeclared","70","70","26620","27570"
"New entrant CS","2021","Department for Work and Pensions","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Declared disabled","120","120","27190","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Declared non-disabled","510","500","27030","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Undeclared","140","130","27730","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Unknown","1760","1720","27760","27570"
"New entrant CS","2021","Department of Health and Social Care","Heterosexual / straight","Declared disabled","110","100","34020","32330"
"New entrant CS","2021","Department of Health and Social Care","Heterosexual / straight","Declared non-disabled","1420","1250","34580","31370"
"New entrant CS","2021","Department of Health and Social Care","Heterosexual / straight","Undeclared","110","90","38960","32650"
"New entrant CS","2021","Department of Health and Social Care","Heterosexual / straight","Unknown","280","270","38660","32790"
"New entrant CS","2021","Department of Health and Social Care","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","LGBO","Declared non-disabled","90","80","33230","28590"
"New entrant CS","2021","Department of Health and Social Care","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Declared non-disabled","160","140","35970","32330"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Undeclared","140","110","38560","32330"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Unknown","850","830","40680","32790"
"New entrant CS","2021","ESTYN","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Heterosexual / straight","Undeclared","60","60","34330","32350"
"New entrant CS","2021","Food Standards Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Heterosexual / straight","Unknown","290","280","26010","22350"
"New entrant CS","2021","HM Land Registry","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","LGBO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Unknown","330","320","26320","22350"
"New entrant CS","2021","HM Revenue and Customs","Heterosexual / straight","Declared disabled","100","90","26480","24120"
"New entrant CS","2021","HM Revenue and Customs","Heterosexual / straight","Declared non-disabled","1380","1350","25700","20880"
"New entrant CS","2021","HM Revenue and Customs","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","LGBO","Declared non-disabled","150","140","24750","20140"
"New entrant CS","2021","HM Revenue and Customs","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Declared non-disabled","70","70","26590","24120"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Declared non-disabled","90","90","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","3470","3390","24230","20140"
"New entrant CS","2021","HM Treasury","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Heterosexual / straight","Declared non-disabled","250","250","32970","28500"
"New entrant CS","2021","HM Treasury","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Undeclared","Undeclared","50","50","38110","32320"
"New entrant CS","2021","HM Treasury","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","Heterosexual / straight","Declared non-disabled","340","340","32020","24890"
"New entrant CS","2021","Home Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Heterosexual / straight","Unknown","240","230","33220","28650"
"New entrant CS","2021","Home Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","LGBO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Home Office","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Unknown","1440","1420","31440","25650"
"New entrant CS","2021","Ministry of Defence","Heterosexual / straight","Declared disabled","170","160","28000","25190"
"New entrant CS","2021","Ministry of Defence","Heterosexual / straight","Declared non-disabled","2570","2500","30570","26670"
"New entrant CS","2021","Ministry of Defence","Heterosexual / straight","Undeclared","90","90","29100","26350"
"New entrant CS","2021","Ministry of Defence","Heterosexual / straight","Unknown","230","220","30710","26350"
"New entrant CS","2021","Ministry of Defence","LGBO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","LGBO","Declared non-disabled","120","120","27830","26350"
"New entrant CS","2021","Ministry of Defence","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Declared non-disabled","110","110","30790","27200"
"New entrant CS","2021","Ministry of Defence","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Declared non-disabled","70","70","30360","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","720","700","29950","25540"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Declared non-disabled","230","220","37540","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","60","60","35640","33210"
"New entrant CS","2021","Ministry of Justice","Heterosexual / straight","Declared disabled","390","380","25090","22850"
"New entrant CS","2021","Ministry of Justice","Heterosexual / straight","Declared non-disabled","3980","3880","24750","22850"
"New entrant CS","2021","Ministry of Justice","Heterosexual / straight","Undeclared","120","110","25060","22850"
"New entrant CS","2021","Ministry of Justice","Heterosexual / straight","Unknown","100","90","24740","22850"
"New entrant CS","2021","Ministry of Justice","LGBO","Declared disabled","100","100","23770","22850"
"New entrant CS","2021","Ministry of Justice","LGBO","Declared non-disabled","350","340","24280","22850"
"New entrant CS","2021","Ministry of Justice","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Declared non-disabled","160","150","26590","22920"
"New entrant CS","2021","Ministry of Justice","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice","Unknown","Unknown","3460","3330","24470","22680"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","Declared non-disabled","60","60","39120","36200"
"New entrant CS","2021","National Crime Agency","Heterosexual / straight","Unknown","730","730","33840","32770"
"New entrant CS","2021","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","LGBO","Unknown","60","50","31850","32260"
"New entrant CS","2021","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Undeclared","Unknown","60","60","31830","28840"
"New entrant CS","2021","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Unknown","120","120","37650","36200"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Declared non-disabled","130","130","50220","46360"
"New entrant CS","2021","Office for Standards in Education","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","LGBO","Unknown","[c]","[c]","[c]","[c]"
