"Status","Year","Region_ITL1","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","Unknown","330","320","25200","21250"
"New entrant CS","2022","North East (England)","HM Revenue and Customs (excl. agencies)","White","620","600","25770","26590"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","HM Treasury (excl. agencies)","White","50","50","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Home Office","White","40","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Defence (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Ministry of Justice (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Crime Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Public Health England","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Rural Payments Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Rural Payments Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Rural Payments Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Rural Payments Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Rural Payments Agency","Unknown","80","80","22200","21300"
"New entrant CS","2022","North East (England)","Rural Payments Agency","White","60","50","21750","21300"
"New entrant CS","2022","North East (England)","Standards and Testing Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Standards and Testing Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Standards and Testing Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Standards and Testing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Standards and Testing Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","The Insolvency Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Health Security Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","UK Statistics Authority","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Valuation Office Agency","Unknown","90","90","22730","22010"
"New entrant CS","2022","North East (England)","Valuation Office Agency","White","80","80","23520","22010"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Animal and Plant Health Agency","White","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","Unknown","50","50","49200","49700"
"New entrant CS","2022","North West (England)","Cabinet Office (excl. agencies)","White","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Charity Commission","Unknown","50","50","26350","24440"
"New entrant CS","2022","North West (England)","Charity Commission","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Companies House","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Commercial Service","White","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Crown Prosecution Service","White","60","60","28390","23840"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Defence Equipment and Support","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","80","70","35360","30360"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Education (excl. agencies)","White","100","90","34000","29360"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","White","100","100","37010","32600"
"New entrant CS","2022","North West (England)","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for International Trade","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Asian","200","190","25550","27570"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Black","80","80","26250","27570"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Mixed","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","Unknown","320","310","26270","27570"
"New entrant CS","2022","North West (England)","Department for Work and Pensions (excl. agencies)","White","1370","1350","25730","21260"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Department of Health and Social Care (excl. agencies)","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Driver and Vehicle Standards Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Education and Skills Funding Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Government Property Agency","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Health and Safety Executive","White","100","90","29630","26370"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","Unknown","90","90","22190","20970"
"New entrant CS","2022","North West (England)","HM Courts and Tribunals Service","White","140","130","23970","20970"
"New entrant CS","2022","North West (England)","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Land Registry","White","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Asian","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Mixed","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","Unknown","860","800","25840","24430"
"New entrant CS","2022","North West (England)","HM Prison and Probation Service","White","1080","1030","26560","23170"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Asian","210","200","26050","26590"
"New entrant CS","2022","North West (England)","HM Revenue and Customs (excl. agencies)","Black","80","70","25800","21250"
