"Status","Year","Region_ITL1","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","South East (England)","White","Commercial","40","30","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Counter Fraud","110","110","24760","24250"
"New entrant CS","2022","South East (England)","White","Digital, Data & Technology","80","80","34620","31550"
"New entrant CS","2022","South East (England)","White","Finance","40","40","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South East (England)","White","Legal","60","60","30710","25780"
"New entrant CS","2022","South East (England)","White","No function","2160","2040","27760","26130"
"New entrant CS","2022","South East (England)","White","Project Delivery","110","110","34110","33000"
"New entrant CS","2022","South East (England)","White","Property","50","50","37230","33000"
"New entrant CS","2022","South East (England)","White","Security","80","80","25760","25000"
"New entrant CS","2022","South East (England)","White","Unknown","290","280","30420","25770"
"New entrant CS","2022","South West (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","No function","60","60","29560","26590"
"New entrant CS","2022","South West (England)","Asian","Project Delivery","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","No function","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","No function","70","70","25870","24070"
"New entrant CS","2022","South West (England)","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","No function","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Commercial","50","50","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Digital, Data & Technology","110","110","32490","30730"
"New entrant CS","2022","South West (England)","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","No function","820","790","26090","23140"
"New entrant CS","2022","South West (England)","Unknown","Project Delivery","220","210","29040","27020"
"New entrant CS","2022","South West (England)","Unknown","Property","70","70","26920","22010"
"New entrant CS","2022","South West (England)","Unknown","Security","40","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Unknown","Unknown","100","90","28500","24880"
"New entrant CS","2022","South West (England)","White","Analysis","60","60","30820","29230"
"New entrant CS","2022","South West (England)","White","Commercial","90","90","33680","29230"
"New entrant CS","2022","South West (England)","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","White","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","White","Digital, Data & Technology","290","290","30770","27130"
"New entrant CS","2022","South West (England)","White","Finance","90","90","29940","25000"
"New entrant CS","2022","South West (England)","White","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","White","Human Resources","100","100","33360","28880"
"New entrant CS","2022","South West (England)","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","South West (England)","White","Legal","30","30","[c]","[c]"
"New entrant CS","2022","South West (England)","White","No function","1950","1870","28250","25000"
"New entrant CS","2022","South West (England)","White","Project Delivery","670","660","33370","30340"
"New entrant CS","2022","South West (England)","White","Property","90","90","29020","25000"
"New entrant CS","2022","South West (England)","White","Security","60","60","27150","25000"
"New entrant CS","2022","South West (England)","White","Unknown","190","180","29610","25480"
"New entrant CS","2022","Unknown","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","No function","290","260","28330","28000"
"New entrant CS","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","180","170","22270","16190"
"New entrant CS","2022","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","No function","160","150","28940","23140"
"New entrant CS","2022","Unknown","White","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","No function","60","60","25190","21840"
"New entrant CS","2022","Wales","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","No function","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Debt","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","No function","710","680","23510","21810"
"New entrant CS","2022","Wales","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Unknown","140","140","27000","24880"
"New entrant CS","2022","Wales","White","Analysis","230","220","31350","30710"
"New entrant CS","2022","Wales","White","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Wales","White","Communications","40","40","[c]","[c]"
"New entrant CS","2022","Wales","White","Counter Fraud","80","80","24490","24500"
"New entrant CS","2022","Wales","White","Debt","60","60","21250","21250"
"New entrant CS","2022","Wales","White","Digital, Data & Technology","140","130","36810","36550"
"New entrant CS","2022","Wales","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","White","Human Resources","60","50","32480","28890"
"New entrant CS","2022","Wales","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","White","Legal","30","30","[c]","[c]"
"New entrant CS","2022","Wales","White","No function","1650","1600","24760","21840"
"New entrant CS","2022","Wales","White","Project Delivery","60","60","45200","40180"
"New entrant CS","2022","Wales","White","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","White","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","White","Unknown","390","380","33080","27570"
"New entrant CS","2022","West Midlands (England)","Asian","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Communications","70","70","25480","26590"
"New entrant CS","2022","West Midlands (England)","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Debt","70","70","21570","21250"
"New entrant CS","2022","West Midlands (England)","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","No function","530","510","26960","26590"
"New entrant CS","2022","West Midlands (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Asian","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Black","No function","220","210","27090","27570"
"New entrant CS","2022","West Midlands (England)","Black","Project Delivery","[c]","[c]","[c]","[c]"
