"Status","Year","Function_of_post","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Cabinet Office (excl. agencies)","60","50","43220","34550"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Work and Pensions (excl. agencies)","90","90","37780","33000"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HM Revenue and Customs (excl. agencies)","90","90","35800","33080"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Cabinet Office (excl. agencies)","120","120","45250","49700"
"New entrant CS","2022","Digital, Data & Technology","White","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Education (excl. agencies)","90","90","37630","36500"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Environment, Food and Rural Affairs (excl. agencies)","180","170","40120","37070"
"New entrant CS","2022","Digital, Data & Technology","White","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Department for Work and Pensions (excl. agencies)","210","210","40560","37500"
"New entrant CS","2022","Digital, Data & Technology","White","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","HM Courts and Tribunals Service","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","HM Revenue and Customs (excl. agencies)","190","190","36360","33080"
"New entrant CS","2022","Digital, Data & Technology","White","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Met Office","120","120","24160","21430"
"New entrant CS","2022","Digital, Data & Technology","White","Ministry of Defence (excl. agencies)","110","110","29240","26350"
"New entrant CS","2022","Digital, Data & Technology","White","Ministry of Justice (excl. agencies)","50","50","49880","52570"
"New entrant CS","2022","Digital, Data & Technology","White","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","UK Statistics Authority","80","80","35950","36840"
"New entrant CS","2022","Digital, Data & Technology","White","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","White","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Asian","Wilton Park","[c]","[c]","[c]","[c]"
