"Status","Year","Profession_of_post","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Declared non-disabled","Female","90","90","47170","47450"
"Leaver Dept.","2021","Finance","Declared non-disabled","Male","70","70","45880","40290"
"Leaver Dept.","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Female","120","120","37810","32920"
"Leaver Dept.","2021","Human Resources","Declared non-disabled","Male","70","70","38840","35210"
"Leaver Dept.","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","International Trade","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Declared non-disabled","Female","60","50","55160","51940"
"Leaver Dept.","2021","Legal","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Female","90","80","29190","25170"
"Leaver Dept.","2021","Operational Delivery","Declared disabled","Male","80","80","28080","24310"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Female","750","710","29070","24530"
"Leaver Dept.","2021","Operational Delivery","Declared non-disabled","Male","490","480","29690","25400"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Undeclared","Male","60","60","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Female","260","240","28490","23480"
"Leaver Dept.","2021","Operational Delivery","Unknown","Male","210","210","28350","24130"
"Leaver Dept.","2021","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Declared non-disabled","Female","130","120","35700","27950"
"Leaver Dept.","2021","Other","Declared non-disabled","Male","80","80","40270","33210"
"Leaver Dept.","2021","Other","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared disabled","Female","70","70","42760","37640"
"Leaver Dept.","2021","Policy","Declared disabled","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Declared non-disabled","Female","510","490","46360","41670"
"Leaver Dept.","2021","Policy","Declared non-disabled","Male","370","360","45410","40360"
"Leaver Dept.","2021","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Policy","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Female","330","320","42010","37230"
"Leaver Dept.","2021","Policy","Unknown","Male","270","260","42030","37240"
"Leaver Dept.","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Female","150","140","41290","34010"
"Leaver Dept.","2021","Project Delivery","Declared non-disabled","Male","130","130","42750","40440"
"Leaver Dept.","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Male","60","60","36250","33010"
"Leaver Dept.","2021","Science and Engineering","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Female","250","230","34210","31990"
"Leaver Dept.","2021","Unknown","Declared disabled","Male","180","170","36280","32000"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Female","1780","1620","34820","31210"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Male","1330","1230","36660","32000"
"Leaver Dept.","2021","Unknown","Undeclared","Female","130","120","37010","32910"
"Leaver Dept.","2021","Unknown","Undeclared","Male","130","120","34940","31990"
"Leaver Dept.","2021","Unknown","Unknown","Female","880","730","34920","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","800","680","37080","32000"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Female","130","120","38620","36550"
"Leaver Dept.","2022","Commercial","Declared non-disabled","Male","110","100","41330","37400"
"Leaver Dept.","2022","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Female","120","30","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","Male","100","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Declared non-disabled","Female","130","120","40350","37300"
"Leaver Dept.","2022","Communications","Declared non-disabled","Male","80","80","45340","37280"
"Leaver Dept.","2022","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Female","100","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","Male","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Declared non-disabled","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","Female","190","180","42040","38160"
"Leaver Dept.","2022","Digital, Data and Technology","Declared non-disabled","Male","250","240","42590","38770"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Female","100","50","[c]","[c]"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Male","140","100","41980","38250"
"Leaver Dept.","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Economics","Declared non-disabled","Male","60","60","46470","38280"
"Leaver Dept.","2022","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Declared non-disabled","Female","180","170","40430","36330"
"Leaver Dept.","2022","Finance","Declared non-disabled","Male","160","160","44370","40580"
"Leaver Dept.","2022","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","120","40","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","100","40","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Geography","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Female","290","280","38590","32330"
"Leaver Dept.","2022","Human Resources","Declared non-disabled","Male","110","110","41150","36050"
"Leaver Dept.","2022","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","90","60","37200","32000"
"Leaver Dept.","2022","Human Resources","Unknown","Male","40","30","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inspector of Education and Training","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Declared non-disabled","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Declared non-disabled","Female","130","120","44180","41840"
"Leaver Dept.","2022","Knowledge and Information Management","Declared non-disabled","Male","90","80","43020","38950"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Declared non-disabled","Female","170","140","75740","84560"
"Leaver Dept.","2022","Medicine","Declared non-disabled","Male","80","70","92780","99210"
"Leaver Dept.","2022","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicine","Unknown","Female","80","70","102720","109880"
"Leaver Dept.","2022","Medicine","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Declared disabled","Female","470","440","31800","27570"
"Leaver Dept.","2022","Operational Delivery","Declared disabled","Male","270","260","29440","27570"
"Leaver Dept.","2022","Operational Delivery","Declared non-disabled","Female","3800","3540","32000","27570"
"Leaver Dept.","2022","Operational Delivery","Declared non-disabled","Male","2120","2050","32970","27570"
"Leaver Dept.","2022","Operational Delivery","Undeclared","Female","200","190","30840","27570"
"Leaver Dept.","2022","Operational Delivery","Undeclared","Male","150","150","32060","27590"
"Leaver Dept.","2022","Operational Delivery","Unknown","Female","970","870","35300","28310"
"Leaver Dept.","2022","Operational Delivery","Unknown","Male","550","520","37730","30450"
"Leaver Dept.","2022","Operational Research","Declared disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Female","330","320","29900","27570"
"Leaver Dept.","2022","Other","Declared non-disabled","Male","230","230","32390","27570"
