"Status","Year","Sexual_orientation","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","50","50","33050","32540"
"New entrant CS","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","110","100","26110","24250"
"New entrant CS","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","70","70","24870","24370"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","1040","1040","40800","28000"
"New entrant CS","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","140","140","31010","25480"
"New entrant CS","2021","Unknown","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Ministry of Defence","150","150","27160","22000"
"New entrant CS","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","140","140","37670","33570"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Department for Education","230","230","35510","32670"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","250","250","36620","32560"
"New entrant CS","2021","Unknown","Department for International Trade","Department for International Trade","150","150","32820","31800"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","190","190","37280","34710"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1770","1730","27630","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","840","830","40630","32790"
"New entrant CS","2021","Unknown","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","150","130","22560","21590"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","160","160","28200","26130"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Scottish Government","90","90","27020","25140"
"New entrant CS","2021","Unknown","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","1080","1050","21600","19930"
"New entrant CS","2021","Unknown","HM Land Registry","HM Land Registry","330","320","26250","22350"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","2110","2010","24030","22850"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3450","3380","24180","20140"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Home Office","1460","1430","31400","25720"
"New entrant CS","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","110","110","23040","20880"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","70","70","29840","26590"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","130","130","33550","30930"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","560","530","30540","26350"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","250","250","39750","36800"
"New entrant CS","2021","Unknown","National Crime Agency","National Crime Agency","130","120","37590","36200"
"New entrant CS","2021","Unknown","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Public Guardian","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Department of Health and Social Care","50","40","41700","32330"
"New entrant CS","2021","Unknown","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","Scottish Government","420","410","38330","30650"
"New entrant CS","2021","Unknown","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Scottish Government","260","250","22090","20810"
"New entrant CS","2021","Unknown","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Security Scotland","Scottish Government","120","110","27180","20060"
"New entrant CS","2021","Unknown","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","130","120","27160","23320"
"New entrant CS","2021","Unknown","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","United Kingdom Statistics Authority","300","290","31000","29540"
"New entrant CS","2021","Unknown","Valuation Office Agency","HM Revenue and Customs","120","120","25520","24500"
"New entrant CS","2021","Unknown","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","340","330","26250","24920"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Cabinet Office","620","610","38260","32000"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Department for Business, Energy and Industrial Strategy","110","110","28710","24500"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Competition and Markets Authority","110","100","44990","33120"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Cabinet Office","100","100","33310","30420"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Scottish Government","350","340","26640","21050"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Attorney General's Departments","580","570","32280","25480"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Ministry of Defence","640","630","31750","28500"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Ministry of Defence","220","210","32040","29230"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","470","470","37650","33570"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","300","290","36040","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Education (excl. agencies)","Department for Education","540","530","34770","30000"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1150","1130","37770","35900"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Department for International Trade","230","230","37150","31800"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","400","400","36500","33210"
"New entrant CS","2022","Heterosexual / straight","Department for Transport (excl. agencies)","Department for Transport","380","380","42260","38650"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","7600","7420","26270","27570"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","320","290","37010","32790"
"New entrant CS","2022","Heterosexual / straight","Disclosure Scotland","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Driver and Vehicle Licensing Agency","Department for Transport","400","370","22780","21840"
"New entrant CS","2022","Heterosexual / straight","Driver and Vehicle Standards Agency","Department for Transport","260","260","26980","26130"
"New entrant CS","2022","Heterosexual / straight","Education and Skills Funding Agency","Department for Education","120","120","33720","29360"
"New entrant CS","2022","Heterosexual / straight","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Food Standards Agency","Food Standards Agency","150","150","33660","31320"
"New entrant CS","2022","Heterosexual / straight","Food Standards Scotland","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Government Legal Department","Attorney General's Departments","270","250","40540","43920"
"New entrant CS","2022","Heterosexual / straight","Government Property Agency","Cabinet Office","60","60","43690","41450"
"New entrant CS","2022","Heterosexual / straight","Health and Safety Executive","Department for Work and Pensions","220","220","34860","31650"
"New entrant CS","2022","Heterosexual / straight","HM Courts and Tribunals Service","Ministry of Justice","930","900","24390","20970"
"New entrant CS","2022","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","HM Land Registry","HM Land Registry","270","260","27110","22600"
"New entrant CS","2022","Heterosexual / straight","HM Prison and Probation Service","Ministry of Justice","8510","8160","27080","24620"
"New entrant CS","2022","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","3990","3910","27450","26590"
"New entrant CS","2022","Heterosexual / straight","HM Treasury (excl. agencies)","HM Treasury","220","210","33110","28500"
"New entrant CS","2022","Heterosexual / straight","Home Office","Home Office","550","530","30120","24880"
"New entrant CS","2022","Heterosexual / straight","Institute for Apprenticeships and Technical Education","Department for Education","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","130","120","29540","24030"
"New entrant CS","2022","Heterosexual / straight","Legal Aid Agency","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Maritime and Coastguard Agency","Department for Transport","110","100","32480","26840"
"New entrant CS","2022","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Met Office","Department for Business, Energy and Industrial Strategy","150","150","28260","24370"
"New entrant CS","2022","Heterosexual / straight","Ministry of Defence (excl. agencies)","Ministry of Defence","1740","1690","30220","26350"
"New entrant CS","2022","Heterosexual / straight","Ministry of Justice (excl. agencies)","Ministry of Justice","370","370","37370","34260"
"New entrant CS","2022","Heterosexual / straight","National Crime Agency","National Crime Agency","410","400","37020","34140"
"New entrant CS","2022","Heterosexual / straight","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","220","220","49060","46360"
"New entrant CS","2022","Heterosexual / straight","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","360","360","36620","30000"
"New entrant CS","2022","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of Rail and Road","Office of Rail and Road","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Public Guardian","Ministry of Justice","70","70","21730","20970"
"New entrant CS","2022","Heterosexual / straight","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning Inspectorate","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Public Health England","Department of Health and Social Care","190","170","39440","36330"
"New entrant CS","2022","Heterosexual / straight","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Rural Payments Agency","Department for Environment, Food and Rural Affairs","160","150","22110","21300"
"New entrant CS","2022","Heterosexual / straight","Scottish Courts and Tribunals Service","Scottish Government","130","120","25300","22000"
"New entrant CS","2022","Heterosexual / straight","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Government (excl. agencies)","Scottish Government","670","660","34850","31540"
"New entrant CS","2022","Heterosexual / straight","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Serious Fraud Office","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Social Security Scotland","Scottish Government","730","700","27610","27230"
"New entrant CS","2022","Heterosexual / straight","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Submarine Delivery Agency","Ministry of Defence","170","170","36220","33000"
"New entrant CS","2022","Heterosexual / straight","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","The National Archives","The National Archives","60","50","34170","29200"
"New entrant CS","2022","Heterosexual / straight","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Export Finance","UK Export Finance","110","100","43380","37910"
"New entrant CS","2022","Heterosexual / straight","UK Health Security Agency","Department of Health and Social Care","1210","1110","34670","30460"
"New entrant CS","2022","Heterosexual / straight","UK Hydrographic Office","Ministry of Defence","60","60","27430","20420"
"New entrant CS","2022","Heterosexual / straight","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","UK Statistics Authority","UK Statistics Authority","740","670","29560","30210"
"New entrant CS","2022","Heterosexual / straight","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Valuation Office Agency","HM Revenue and Customs","200","200","27000","25000"
"New entrant CS","2022","Heterosexual / straight","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Water Services Regulation Authority","Water Services Regulation Authority","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Welsh Government (excl. agencies)","Welsh Government","270","270","36000","31210"
"New entrant CS","2022","Heterosexual / straight","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Cabinet Office (excl. agencies)","Cabinet Office","90","90","34710","32000"
"New entrant CS","2022","LGBO","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Office and Procurator Fiscal Service","Scottish Government","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","Crown Prosecution Service","Attorney General's Departments","50","50","26060","23770"
"New entrant CS","2022","LGBO","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Defence Science and Technology Laboratory","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","80","70","34510","33570"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","Department for Education","60","60","32300","29360"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","170","160","37510","33310"
"New entrant CS","2022","LGBO","Department for International Trade","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","80","80","33130","30190"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","Department for Transport","70","70","41040","38650"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","730","720","25400","27570"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60","50","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","Ministry of Justice","100","100","23700","20970"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","Ministry of Justice","810","800","26740","24090"
"New entrant CS","2022","LGBO","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","440","430","27080","26590"
"New entrant CS","2022","LGBO","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Home Office","Home Office","60","60","29910","24880"
"New entrant CS","2022","LGBO","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Ministry of Defence (excl. agencies)","Ministry of Defence","100","100","30000","27000"
"New entrant CS","2022","LGBO","Ministry of Justice (excl. agencies)","Ministry of Justice","50","50","33430","30450"
"New entrant CS","2022","LGBO","National Crime Agency","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
