"Status","Year","Organisation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","UK Health Security Agency","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","East Wales","30","30","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Undeclared","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Valuation Office Agency","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Vehicle Certification Agency","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Revenue Authority","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Devon","30","30","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","North Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","Surrey, East and West Sussex","70","70","27650","24370"
"New entrant CS","2021","Animal and Plant Health Agency","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Declared non-disabled","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
