"Status","Year","Region_ITL1","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","South East (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Department of Health and Social Care","90","90","51210","51230"
"Leaver Dept.","2022","South East (England)","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department for Work and Pensions","90","80","28240","27570"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Department of Health and Social Care","800","740","36770","30300"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Ministry of Defence","400","400","35710","33330"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Department of Health and Social Care","50","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Department of Health and Social Care","150","140","40470","36330"
"Leaver Dept.","2022","South West (England)","Undeclared","Ministry of Defence","60","60","39170","39000"
"Leaver Dept.","2022","South West (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Department of Health and Social Care","150","140","48650","41490"
"Leaver Dept.","2022","South West (England)","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Ministry of Defence","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Cabinet Office","90","90","44820","35200"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Department for Transport","100","100","29100","26470"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Department of Health and Social Care","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Cabinet Office","180","180","37420","32000"
"Leaver Dept.","2022","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","60","50","38300","35160"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department for Work and Pensions","110","100","27640","27570"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Heterosexual / straight","UK Statistics Authority","50","50","35540","36840"
"Leaver Dept.","2022","Wales","Heterosexual / straight","Welsh Government","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","HM Revenue and Customs","70","60","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","UK Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2022","Wales","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Education","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department for Work and Pensions","200","190","27910","27570"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Department of Health and Social Care","250","220","39940","31430"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Ministry of Justice","190","180","25150","21170"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department for Work and Pensions","50","50","26730","27570"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Department of Health and Social Care","70","60","49680","38940"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Ministry of Justice","50","50","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Heterosexual / straight","Cabinet Office","40","30","[c]","[c]"
