"Status","Year","Region_ITL2","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Essex","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","130","130","34450","31950"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","1310","1240","35390","30000"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","60","60","34930","33300"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","390","370","43740","39330"
"Leaver Dept.","2022","Greater Manchester","North West (England)","Declared disabled","90","90","30760","27660"
"Leaver Dept.","2022","Greater Manchester","North West (England)","Declared non-disabled","630","610","33130","27570"
"Leaver Dept.","2022","Greater Manchester","North West (England)","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","North West (England)","Unknown","230","220","33540","29360"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","180","170","36860","30210"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","South East (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","London","Declared disabled","160","150","40490","36650"
"Leaver Dept.","2022","Inner London - East","London","Declared non-disabled","1680","1570","44720","40070"
"Leaver Dept.","2022","Inner London - East","London","Undeclared","60","60","41860","40070"
"Leaver Dept.","2022","Inner London - East","London","Unknown","550","510","49950","41950"
"Leaver Dept.","2022","Inner London - West","London","Declared disabled","470","410","44420","39600"
"Leaver Dept.","2022","Inner London - West","London","Declared non-disabled","3190","2940","46300","40680"
"Leaver Dept.","2022","Inner London - West","London","Undeclared","250","240","42630","39990"
"Leaver Dept.","2022","Inner London - West","London","Unknown","2150","1370","41410","34600"
"Leaver Dept.","2022","Kent","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","South East (England)","Declared non-disabled","130","120","36870","30460"
"Leaver Dept.","2022","Kent","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","North West (England)","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2022","Lancashire","North West (England)","Declared non-disabled","170","160","33900","28590"
"Leaver Dept.","2022","Lancashire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","North West (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","80","70","26430","24000"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","North West (England)","Declared disabled","70","70","30330","27570"
"Leaver Dept.","2022","Merseyside","North West (England)","Declared non-disabled","460","440","28980","25450"
"Leaver Dept.","2022","Merseyside","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","North West (England)","Unknown","130","120","37380","30820"
"Leaver Dept.","2022","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","160","150","37540","33300"
"Leaver Dept.","2022","North Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","Yorkshire and The Humber","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","North East (England)","Declared disabled","60","60","29090","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","North East (England)","Declared non-disabled","510","490","31510","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","North East (England)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","North East (England)","Unknown","170","160","35990","30130"
"Leaver Dept.","2022","Outer London - East and North East","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","London","Declared non-disabled","80","70","31120","31060"
"Leaver Dept.","2022","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","London","Declared non-disabled","230","230","39340","35050"
"Leaver Dept.","2022","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","London","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","London","Declared disabled","60","50","36890","32330"
"Leaver Dept.","2022","Outer London - West and North West","London","Declared non-disabled","830","760","37980","32330"
"Leaver Dept.","2022","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","London","Unknown","420","390","48410","41030"
"Leaver Dept.","2022","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","110","100","30600","27570"
"Leaver Dept.","2022","Shropshire and Staffordshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","200","190","36910","33000"
"Leaver Dept.","2022","South Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Yorkshire and The Humber","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Scotland","Declared non-disabled","100","100","36280","33930"
"Leaver Dept.","2022","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Scotland","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","South East (England)","Declared non-disabled","120","110","35510","29290"
"Leaver Dept.","2022","Surrey, East and West Sussex","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","North East (England)","Declared non-disabled","140","140","31090","27570"
"Leaver Dept.","2022","Tees Valley and Durham","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Declared non-disabled","280","270","38150","33250"
"Leaver Dept.","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","410","210","36880","32000"
"Leaver Dept.","2022","West Central Scotland","Scotland","Declared disabled","60","50","26300","27230"
"Leaver Dept.","2022","West Central Scotland","Scotland","Declared non-disabled","420","410","28540","27570"
"Leaver Dept.","2022","West Central Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Scotland","Unknown","90","80","32690","28200"
"Leaver Dept.","2022","West Midlands","West Midlands (England)","Declared disabled","90","90","30820","27570"
"Leaver Dept.","2022","West Midlands","West Midlands (England)","Declared non-disabled","690","650","32790","27570"
"Leaver Dept.","2022","West Midlands","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands","West Midlands (England)","Unknown","240","230","35850","28710"
"Leaver Dept.","2022","West Wales and The Valleys","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Wales","Declared non-disabled","110","110","31750","27570"
"Leaver Dept.","2022","West Wales and The Valleys","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Wales","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Yorkshire and The Humber","Declared disabled","90","80","32080","30190"
"Leaver Dept.","2022","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","530","490","35670","30760"
"Leaver Dept.","2022","West Yorkshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Yorkshire and The Humber","Unknown","480","180","38310","30870"
"New entrant CS","2021","Bedfordshire and Hertfordshire","East of England","Declared disabled","70","70","25520","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","East of England","Declared non-disabled","500","480","27500","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","East of England","Unknown","230","220","26660","26130"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared disabled","80","80","26880","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Declared non-disabled","760","740","28730","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","South East (England)","Unknown","370","360","28860","26970"
"New entrant CS","2021","Cheshire","North West (England)","Declared disabled","60","60","26640","27570"
"New entrant CS","2021","Cheshire","North West (England)","Declared non-disabled","310","310","26550","27570"
"New entrant CS","2021","Cheshire","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire","North West (England)","Unknown","290","290","29490","28840"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","Declared non-disabled","130","120","26130","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","South West (England)","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Cumbria","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","North West (England)","Declared non-disabled","100","90","28060","23540"
"New entrant CS","2021","Cumbria","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cumbria","North West (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared disabled","100","100","26650","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Declared non-disabled","700","680","27290","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Midlands (England)","Unknown","470","450","27170","25000"
"New entrant CS","2021","Devon","South West (England)","Declared disabled","70","70","24280","23820"
"New entrant CS","2021","Devon","South West (England)","Declared non-disabled","650","620","26280","22850"
"New entrant CS","2021","Devon","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon","South West (England)","Unknown","320","300","26730","22850"
"New entrant CS","2021","Dorset and Somerset","South West (England)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","South West (England)","Declared non-disabled","330","310","25570","25990"
"New entrant CS","2021","Dorset and Somerset","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","South West (England)","Unknown","140","140","26260","22850"
"New entrant CS","2021","East Anglia","East of England","Declared disabled","120","120","25770","27570"
"New entrant CS","2021","East Anglia","East of England","Declared non-disabled","900","870","26930","27570"
"New entrant CS","2021","East Anglia","East of England","Undeclared","50","50","29230","26350"
"New entrant CS","2021","East Anglia","East of England","Unknown","340","320","26040","22850"
"New entrant CS","2021","East Wales","Wales","Declared disabled","120","110","28040","27570"
"New entrant CS","2021","East Wales","Wales","Declared non-disabled","880","850","26670","23050"
"New entrant CS","2021","East Wales","Wales","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","East Wales","Wales","Unknown","910","880","26770","23050"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Declared non-disabled","210","210","24500","22920"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Yorkshire and The Humber","Unknown","180","180","24390","22350"
"New entrant CS","2021","Eastern Scotland","Scotland","Declared disabled","150","140","28670","27570"
"New entrant CS","2021","Eastern Scotland","Scotland","Declared non-disabled","870","850","27930","26160"
"New entrant CS","2021","Eastern Scotland","Scotland","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Scotland","Unknown","1040","1010","29800","24880"
"New entrant CS","2021","Essex","East of England","Declared disabled","60","60","27610","29290"
"New entrant CS","2021","Essex","East of England","Declared non-disabled","460","450","27400","29290"
"New entrant CS","2021","Essex","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex","East of England","Unknown","240","240","28020","24910"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared disabled","240","220","27990","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Declared non-disabled","2070","1980","30570","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Undeclared","110","100","33500","28340"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Unknown","800","780","30040","27540"
"New entrant CS","2021","Greater Manchester","North West (England)","Declared disabled","180","180","26920","27570"
"New entrant CS","2021","Greater Manchester","North West (England)","Declared non-disabled","1370","1340","28210","27570"
"New entrant CS","2021","Greater Manchester","North West (England)","Undeclared","80","80","27610","26180"
"New entrant CS","2021","Greater Manchester","North West (England)","Unknown","1040","1020","27870","25000"
"New entrant CS","2021","Hampshire and Isle of Wight","South East (England)","Declared disabled","140","130","26660","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","South East (England)","Declared non-disabled","1030","1000","28290","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","South East (England)","Undeclared","60","60","30410","26670"
"New entrant CS","2021","Hampshire and Isle of Wight","South East (England)","Unknown","640","610","29540","26590"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Declared non-disabled","300","290","25650","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Unknown","60","60","24880","21050"
"New entrant CS","2021","Highlands and Islands","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Scotland","Declared non-disabled","150","150","24690","21710"
"New entrant CS","2021","Highlands and Islands","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Scotland","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","London","Declared disabled","210","200","32300","31060"
"New entrant CS","2021","Inner London - East","London","Declared non-disabled","1980","1890","35240","31060"
"New entrant CS","2021","Inner London - East","London","Undeclared","170","150","39750","32330"
"New entrant CS","2021","Inner London - East","London","Unknown","970","950","35710","31060"
"New entrant CS","2021","Inner London - West","London","Declared disabled","510","500","34650","32540"
"New entrant CS","2021","Inner London - West","London","Declared non-disabled","3730","3690","37320","33570"
"New entrant CS","2021","Inner London - West","London","Undeclared","440","440","37500","33570"
"New entrant CS","2021","Inner London - West","London","Unknown","3660","3620","38460","32790"
"New entrant CS","2021","Kent","South East (England)","Declared disabled","80","80","27960","29290"
"New entrant CS","2021","Kent","South East (England)","Declared non-disabled","630","630","27240","29290"
"New entrant CS","2021","Kent","South East (England)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Kent","South East (England)","Unknown","400","380","25500","24880"
"New entrant CS","2021","Lancashire","North West (England)","Declared disabled","130","120","23240","21010"
"New entrant CS","2021","Lancashire","North West (England)","Declared non-disabled","800","790","23350","21010"
"New entrant CS","2021","Lancashire","North West (England)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Lancashire","North West (England)","Unknown","330","320","24270","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared disabled","70","60","24550","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Declared non-disabled","490","470","24700","22920"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Unknown","300","290","24440","22350"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","Declared non-disabled","190","180","26380","25190"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","East Midlands (England)","Unknown","60","50","[c]","[c]"
"New entrant CS","2021","Merseyside","North West (England)","Declared disabled","70","70","24420","24710"
"New entrant CS","2021","Merseyside","North West (England)","Declared non-disabled","530","520","25840","24880"
"New entrant CS","2021","Merseyside","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","North West (England)","Unknown","620","610","26630","22350"
"New entrant CS","2021","North Eastern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North Eastern Scotland","Scotland","Declared non-disabled","100","100","28210","27570"
"New entrant CS","2021","North Eastern Scotland","Scotland","Unknown","80","80","27640","23960"
"New entrant CS","2021","North Yorkshire","Yorkshire and The Humber","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Yorkshire and The Humber","Declared non-disabled","370","360","30470","27570"
"New entrant CS","2021","North Yorkshire","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","North Yorkshire","Yorkshire and The Humber","Unknown","110","100","26500","23540"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Declared non-disabled","120","120","24240","20140"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Northern Ireland","Unknown","220","210","23920","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","North East (England)","Declared disabled","190","190","25530","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","North East (England)","Declared non-disabled","1390","1370","25030","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","North East (England)","Undeclared","70","70","25160","21590"
"New entrant CS","2021","Northumberland and Tyne and Wear","North East (England)","Unknown","900","880","24400","21010"
"New entrant CS","2021","Outer London - East and North East","London","Declared disabled","80","70","29980","31060"
"New entrant CS","2021","Outer London - East and North East","London","Declared non-disabled","610","600","29400","31060"
"New entrant CS","2021","Outer London - East and North East","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","London","Unknown","220","220","27650","30150"
"New entrant CS","2021","Outer London - South","London","Declared disabled","60","50","31670","31060"
"New entrant CS","2021","Outer London - South","London","Declared non-disabled","440","440","31090","31060"
"New entrant CS","2021","Outer London - South","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","London","Unknown","560","550","34800","30600"
"New entrant CS","2021","Outer London - West and North West","London","Declared disabled","100","90","29430","31060"
"New entrant CS","2021","Outer London - West and North West","London","Declared non-disabled","950","920","30860","31060"
"New entrant CS","2021","Outer London - West and North West","London","Undeclared","50","50","35030","31060"
"New entrant CS","2021","Outer London - West and North West","London","Unknown","340","340","28280","28650"
"New entrant CS","2021","Overseas","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","West Midlands (England)","Declared disabled","90","90","25410","27570"
"New entrant CS","2021","Shropshire and Staffordshire","West Midlands (England)","Declared non-disabled","610","590","25730","24620"
"New entrant CS","2021","Shropshire and Staffordshire","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","West Midlands (England)","Unknown","320","300","25510","22850"
"New entrant CS","2021","South Yorkshire","Yorkshire and The Humber","Declared disabled","90","90","26660","25000"
"New entrant CS","2021","South Yorkshire","Yorkshire and The Humber","Declared non-disabled","470","470","26150","22850"
"New entrant CS","2021","South Yorkshire","Yorkshire and The Humber","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Yorkshire and The Humber","Unknown","430","420","28360","25000"
"New entrant CS","2021","Southern Scotland","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Scotland","Declared non-disabled","240","240","24860","25140"
"New entrant CS","2021","Southern Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Scotland","Unknown","200","200","22200","20140"
"New entrant CS","2021","Surrey, East and West Sussex","South East (England)","Declared disabled","100","100","27450","27570"
"New entrant CS","2021","Surrey, East and West Sussex","South East (England)","Declared non-disabled","880","850","26830","27570"
"New entrant CS","2021","Surrey, East and West Sussex","South East (England)","Undeclared","60","60","26600","27570"
"New entrant CS","2021","Surrey, East and West Sussex","South East (England)","Unknown","310","300","27200","25770"
"New entrant CS","2021","Tees Valley and Durham","North East (England)","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","North East (England)","Declared non-disabled","370","360","22360","21010"
"New entrant CS","2021","Tees Valley and Durham","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","North East (England)","Unknown","280","270","25360","22350"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","50","50","29730","27570"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","280","280","29740","27570"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","550","540","37300","28000"
"New entrant CS","2021","West Central Scotland","Scotland","Declared disabled","110","100","24320","21010"
"New entrant CS","2021","West Central Scotland","Scotland","Declared non-disabled","860","840","27300","23540"
"New entrant CS","2021","West Central Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Scotland","Unknown","540","520","27360","23540"
"New entrant CS","2021","West Midlands","West Midlands (England)","Declared disabled","140","140","27730","27570"
"New entrant CS","2021","West Midlands","West Midlands (England)","Declared non-disabled","960","930","28420","27570"
"New entrant CS","2021","West Midlands","West Midlands (England)","Undeclared","80","80","30380","27570"
"New entrant CS","2021","West Midlands","West Midlands (England)","Unknown","820","800","29450","25000"
"New entrant CS","2021","West Wales and The Valleys","Wales","Declared disabled","60","60","23100","21050"
"New entrant CS","2021","West Wales and The Valleys","Wales","Declared non-disabled","590","560","24760","21590"
"New entrant CS","2021","West Wales and The Valleys","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Wales","Unknown","340","320","23210","21590"
"New entrant CS","2021","West Yorkshire","Yorkshire and The Humber","Declared disabled","180","170","26820","27570"
"New entrant CS","2021","West Yorkshire","Yorkshire and The Humber","Declared non-disabled","1130","1100","27410","27570"
"New entrant CS","2021","West Yorkshire","Yorkshire and The Humber","Undeclared","70","70","27520","27570"
