"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Maritime and Coastguard Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Digital, Data and Technology","Male","40","40","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Operational Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Operational Delivery","Male","70","60","32720","26590"
"New entrant CS","2021","Maritime and Coastguard Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","60","60","36140","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Female","50","50","28510","26670"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Commercial","Male","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","Female","60","60","30440","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Finance","Male","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","Female","80","70","25870","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Medicine","Female","210","180","41260","34720"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Medicine","Male","70","60","52020","37890"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Other","Female","430","410","22730","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Other","Male","350","350","25170","20920"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Female","180","170","32580","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Project Delivery","Male","190","190","37050","33300"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Property","Female","70","70","27110","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Property","Male","130","130","31870","33000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Male","90","90","26490","25000"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Security","Female","100","100","23440","20310"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Security","Male","480","470","26110","23540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Unknown","Male","60","60","31710","33000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Female","80","80","38290","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Male","70","70","42970","36340"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","70","70","46790","47100"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","120","120","53980","56000"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Female","240","240","33270","30990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Delivery","Male","140","140","32040","30850"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Female","40","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Digital, Data and Technology","Male","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Female","460","460","32060","32260"
"New entrant CS","2021","National Crime Agency","Operational Delivery","Male","430","430","35080","34140"
"New entrant CS","2021","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Female","60","60","61070","70500"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Male","30","30","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
