"Status","Year","Function_of_post","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Legal","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Inner London - West","50","50","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Berkshire, Buckinghamshire and Oxfordshire","220","200","41020","38200"
"Leaver Dept.","2022","No function","Female","Cheshire","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Derbyshire and Nottinghamshire","230","220","33810","28590"
"Leaver Dept.","2022","No function","Female","Devon","70","70","35420","28980"
"Leaver Dept.","2022","No function","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","East Anglia","220","200","37330","30760"
"Leaver Dept.","2022","No function","Female","East Wales","140","130","30970","27570"
"Leaver Dept.","2022","No function","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Eastern Scotland","160","150","26470","27570"
"Leaver Dept.","2022","No function","Female","Essex","70","60","40110","32310"
"Leaver Dept.","2022","No function","Female","Gloucestershire, Wiltshire and Bath/Bristol area","830","760","35400","30220"
"Leaver Dept.","2022","No function","Female","Greater Manchester","380","360","30960","27570"
"Leaver Dept.","2022","No function","Female","Hampshire and Isle of Wight","80","70","38350","29380"
"Leaver Dept.","2022","No function","Female","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Inner London - East","1260","1150","45030","40070"
"Leaver Dept.","2022","No function","Female","Inner London - West","1990","1760","42720","36650"
"Leaver Dept.","2022","No function","Female","Kent","80","80","40340","30990"
"Leaver Dept.","2022","No function","Female","Lancashire","80","80","31400","27570"
"Leaver Dept.","2022","No function","Female","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Merseyside","190","180","31590","27570"
"Leaver Dept.","2022","No function","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","North Yorkshire","80","80","39570","36330"
"Leaver Dept.","2022","No function","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Northumberland, and Tyne and Wear","250","230","31680","27570"
"Leaver Dept.","2022","No function","Female","Outer London - East and North East","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Outer London - South","80","70","31810","31060"
"Leaver Dept.","2022","No function","Female","Outer London - West and North West","750","680","39760","32650"
"Leaver Dept.","2022","No function","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Shropshire and Staffordshire","60","60","[c]","[c]"
"Leaver Dept.","2022","No function","Female","South Yorkshire","60","60","34340","27570"
"Leaver Dept.","2022","No function","Female","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Female","Surrey, East and West Sussex","100","90","38060","29290"
"Leaver Dept.","2022","No function","Female","Tees Valley and Durham","80","70","30760","27570"
"Leaver Dept.","2022","No function","Female","Unknown","250","230","36400","32000"
"Leaver Dept.","2022","No function","Female","West Central Scotland","190","180","27640","27570"
"Leaver Dept.","2022","No function","Female","West Midlands","520","480","33140","27570"
"Leaver Dept.","2022","No function","Female","West Wales and The Valleys","80","70","30080","27570"
"Leaver Dept.","2022","No function","Female","West Yorkshire","370","280","34720","29920"
"Leaver Dept.","2022","No function","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Berkshire, Buckinghamshire and Oxfordshire","140","130","46490","40860"
"Leaver Dept.","2022","No function","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Derbyshire and Nottinghamshire","110","100","34210","27570"
"Leaver Dept.","2022","No function","Male","Devon","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","East Anglia","120","120","41280","27570"
"Leaver Dept.","2022","No function","Male","East Wales","110","110","35380","27570"
"Leaver Dept.","2022","No function","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Eastern Scotland","90","90","25260","27570"
"Leaver Dept.","2022","No function","Male","Essex","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Gloucestershire, Wiltshire and Bath/Bristol area","470","450","41240","36330"
"Leaver Dept.","2022","No function","Male","Greater Manchester","250","250","33710","27570"
"Leaver Dept.","2022","No function","Male","Hampshire and Isle of Wight","70","60","31830","27570"
"Leaver Dept.","2022","No function","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Inner London - East","610","570","47970","41310"
"Leaver Dept.","2022","No function","Male","Inner London - West","1540","1380","44240","39600"
"Leaver Dept.","2022","No function","Male","Kent","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Merseyside","110","100","35510","27570"
"Leaver Dept.","2022","No function","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","North Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Northumberland, and Tyne and Wear","120","120","32930","27570"
"Leaver Dept.","2022","No function","Male","Outer London - East and North East","30","30","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Outer London - West and North West","340","320","45480","40070"
"Leaver Dept.","2022","No function","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","South Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Tees Valley and Durham","50","40","[c]","[c]"
"Leaver Dept.","2022","No function","Male","Unknown","190","180","37920","32000"
"Leaver Dept.","2022","No function","Male","West Central Scotland","110","110","28840","27570"
"Leaver Dept.","2022","No function","Male","West Midlands","280","280","33820","27570"
"Leaver Dept.","2022","No function","Male","West Wales and The Valleys","50","50","[c]","[c]"
"Leaver Dept.","2022","No function","Male","West Yorkshire","250","190","37200","28970"
"Leaver Dept.","2022","Project Delivery","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","34580","32710"
"Leaver Dept.","2022","Project Delivery","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Inner London - West","70","70","48910","39960"
"Leaver Dept.","2022","Project Delivery","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Gloucestershire, Wiltshire and Bath/Bristol area","160","160","35620","33000"
"Leaver Dept.","2022","Project Delivery","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Inner London - West","60","50","55460","51730"
"Leaver Dept.","2022","Project Delivery","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
