"Status","Year","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","240","240","74330","70210"
"New entrant CS","2021","Communications","Communications","420","410","36490","32560"
"New entrant CS","2021","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","60","60","31840","31810"
"New entrant CS","2021","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tax","670","670","26370","25560"
"New entrant CS","2021","Communications","Unknown","130","130","32930","31810"
"New entrant CS","2021","Counter Fraud","Counter Fraud","50","50","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","60","60","26270","25560"
"New entrant CS","2021","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","130","130","20890","20140"
"New entrant CS","2021","Debt","Tax","820","800","20450","20140"
"New entrant CS","2021","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","1560","1550","39450","36160"
"New entrant CS","2021","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","190","190","45050","40600"
"New entrant CS","2021","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Finance","640","620","35120","32790"
"New entrant CS","2021","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","50","50","22320","21050"
"New entrant CS","2021","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","650","630","33180","28920"
"New entrant CS","2021","Human Resources","Operational Delivery","80","70","30150","26500"
"New entrant CS","2021","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","120","120","30070","27500"
"New entrant CS","2021","Internal Audit","Internal Audit","50","40","[c]","[c]"
"New entrant CS","2021","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","870","840","43060","43920"
"New entrant CS","2021","Legal","Operational Delivery","480","470","22410","20250"
"New entrant CS","2021","Legal","Other","60","60","27170","26950"
"New entrant CS","2021","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","90","90","33180","31500"
"New entrant CS","2021","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","90","90","63580","70500"
"New entrant CS","2021","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","150","140","33230","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","60","60","33730","31810"
"New entrant CS","2021","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","100","70","74540","82100"
"New entrant CS","2021","No function","Operational Delivery","13380","12830","25480","22850"
"New entrant CS","2021","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","360","350","31960","25750"
"New entrant CS","2021","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","2910","2870","37200","33570"
"New entrant CS","2021","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","120","120","26440","24620"
"New entrant CS","2021","No function","Science and Engineering","830","760","31970","28870"
"New entrant CS","2021","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Tax","1690","1640","21790","20140"
"New entrant CS","2021","No function","Unknown","1200","1190","30970","28000"
"New entrant CS","2021","No function","Veterinarian","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Operational Delivery","140","130","35080","32870"
"New entrant CS","2021","Project Delivery","Other","150","150","27330","23900"
"New entrant CS","2021","Project Delivery","Policy","50","50","37900","33570"
"New entrant CS","2021","Project Delivery","Project Delivery","1030","1010","37230","34170"
"New entrant CS","2021","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Science and Engineering","280","270","30680","27540"
"New entrant CS","2021","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","70","70","50490","40600"
"New entrant CS","2021","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Operational Delivery","170","160","23820","20880"
"New entrant CS","2021","Property","Other","30","30","[c]","[c]"
"New entrant CS","2021","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Property","450","450","33120","30000"
"New entrant CS","2021","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","70","60","29150","27810"
"New entrant CS","2021","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Security","720","720","27020","23540"
"New entrant CS","2021","Security","Unknown","130","120","26630","20920"
"New entrant CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","180","180","49140","46140"
"New entrant CS","2021","Unknown","Economics","60","60","31100","32390"
"New entrant CS","2021","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","60","50","38940","36000"
"New entrant CS","2021","Unknown","Intelligence Analysis","80","80","28310","26670"
"New entrant CS","2021","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicine","300","250","44010","37890"
"New entrant CS","2021","Unknown","Operational Delivery","1300","1260","25210","24880"
"New entrant CS","2021","Unknown","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Other","1150","1120","26820","22920"
"New entrant CS","2021","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","310","300","39450","35050"
"New entrant CS","2021","Unknown","Project Delivery","100","100","39690","35050"
"New entrant CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","120","120","29560","26350"
"New entrant CS","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","19220","18840","27440","27570"
"New entrant CS","2021","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Economics","300","290","34540","30710"
"New entrant CS","2022","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Operational Delivery","120","120","31820","30210"
"New entrant CS","2022","Analysis","Operational Research","80","80","31520","30850"
"New entrant CS","2022","Analysis","Other","90","90","40440","33400"
"New entrant CS","2022","Analysis","Policy","60","60","34650","35450"
"New entrant CS","2022","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Science and Engineering","100","100","31760","29270"
"New entrant CS","2022","Analysis","Social Research","250","240","34610","30710"
"New entrant CS","2022","Analysis","Statistics","300","290","33040","30710"
"New entrant CS","2022","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","70","40","[c]","[c]"
"New entrant CS","2022","Commercial","Commercial","640","580","32930","30420"
"New entrant CS","2022","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Operational Delivery","60","60","36790","33000"
"New entrant CS","2022","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","240","240","67900","68130"
"New entrant CS","2022","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Communications","530","490","36290","33080"
"New entrant CS","2022","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Operational Delivery","480","480","26770","26590"
"New entrant CS","2022","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Tax","370","360","27420","26590"
"New entrant CS","2022","Communications","Unknown","90","90","33010","33080"
"New entrant CS","2022","Counter Fraud","Counter Fraud","700","680","26310","27570"
"New entrant CS","2022","Counter Fraud","Intelligence Analysis","70","70","31040","30750"
"New entrant CS","2022","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Legal","70","70","29580","26590"
"New entrant CS","2022","Counter Fraud","Operational Delivery","360","350","24660","21260"
"New entrant CS","2022","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","350","350","28920","26590"
"New entrant CS","2022","Debt","Operational Delivery","520","500","21410","21250"
"New entrant CS","2022","Debt","Other","310","300","21800","21260"
"New entrant CS","2022","Debt","Tax","180","170","22030","21250"
"New entrant CS","2022","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Digital, Data and Technology","2460","2400","37400","33840"
"New entrant CS","2022","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","60","60","26940","26350"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","60","60","25730","21430"
"New entrant CS","2022","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","260","260","43190","40600"
"New entrant CS","2022","Finance","Commercial","50","50","29940","28970"
"New entrant CS","2022","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","980","900","34470","31990"
"New entrant CS","2022","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","70","60","28210","21250"
"New entrant CS","2022","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","520","500","21610","21300"
"New entrant CS","2022","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","1050","990","33410","29440"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","120","110","27770","27570"
"New entrant CS","2022","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","170","170","31690","27500"
"New entrant CS","2022","Internal Audit","Internal Audit","60","50","41780","41720"
"New entrant CS","2022","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","740","710","44720","43920"
"New entrant CS","2022","Legal","Operational Delivery","380","370","22550","22200"
"New entrant CS","2022","Legal","Other","100","90","27620","26950"
"New entrant CS","2022","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","No function","Economics","50","50","36060","32320"
"New entrant CS","2022","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Geography","70","70","26000","20420"
"New entrant CS","2022","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Inspector of Education and Training","160","160","58620","51360"
"New entrant CS","2022","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","International Trade","200","200","37000","31800"
"New entrant CS","2022","No function","Knowledge and Information Management","120","120","31340","28590"
"New entrant CS","2022","No function","Legal","130","120","34400","34260"
"New entrant CS","2022","No function","Medicine","80","60","75170","84560"
"New entrant CS","2022","No function","Operational Delivery","31980","30580","26460","24140"
"New entrant CS","2022","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Other","790","770","29170","25110"
"New entrant CS","2022","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Policy","3420","3340","36430","33570"
"New entrant CS","2022","No function","Project Delivery","70","70","35890","34020"
"New entrant CS","2022","No function","Psychology","190","190","26590","27230"
"New entrant CS","2022","No function","Science and Engineering","990","950","31520","29230"
"New entrant CS","2022","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Tax","1940","1900","27880","26590"
"New entrant CS","2022","No function","Unknown","1460","1430","32120","28000"
"New entrant CS","2022","No function","Veterinarian","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Commercial","50","50","28190","24000"
"New entrant CS","2022","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Operational Delivery","130","120","28530","24920"
"New entrant CS","2022","Project Delivery","Other","250","240","27840","24750"
"New entrant CS","2022","Project Delivery","Policy","60","50","38720","37610"
"New entrant CS","2022","Project Delivery","Project Delivery","1000","980","37260","34570"
"New entrant CS","2022","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Science and Engineering","420","410","34600","33000"
"New entrant CS","2022","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Operational Delivery","230","230","22470","21750"
"New entrant CS","2022","Property","Other","50","40","[c]","[c]"
"New entrant CS","2022","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Property","760","750","34600","31010"
"New entrant CS","2022","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Intelligence Analysis","70","70","30120","28700"
"New entrant CS","2022","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Security","630","630","27950","25000"
"New entrant CS","2022","Security","Unknown","160","150","30700","27500"
"New entrant CS","2022","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","250","250","45700","41950"
"New entrant CS","2022","Unknown","Economics","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Finance","150","150","36490","33000"
"New entrant CS","2022","Unknown","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Medicine","260","220","44190","37280"
"New entrant CS","2022","Unknown","Operational Delivery","1840","1720","26080","24880"
"New entrant CS","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","1010","980","25170","21170"
"New entrant CS","2022","Unknown","Planning","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","350","340","37290","35310"
"New entrant CS","2022","Unknown","Project Delivery","130","130","37470","35050"
"New entrant CS","2022","Unknown","Science and Engineering","120","120","30330","26350"
"New entrant CS","2022","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","50","50","32960","33650"
"New entrant CS","2022","Unknown","Statistics","70","70","26140","22460"
"New entrant CS","2022","Unknown","Unknown","5170","5010","30360","27230"
"New entrant CS","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
