"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Attorney General's Departments","510","490","42460","41080"
"In post","2021","30-39","Unknown","Cabinet Office","770","760","50080","51560"
"In post","2021","30-39","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Charity Commission","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","750","720","37250","33570"
"In post","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","100","100","52010","51940"
"In post","2021","30-39","Unknown","Department for Education","380","370","42540","38280"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","360","340","41260","37240"
"In post","2021","30-39","Unknown","Department for International Trade","310","310","48390","51970"
"In post","2021","30-39","Unknown","Department for Transport","540","510","30120","26470"
"In post","2021","30-39","Unknown","Department for Work and Pensions","940","890","29520","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care","1030","990","45630","41130"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","510","500","49040","53000"
"In post","2021","30-39","Unknown","HM Land Registry","530","500","28340","22350"
"In post","2021","30-39","Unknown","HM Revenue and Customs","4570","4320","28770","25560"
"In post","2021","30-39","Unknown","HM Treasury","60","60","52730","55330"
"In post","2021","30-39","Unknown","Home Office","480","470","33390","25770"
"In post","2021","30-39","Unknown","Ministry of Defence","2080","2010","35790","33300"
"In post","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government","100","100","45350","41400"
"In post","2021","30-39","Unknown","Ministry of Justice","2010","1940","28320","25570"
"In post","2021","30-39","Unknown","National Crime Agency","890","870","37170","36410"
"In post","2021","30-39","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Standards in Education","40","30","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Other Cabinet Office Agencies","150","150","35250","34800"
"In post","2021","30-39","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government","2550","2450","33620","30930"
"In post","2021","30-39","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","United Kingdom Statistics Authority","620","590","33650","31000"
"In post","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Government","90","90","38730","34490"
"In post","2021","40-49","Declared disabled","Attorney General's Departments","260","230","44250","45530"
"In post","2021","40-49","Declared disabled","Cabinet Office","150","150","48170","51190"
"In post","2021","40-49","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy","250","230","42800","39490"
"In post","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Education","190","180","42910","37100"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs","320","300","35680","30730"
"In post","2021","40-49","Declared disabled","Department for International Trade","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Transport","330","300","30100","26590"
"In post","2021","40-49","Declared disabled","Department for Work and Pensions","3650","3250","27490","27570"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care","120","110","44300","39500"
"In post","2021","40-49","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office","210","210","46600","39240"
"In post","2021","40-49","Declared disabled","HM Land Registry","90","80","31570","27130"
"In post","2021","40-49","Declared disabled","HM Revenue and Customs","1340","1240","31190","27230"
"In post","2021","40-49","Declared disabled","HM Treasury","40","30","[c]","[c]"
"In post","2021","40-49","Declared disabled","Home Office","800","740","32680","28650"
"In post","2021","40-49","Declared disabled","Ministry of Defence","1060","1030","35700","33300"
"In post","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government","70","60","43770","40190"
"In post","2021","40-49","Declared disabled","Ministry of Justice","2060","1940","30890","28200"
"In post","2021","40-49","Declared disabled","National Crime Agency","60","50","37540","36410"
"In post","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Standards in Education","40","40","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Government","410","390","39040","33650"
"In post","2021","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","United Kingdom Statistics Authority","110","100","36340","32780"
"In post","2021","40-49","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Welsh Government","80","80","41030","37410"
"In post","2021","40-49","Declared non-disabled","Attorney General's Departments","1980","1810","48320","51250"
"In post","2021","40-49","Declared non-disabled","Cabinet Office","1030","1000","57050","54700"
"In post","2021","40-49","Declared non-disabled","Chancellor's other departments","100","90","66680","58490"
"In post","2021","40-49","Declared non-disabled","Charity Commission","70","70","37500","29420"
"In post","2021","40-49","Declared non-disabled","Competition and Markets Authority","180","170","69980","71000"
"In post","2021","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2170","2050","46230","43130"
"In post","2021","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","210","200","59920","58750"
"In post","2021","40-49","Declared non-disabled","Department for Education","1610","1520","48310","50130"
"In post","2021","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","2300","2140","37830","35900"
"In post","2021","40-49","Declared non-disabled","Department for International Trade","270","260","54650","51970"
"In post","2021","40-49","Declared non-disabled","Department for Transport","2770","2620","36090","30780"
"In post","2021","40-49","Declared non-disabled","Department for Work and Pensions","17060","15360","28810","27570"
"In post","2021","40-49","Declared non-disabled","Department of Health and Social Care","1450","1330","49000","47130"
"In post","2021","40-49","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Food Standards Agency","220","220","39680","37630"
"In post","2021","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","1570","1530","52830","54470"
"In post","2021","40-49","Declared non-disabled","HM Land Registry","770","700","35370","33840"
"In post","2021","40-49","Declared non-disabled","HM Revenue and Customs","8480","7930","34180","31810"
"In post","2021","40-49","Declared non-disabled","HM Treasury","280","260","56960","52840"
"In post","2021","40-49","Declared non-disabled","Home Office","7390","6910","33960","28850"
"In post","2021","40-49","Declared non-disabled","Ministry of Defence","7960","7680","36750","33300"
"In post","2021","40-49","Declared non-disabled","Ministry of Housing, Communities and Local Government","630","600","49590","48200"
"In post","2021","40-49","Declared non-disabled","Ministry of Justice","12070","11310","32260","30210"
"In post","2021","40-49","Declared non-disabled","National Crime Agency","560","530","43450","41000"
"In post","2021","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office for Standards in Education","430","420","53460","51360"
"In post","2021","40-49","Declared non-disabled","Office of Gas and Electricity Markets","210","210","55690","52670"
"In post","2021","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Office of Rail and Road","80","80","55960","55430"
"In post","2021","40-49","Declared non-disabled","Other Cabinet Office Agencies","100","90","48170","42410"
"In post","2021","40-49","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Scottish Government","2520","2390","44030","39660"
"In post","2021","40-49","Declared non-disabled","The National Archives","110","100","40610","37750"
"In post","2021","40-49","Declared non-disabled","UK Export Finance","110","100","59070","55030"
"In post","2021","40-49","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","United Kingdom Statistics Authority","580","530","39670","36030"
"In post","2021","40-49","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Water Services Regulation Authority","80","70","64650","59730"
"In post","2021","40-49","Declared non-disabled","Welsh Government","1460","1380","44270","41560"
"In post","2021","40-49","Undeclared","Attorney General's Departments","50","40","[c]","[c]"
"In post","2021","40-49","Undeclared","Cabinet Office","60","60","47570","38890"
"In post","2021","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","100","100","48140","43430"
"In post","2021","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Education","90","90","46480","40400"
"In post","2021","40-49","Undeclared","Department for Environment, Food and Rural Affairs","100","90","40430","37430"
"In post","2021","40-49","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Department for Transport","350","340","36890","31820"
