"Status","Year","Sexual_orientation","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","EO","120","120","27850","27570"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions","SEO/HEO","60","60","35330","33330"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","AA/AO","90","70","21080","19880"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","EO","220","80","25860","26880"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","G6/G7","520","190","59290","54560"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","SCS","110","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","SEO/HEO","710","270","36150","36330"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","SEO/HEO","60","60","38230","39020"
"Leaver Dept.","2022","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","G6/G7","130","130","58510","54700"
"Leaver Dept.","2022","Unknown","Cabinet Office","SCS","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","SEO/HEO","620","620","32270","32000"
"Leaver Dept.","2022","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","60","60","36940","36490"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","EO","50","50","28510","29970"
"Leaver Dept.","2022","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport","SEO/HEO","60","60","36920","35240"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","AA/AO","90","80","21280","21260"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","EO","260","250","28030","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","SEO/HEO","100","100","35680","35310"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","AA/AO","90","70","21430","22030"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","EO","90","80","27120","27900"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","G6/G7","410","390","59310","56410"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","SCS","90","80","117500","114000"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","SEO/HEO","370","340","38070","38330"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","G6/G7","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","AA/AO","580","550","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","EO","260","260","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","G6/G7","130","130","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","SEO/HEO","300","300","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","EO","60","60","26720","24890"
"Leaver Dept.","2022","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","SEO/HEO","110","110","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","SEO/HEO","70","70","38100","37890"
"Leaver Dept.","2022","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","AA/AO","150","140","20790","20970"
"Leaver Dept.","2022","Unknown","Ministry of Justice","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","SEO/HEO","70","70","36880","36050"
"Leaver Dept.","2022","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","SEO/HEO","50","50","32480","30810"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","AA/AO","220","210","20630","20120"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","EO","130","130","27150","26950"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","G6/G7","260","250","52610","50520"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Attorney General's Departments","SEO/HEO","140","140","39620","39880"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","AA/AO","70","60","22130","20800"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","EO","150","150","26890","27500"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","G6/G7","130","130","56780","54700"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Cabinet Office","SEO/HEO","190","190","35710","34550"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","AA/AO","80","80","21520","20880"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","EO","120","120","26820","27680"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","G6/G7","80","80","58990","55440"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","SEO/HEO","370","360","35730","33570"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","EO","60","50","26820","26180"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","G6/G7","50","50","55920","51730"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","SEO/HEO","160","160","36240","34020"
"New entrant CS","2021","Heterosexual / straight","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Education","EO","130","130","26100","25000"
"New entrant CS","2021","Heterosexual / straight","Department for Education","G6/G7","90","80","53880","53420"
"New entrant CS","2021","Heterosexual / straight","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Education","SEO/HEO","180","170","34580","36500"
"New entrant CS","2021","Heterosexual / straight","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","AA/AO","200","190","21800","21050"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","EO","230","220","25730","24920"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","G6/G7","140","140","53360","52290"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","SEO/HEO","420","420","33330","32560"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Department for International Trade","EO","40","40","[c]","[c]"
