"Status","Year","Region_ITL3","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire CC and Rutland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","20-29","70","70","27430","27770"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","30-39","70","70","29910","31060"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","40-49","40","30","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lewisham and Southwark","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","20-29","60","60","24140","22920"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","50-59","70","70","28290","27570"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lisburn and Castlereagh","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Heterosexual / straight","20-29","110","110","23920","21950"
"New entrant CS","2021","Liverpool","Heterosexual / straight","30-39","70","70","28750","26350"
"New entrant CS","2021","Liverpool","Heterosexual / straight","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Liverpool","Heterosexual / straight","50-59","50","50","28060","22920"
"New entrant CS","2021","Liverpool","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","20-29","120","110","21990","20140"
"New entrant CS","2021","Liverpool","Unknown","30-39","70","60","24220","21430"
"New entrant CS","2021","Liverpool","Unknown","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Liverpool","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Luton","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Heterosexual / straight","20-29","280","280","26910","27570"
"New entrant CS","2021","Manchester","Heterosexual / straight","30-39","180","180","33870","30990"
"New entrant CS","2021","Manchester","Heterosexual / straight","40-49","130","120","39830","36410"
"New entrant CS","2021","Manchester","Heterosexual / straight","50-59","80","80","35220","27570"
"New entrant CS","2021","Manchester","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","20-29","180","180","25750","24880"
"New entrant CS","2021","Manchester","Unknown","30-39","90","80","30090","27570"
"New entrant CS","2021","Manchester","Unknown","40-49","50","50","32480","24880"
"New entrant CS","2021","Manchester","Unknown","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Manchester","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medway","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","50-59","30","30","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merton, Kingston upon Thames and Sutton","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Undeclared","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Kent","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","20-29","50","50","23250","21010"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Undeclared","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mid Lancashire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","LGBO","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Undeclared","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Undeclared","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Undeclared","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Milton Keynes","Unknown","60-64","[c]","[c]","[c]","[c]"
