"Status","Year","Organisation","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scottish Prison Service","Psychology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Public Pensions Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","20-29","110","100","23140","20060"
"New entrant CS","2021","Social Security Scotland","Unknown","30-39","100","90","26810","26160"
"New entrant CS","2021","Social Security Scotland","Unknown","40-49","100","90","27520","20060"
"New entrant CS","2021","Social Security Scotland","Unknown","50-59","70","70","27170","21150"
"New entrant CS","2021","Social Security Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Standards and Testing Agency","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","20-29","40","30","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Teaching Regulation Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Other","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Transport Scotland","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Operational Delivery","20-29","40","40","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Hydrographic Office","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Economics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Operational Delivery","20-29","50","50","23340","23320"
"New entrant CS","2021","UK Intellectual Property Office","Operational Delivery","30-39","40","40","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Intellectual Property Office","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Policy","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Policy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Space Agency","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","20-29","50","50","28860","24920"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","30-39","40","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Economics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Economics","20-29","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Economics","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","20-29","170","170","26720","24390"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","30-39","120","110","30510","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","40-49","60","60","31160","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","50-59","60","50","26870","25000"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Research","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Operational Research","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Policy","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Policy","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Social Research","20-29","100","100","31240","30790"
"New entrant CS","2021","United Kingdom Statistics Authority","Social Research","30-39","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Social Research","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","20-29","90","90","29690","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","30-39","40","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Statistics","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","20-29","50","50","21090","20880"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Property","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Property","20-29","80","80","27510","24500"
"New entrant CS","2021","Valuation Office Agency","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Valuation Office Agency","Statistics","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Science and Engineering","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Vehicle Certification Agency","Science and Engineering","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Human Resources","20-29","[c]","[c]","[c]","[c]"
