"Status","Year","Disability","Sexual_orientation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","60","60","29840","27680"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Education","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs","190","190","34240","29810"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Levelling Up, Housing and Communities","50","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department for Work and Pensions","900","870","25900","26370"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Department of Health and Social Care","120","110","35280","32330"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","HM Revenue and Customs","270","260","27070","26590"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Ministry of Defence","160","160","30480","26350"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Ministry of Justice","1330","1260","28310","26150"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Scottish Government","160","160","27890","27230"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","UK Statistics Authority","70","60","29750","30460"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Heterosexual / straight","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Department for Work and Pensions","190","190","25340","26370"
"New entrant CS","2022","Declared disabled","LGBO","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","HM Revenue and Customs","80","80","26690","26590"
"New entrant CS","2022","Declared disabled","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Ministry of Justice","230","220","27440","24430"
"New entrant CS","2022","Declared disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Scottish Government","70","70","27030","24400"
"New entrant CS","2022","Declared disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Department for Work and Pensions","70","70","26820","27570"
"New entrant CS","2022","Declared disabled","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Ministry of Justice","110","110","28900","27540"
"New entrant CS","2022","Declared disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Attorney General's Departments","680","660","35650","29280"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Cabinet Office","610","610","38540","34500"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Chancellor's other departments","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Competition and Markets Authority","100","90","45630","35250"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","780","760","33470","30950"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","250","240","36050","34020"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Education","140","130","37750","36500"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs","1420","1390","33440","30320"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for International Trade","170","170","36850","31800"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Levelling Up, Housing and Communities","350","350","36710","33210"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Transport","960","930","31120","26130"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department for Work and Pensions","6570","6430","26590","27570"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Department of Health and Social Care","1300","1190","35120","30880"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Food Standards Agency","80","70","34890","31380"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","HM Land Registry","130","130","27550","25660"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","HM Revenue and Customs","3740","3670","27500","26590"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","HM Treasury","200","190","35170","28500"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Home Office","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Ministry of Defence","2160","2110","31160","27540"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Ministry of Justice","8050","7760","26920","24090"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","200","190","49890","46360"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office of Gas and Electricity Markets","330","330","37060","30000"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office of Rail and Road","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Scottish Government","1720","1690","30210","27230"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","The National Archives","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","UK Export Finance","100","100","43670","39000"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","UK Statistics Authority","460","420","29960","30210"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Water Services Regulation Authority","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Heterosexual / straight","Welsh Government","230","220","36130","31210"
"New entrant CS","2022","Declared non-disabled","LGBO","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Cabinet Office","70","70","35600","32000"
"New entrant CS","2022","Declared non-disabled","LGBO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Business, Energy and Industrial Strategy","80","80","31020","30360"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Environment, Food and Rural Affairs","170","170","33170","32560"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Levelling Up, Housing and Communities","50","50","34440","33210"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Transport","110","100","32430","26130"
"New entrant CS","2022","Declared non-disabled","LGBO","Department for Work and Pensions","510","500","25510","26370"
"New entrant CS","2022","Declared non-disabled","LGBO","Department of Health and Social Care","120","110","34330","28590"
"New entrant CS","2022","Declared non-disabled","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","HM Revenue and Customs","340","340","27130","26590"
"New entrant CS","2022","Declared non-disabled","LGBO","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Ministry of Defence","110","110","29090","26350"
"New entrant CS","2022","Declared non-disabled","LGBO","Ministry of Justice","690","680","26620","23170"
"New entrant CS","2022","Declared non-disabled","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Scottish Government","200","190","29740","27230"
"New entrant CS","2022","Declared non-disabled","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Statistics Authority","50","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","LGBO","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Attorney General's Departments","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","90","80","34950","31400"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","100","100","32750","32560"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department for Work and Pensions","300","290","25980","27570"
"New entrant CS","2022","Declared non-disabled","Undeclared","Department of Health and Social Care","160","140","33850","29520"
"New entrant CS","2022","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Revenue and Customs","150","150","27880","26590"
"New entrant CS","2022","Declared non-disabled","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Defence","80","70","32100","29230"
"New entrant CS","2022","Declared non-disabled","Undeclared","Ministry of Justice","320","310","27540","24800"
"New entrant CS","2022","Declared non-disabled","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Scottish Government","90","90","31910","27230"
"New entrant CS","2022","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","400","390","22670","21300"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Land Registry","50","50","26690","22600"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Revenue and Customs","380","370","27580","26590"
"New entrant CS","2022","Declared non-disabled","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Defence","390","390","29070","26030"
"New entrant CS","2022","Declared non-disabled","Unknown","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Scottish Government","120","120","23000","22000"
"New entrant CS","2022","Declared non-disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Environment, Food and Rural Affairs","50","50","35800","35300"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Transport","80","80","31250","26760"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department for Work and Pensions","260","260","26290","27570"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Food Standards Agency","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Revenue and Customs","100","90","26690","26590"
"New entrant CS","2022","Undeclared","Heterosexual / straight","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Ministry of Defence","70","70","29060","25540"
"New entrant CS","2022","Undeclared","Heterosexual / straight","Ministry of Justice","320","300","28690","26730"
