"Status","Year","Function_of_post","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Monmouthshire and Newport","60","60","36470","36840"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Tower Hamlets","60","60","37250","34550"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Tyneside","80","80","35400","35310"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Westminster","200","180","37920","39600"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Leeds","30","30","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","North Lanarkshire","30","30","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","[c]","[c]"
"New entrant CS","2022","Finance","EO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Leeds","50","40","[c]","[c]"
"New entrant CS","2022","Finance","EO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Westminster","50","50","[c]","[c]"
"New entrant CS","2022","Finance","EO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","EO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Westminster","50","40","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Leeds","60","50","34480","33220"
"New entrant CS","2022","Finance","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Manchester","30","30","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Westminster","120","100","38310","37610"
"New entrant CS","2022","Finance","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Cheshire East","30","30","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Nottingham","30","30","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","Tyneside","130","120","21180","21300"
"New entrant CS","2022","Grants Management","AA/AO","West Cumbria","100","90","21300","21300"
"New entrant CS","2022","Grants Management","AA/AO","Worcestershire CC","40","40","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","York","50","40","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","Coventry","[c]","[c]","[c]","[c]"
