"Status","Year","Sexual_orientation","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government","Declared non-disabled","60","60","28380","26160"
"New entrant CS","2021","LGBO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","United Kingdom Statistics Authority","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","LGBO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Declared non-disabled","50","50","37800","33570"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Declared non-disabled","70","70","30280","29180"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","Declared disabled","120","120","27190","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","Declared non-disabled","510","500","27030","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","Undeclared","140","130","27730","27570"
"New entrant CS","2021","Undeclared","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","Declared non-disabled","160","140","35970","32330"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","Undeclared","140","110","38560","32330"
"New entrant CS","2021","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","Declared non-disabled","70","70","26590","24120"
"New entrant CS","2021","Undeclared","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","HM Treasury","Undeclared","50","50","38110","32320"
"New entrant CS","2021","Undeclared","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","Declared non-disabled","110","110","30790","27200"
"New entrant CS","2021","Undeclared","Ministry of Defence","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","Declared non-disabled","160","150","26590","22920"
"New entrant CS","2021","Undeclared","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","National Crime Agency","Unknown","60","60","31830","28840"
"New entrant CS","2021","Undeclared","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","Declared non-disabled","60","60","30630","24750"
"New entrant CS","2021","Undeclared","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Scottish Government","Unknown","70","70","23960","20850"
"New entrant CS","2021","Undeclared","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Attorney General's Departments","Unknown","150","150","32280","26950"
"New entrant CS","2021","Unknown","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Unknown","1040","1040","40830","28000"
"New entrant CS","2021","Unknown","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Declared non-disabled","140","140","33510","30930"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","510","500","29110","24250"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","Unknown","270","270","35890","32940"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Declared non-disabled","60","60","26100","21050"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","330","320","33980","30560"
"New entrant CS","2021","Unknown","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Unknown","140","140","32360","31800"
"New entrant CS","2021","Unknown","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Undeclared","190","190","37260","34710"
"New entrant CS","2021","Unknown","Department for Transport","Unknown","380","360","26060","21590"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Unknown","1760","1720","27760","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Unknown","850","830","40680","32790"
"New entrant CS","2021","Unknown","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Unknown","330","320","26320","22350"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Declared non-disabled","90","90","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Unknown","3470","3390","24230","20140"
"New entrant CS","2021","Unknown","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Unknown","1440","1420","31440","25650"
"New entrant CS","2021","Unknown","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Declared non-disabled","70","70","30360","26350"
"New entrant CS","2021","Unknown","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","720","700","29950","25540"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Unknown","60","60","35640","33210"
"New entrant CS","2021","Unknown","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","3460","3330","24470","22680"
"New entrant CS","2021","Unknown","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Unknown","120","120","37650","36200"
"New entrant CS","2021","Unknown","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","Declared non-disabled","100","90","28190","25140"
"New entrant CS","2021","Unknown","Scottish Government","Unknown","910","880","31800","26160"
"New entrant CS","2021","Unknown","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Unknown","270","260","31050","29540"
"New entrant CS","2021","Unknown","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","Declared disabled","90","90","34990","29280"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","Declared non-disabled","680","660","35650","29280"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Departments","Unknown","110","110","30730","25480"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","Declared disabled","90","90","37230","33280"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","Declared non-disabled","610","610","38540","34500"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office","Unknown","60","60","35370","30420"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Declared non-disabled","100","90","45630","35250"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared disabled","60","60","29840","27680"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Declared non-disabled","780","760","33470","30950"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","90","90","36390","33570"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Declared non-disabled","250","240","36050","34020"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education","Declared non-disabled","140","130","37750","36500"
"New entrant CS","2022","Heterosexual / straight","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Education","Unknown","540","530","34010","29360"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared disabled","190","190","34240","29810"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Declared non-disabled","1420","1390","33440","30320"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Undeclared","50","50","35800","35300"
"New entrant CS","2022","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Declared non-disabled","170","170","36850","31800"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for International Trade","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Declared non-disabled","350","350","36710","33210"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Declared non-disabled","960","930","31120","26130"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Undeclared","80","80","31250","26760"
"New entrant CS","2022","Heterosexual / straight","Department for Transport","Unknown","80","70","29450","26840"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Declared disabled","900","870","25900","26370"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Declared non-disabled","6570","6430","26590","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Undeclared","260","260","26290","27570"
"New entrant CS","2022","Heterosexual / straight","Department for Work and Pensions","Unknown","90","80","27500","27570"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Declared disabled","120","110","35280","32330"
"New entrant CS","2022","Heterosexual / straight","Department of Health and Social Care","Declared non-disabled","1300","1190","35120","30880"
