"Status","Year","Parent_department","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Work and Pensions","AA/AO","Unknown","5530","5470","21610","21010"
"New entrant CS","2021","Department for Work and Pensions","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","EO","No function","70","70","26490","26370"
"New entrant CS","2021","Department for Work and Pensions","EO","Unknown","10880","10630","28590","27570"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","G6/G7","Unknown","170","170","58160","56140"
"New entrant CS","2021","Department for Work and Pensions","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","No function","60","60","39640","36040"
"New entrant CS","2021","Department for Work and Pensions","SEO/HEO","Unknown","390","390","35180","35310"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","No function","420","370","20500","19630"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","EO","No function","430","400","25560","26880"
"New entrant CS","2021","Department of Health and Social Care","EO","Unknown","50","50","26980","27140"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","No function","360","330","56390","53360"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SCS","No function","100","70","97030","91300"
"New entrant CS","2021","Department of Health and Social Care","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Finance","120","120","34730","32790"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","No function","1260","1120","34500","32790"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","SEO/HEO","Unknown","70","70","37040","40450"
"New entrant CS","2021","ESTYN","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","No function","50","50","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","AA/AO","No function","510","500","22530","22350"
"New entrant CS","2021","HM Land Registry","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Debt","940","920","20320","20140"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Finance","30","20","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","No function","1790","1740","20220","20140"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Property","130","130","20960","20880"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","AA/AO","Unknown","130","120","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Communications","620","610","25560","25560"
"New entrant CS","2021","HM Revenue and Customs","EO","Counter Fraud","80","80","26210","25560"
"New entrant CS","2021","HM Revenue and Customs","EO","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Digital, Data & Technology","70","70","25680","25560"
"New entrant CS","2021","HM Revenue and Customs","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","No function","180","180","25900","25560"
"New entrant CS","2021","HM Revenue and Customs","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Property","70","70","25150","24500"
"New entrant CS","2021","HM Revenue and Customs","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Digital, Data & Technology","50","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Analysis","100","100","34330","36160"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Communications","130","130","31830","31810"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Counter Fraud","40","40","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Digital, Data & Technology","140","140","34640","31810"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","No function","160","160","33090","31810"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Property","70","70","34650","30000"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","330","320","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","EO","No function","60","60","25530","24300"
"New entrant CS","2021","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","No function","40","40","[c]","[c]"
"New entrant CS","2021","HM Treasury","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","No function","220","220","31110","30500"
"New entrant CS","2021","HM Treasury","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","AA/AO","Unknown","600","590","21760","21430"
"New entrant CS","2021","Home Office","EO","Unknown","860","850","26630","24880"
"New entrant CS","2021","Home Office","G6/G7","Unknown","230","220","59700","57430"
"New entrant CS","2021","Home Office","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","SEO/HEO","Unknown","460","450","37740","36590"
"New entrant CS","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Human Resources","80","80","20610","20920"
"New entrant CS","2021","Ministry of Defence","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","No function","70","70","18750","20170"
"New entrant CS","2021","Ministry of Defence","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","AA/AO","Property","60","60","18700","18760"
"New entrant CS","2021","Ministry of Defence","AA/AO","Security","520","520","25090","23540"
"New entrant CS","2021","Ministry of Defence","AA/AO","Unknown","680","650","20610","20920"
"New entrant CS","2021","Ministry of Defence","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Finance","90","80","23730","25000"
"New entrant CS","2021","Ministry of Defence","EO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Project Delivery","310","310","22340","23000"
"New entrant CS","2021","Ministry of Defence","EO","Property","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Security","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","EO","Unknown","340","330","27860","26350"
"New entrant CS","2021","Ministry of Defence","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Project Delivery","70","70","57640","55000"
"New entrant CS","2021","Ministry of Defence","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","G6/G7","Unknown","90","70","73020","74910"
"New entrant CS","2021","Ministry of Defence","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Commercial","50","50","36220","35000"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Finance","60","50","35510","35000"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","No function","80","70","31780","32620"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Project Delivery","500","490","36500","37000"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Property","110","110","35580","33300"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","SEO/HEO","Unknown","280","260","36380","34500"
"New entrant CS","2021","Ministry of Defence","Unknown","Commercial","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Project Delivery","150","150","35590","33000"
"New entrant CS","2021","Ministry of Defence","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","No function","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","No function","60","60","26760","27850"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
