"Status","Year","Parent_department","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Female","100","100","29190","25000"
"New entrant CS","2021","Office of Gas and Electricity Markets","No function","Male","130","130","32430","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Digital, Data & Technology","Male","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","No function","Male","30","30","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Legal","Female","80","70","26500","20850"
"New entrant CS","2021","Scottish Government","Legal","Male","40","40","[c]","[c]"
"New entrant CS","2021","Scottish Government","No function","Female","190","180","21730","20810"
"New entrant CS","2021","Scottish Government","No function","Male","160","150","22420","20810"
"New entrant CS","2021","Scottish Government","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Property","Male","60","60","25970","25140"
"New entrant CS","2021","Scottish Government","Unknown","Female","840","800","32930","30650"
"New entrant CS","2021","Scottish Government","Unknown","Male","570","560","33520","30650"
"New entrant CS","2021","The National Archives","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Analysis","Female","240","230","31890","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Analysis","Male","170","160","30270","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Analysis","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Female","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Male","80","80","37000","36030"
"New entrant CS","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","No function","Female","200","190","27350","24200"
"New entrant CS","2021","United Kingdom Statistics Authority","No function","Male","150","140","28950","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Female","120","110","27510","20500"
"New entrant CS","2021","Welsh Government","Unknown","Male","80","70","27750","23600"
"New entrant CS","2022","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Legal","Female","660","630","33870","26960"
"New entrant CS","2022","Attorney General's Departments","Legal","Male","260","260","36570","31560"
"New entrant CS","2022","Attorney General's Departments","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Commercial","Female","150","150","54580","59120"
"New entrant CS","2022","Cabinet Office","Commercial","Male","140","140","68390","70000"
"New entrant CS","2022","Cabinet Office","Communications","Female","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Digital, Data & Technology","Female","140","130","43120","37300"
"New entrant CS","2022","Cabinet Office","Digital, Data & Technology","Male","130","130","43640","40600"
"New entrant CS","2022","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Human Resources","Female","100","100","30180","23850"
"New entrant CS","2022","Cabinet Office","Human Resources","Male","50","50","32240","27500"
"New entrant CS","2022","Cabinet Office","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","No function","Female","500","500","30320","28000"
"New entrant CS","2022","Cabinet Office","No function","Male","350","350","31640","28000"
"New entrant CS","2022","Cabinet Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Property","Female","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Property","Male","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Security","Female","60","60","30270","32000"
"New entrant CS","2022","Cabinet Office","Security","Male","100","100","30970","27500"
"New entrant CS","2022","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","No function","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","No function","Female","40","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","No function","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Analysis","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Analysis","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Female","80","80","28260","21430"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","Male","160","160","30170","24970"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","No function","Female","500","490","32870","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","No function","Male","390","380","33530","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Analysis","Male","[c]","[c]","[c]","[c]"
