"Status","Year","Parent_department","Disability","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","50","50","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","380","370","34490","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","350","350","37690","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","340","330","28960","24250"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","320","320","31410","29780"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","160","160","37300","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","140","140","41080","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Female","50","40","[c]","[c]"
"New entrant CS","2021","Department for Education","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","Female","390","380","34490","29360"
"New entrant CS","2021","Department for Education","Unknown","Male","280","280","37550","36500"
"New entrant CS","2021","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Female","90","90","31070","28310"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Male","70","70","34450","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Female","590","580","31270","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Male","460","460","33600","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Female","200","200","32700","30090"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Male","150","140","35840","32280"
"New entrant CS","2021","Department for International Trade","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Female","80","80","36060","31800"
"New entrant CS","2021","Department for International Trade","Declared non-disabled","Male","90","90","35400","31800"
"New entrant CS","2021","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Female","110","110","31710","31800"
"New entrant CS","2021","Department for International Trade","Unknown","Male","90","90","36460","31800"
"New entrant CS","2021","Department for Transport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Female","330","310","30420","29130"
"New entrant CS","2021","Department for Transport","Declared non-disabled","Male","370","360","33670","30730"
"New entrant CS","2021","Department for Transport","Undeclared","Female","110","110","34520","30730"
"New entrant CS","2021","Department for Transport","Undeclared","Male","110","110","38720","34710"
"New entrant CS","2021","Department for Transport","Unknown","Female","190","170","24950","21590"
"New entrant CS","2021","Department for Transport","Unknown","Male","270","270","29730","26580"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Female","1200","1150","26880","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared disabled","Male","810","810","26470","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Female","7390","7190","26770","27570"
"New entrant CS","2021","Department for Work and Pensions","Declared non-disabled","Male","5230","5210","26690","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Female","370","360","27080","27570"
"New entrant CS","2021","Department for Work and Pensions","Undeclared","Male","280","280","26510","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Female","1130","1090","27700","27570"
"New entrant CS","2021","Department for Work and Pensions","Unknown","Male","780","770","27880","27570"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Female","130","120","32120","30460"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Male","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Female","1230","1070","33440","31100"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Male","490","430","38040","32330"
"New entrant CS","2021","Department of Health and Social Care","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Female","190","150","37610","32330"
"New entrant CS","2021","Department of Health and Social Care","Undeclared","Male","70","60","44590","33110"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Female","700","680","38500","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Male","480","470","42660","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Unknown","Female","380","370","25820","22350"
"New entrant CS","2021","HM Land Registry","Unknown","Male","280","280","26370","22350"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","Female","70","70","25910","20880"
"New entrant CS","2021","HM Revenue and Customs","Declared disabled","Male","70","70","26110","24120"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","Female","860","830","25420","20140"
"New entrant CS","2021","HM Revenue and Customs","Declared non-disabled","Male","830","820","25830","24500"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Undeclared","Male","50","50","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Female","1760","1710","23780","20140"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Male","1740","1710","24670","20140"
"New entrant CS","2021","HM Treasury","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Declared non-disabled","Female","150","150","32280","28500"
"New entrant CS","2021","HM Treasury","Declared non-disabled","Male","140","140","33580","28500"
"New entrant CS","2021","HM Treasury","Undeclared","Female","50","50","36060","32320"
"New entrant CS","2021","HM Treasury","Undeclared","Male","60","60","37030","32320"
"New entrant CS","2021","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Declared non-disabled","Female","190","180","31520","25630"
"New entrant CS","2021","Home Office","Declared non-disabled","Male","210","210","31960","24890"
"New entrant CS","2021","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Unknown","Female","770","750","31230","28650"
"New entrant CS","2021","Home Office","Unknown","Male","940","930","32110","25630"
"New entrant CS","2021","Ministry of Defence","Declared disabled","Female","120","110","26940","25000"
"New entrant CS","2021","Ministry of Defence","Declared disabled","Male","110","110","27860","26350"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","Female","1260","1190","28820","26350"
"New entrant CS","2021","Ministry of Defence","Declared non-disabled","Male","1610","1600","31730","28650"
"New entrant CS","2021","Ministry of Defence","Undeclared","Female","60","60","30160","25920"
"New entrant CS","2021","Ministry of Defence","Undeclared","Male","70","70","29270","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","Female","350","320","31170","26350"
"New entrant CS","2021","Ministry of Defence","Unknown","Male","650","640","29580","26000"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Female","140","140","35470","32780"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Male","120","120","40440","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Female","50","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Male","50","50","35870","33210"
"New entrant CS","2021","Ministry of Justice","Declared disabled","Female","350","340","24490","22920"
"New entrant CS","2021","Ministry of Justice","Declared disabled","Male","180","170","26020","22850"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","Female","2560","2480","23990","22850"
"New entrant CS","2021","Ministry of Justice","Declared non-disabled","Male","1940","1910","25820","22920"
"New entrant CS","2021","Ministry of Justice","Undeclared","Female","100","90","24450","22570"
"New entrant CS","2021","Ministry of Justice","Undeclared","Male","80","80","25020","22850"
"New entrant CS","2021","Ministry of Justice","Unknown","Female","2060","1970","23820","22680"
"New entrant CS","2021","Ministry of Justice","Unknown","Male","1530","1480","25410","22850"
"New entrant CS","2021","National Crime Agency","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Declared non-disabled","Male","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Unknown","Female","520","510","32690","32260"
"New entrant CS","2021","National Crime Agency","Unknown","Male","460","450","35650","34140"
"New entrant CS","2021","Northern Ireland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","Female","100","90","48130","46360"
"New entrant CS","2021","Office for Standards in Education","Declared non-disabled","Male","50","50","53470","51360"
"New entrant CS","2021","Office for Standards in Education","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Female","110","110","33750","25770"
"New entrant CS","2021","Office of Gas and Electricity Markets","Declared non-disabled","Male","150","150","35780","27500"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Female","60","60","36370","31780"
"New entrant CS","2021","Other Cabinet Office Agencies","Unknown","Male","80","80","34380","27770"
"New entrant CS","2021","Scotland Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Declared disabled","Female","70","60","26830","23340"
"New entrant CS","2021","Scottish Government","Declared disabled","Male","70","70","30060","26160"
"New entrant CS","2021","Scottish Government","Declared non-disabled","Female","510","490","29760","26160"
"New entrant CS","2021","Scottish Government","Declared non-disabled","Male","330","320","29340","26160"
"New entrant CS","2021","Scottish Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Unknown","Female","600","570","31560","26160"
"New entrant CS","2021","Scottish Government","Unknown","Male","480","470","30970","26160"
"New entrant CS","2021","The National Archives","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Female","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Female","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Declared non-disabled","Male","40","40","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Female","50","50","31320","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Female","200","190","31740","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Male","150","150","33930","32540"
"New entrant CS","2021","United Kingdom Statistics Authority","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Female","320","300","31010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Male","260","260","31190","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Female","90","90","27720","22160"
"New entrant CS","2021","Welsh Government","Declared non-disabled","Male","60","50","28150","25030"
"New entrant CS","2021","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Female","80","80","33650","26970"
"New entrant CS","2022","Attorney General's Departments","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Female","530","510","34220","26970"
"New entrant CS","2022","Attorney General's Departments","Declared non-disabled","Male","230","230","37390","31540"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Attorney General's Departments","Unknown","Female","110","110","29970","25480"
"New entrant CS","2022","Attorney General's Departments","Unknown","Male","40","40","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Declared disabled","Female","80","70","35070","34550"
"New entrant CS","2022","Cabinet Office","Declared disabled","Male","50","50","39870","32000"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","Female","400","390","36420","32000"
"New entrant CS","2022","Cabinet Office","Declared non-disabled","Male","330","330","40560","34550"
"New entrant CS","2022","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Female","580","570","36320","28000"
"New entrant CS","2022","Cabinet Office","Unknown","Male","510","500","42190","28000"
"New entrant CS","2022","Chancellor's other departments","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Declared non-disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Female","40","30","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","Female","50","50","39110","33120"
"New entrant CS","2022","Competition and Markets Authority","Declared non-disabled","Male","70","60","51130","41670"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Female","60","60","30210","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared disabled","Male","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Female","500","490","33590","30950"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Male","460","450","33310","31400"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","190","190","31460","27680"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","190","180","32950","30410"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Female","170","170","34270","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","Male","140","140","37510","34020"
