"Status","Year","Function_of_post","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Security","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Operational Delivery","580","560","27870","25040"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Other","150","140","30860","26670"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Policy","240","240","47880","42170"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","170","140","33580","28460"
"Leaver Dept.","2022","Unknown","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Operational Delivery","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Policy","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","70","70","28470","24890"
"Leaver Dept.","2022","Unknown","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Policy","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","1740","1390","38030","32240"
"New entrant CS","2021","Analysis","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Economics","170","170","32500","31800"
"New entrant CS","2021","Analysis","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Social Research","130","120","32570","32540"
"New entrant CS","2021","Analysis","Heterosexual / straight","Statistics","200","190","34010","31810"
"New entrant CS","2021","Analysis","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Statistics","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Economics","90","90","29440","29540"
"New entrant CS","2021","Analysis","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Intelligence Analysis","50","50","52720","53360"
"New entrant CS","2021","Analysis","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Social Research","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Statistics","80","80","31900","31810"
"New entrant CS","2021","Analysis","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Commercial","220","220","33620","32000"
"New entrant CS","2021","Commercial","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Knowledge and Information Management","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Operational Delivery","50","50","46490","44080"
"New entrant CS","2021","Commercial","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Commercial","130","130","39970","37420"
"New entrant CS","2021","Commercial","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Unknown","200","200","80710","72000"
"New entrant CS","2021","Communications","Heterosexual / straight","Communications","200","190","36220","32560"
"New entrant CS","2021","Communications","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Heterosexual / straight","Tax","220","220","26410","25560"
"New entrant CS","2021","Communications","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Communications","170","160","37190","32260"
"New entrant CS","2021","Communications","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Tax","420","410","26380","25560"
"New entrant CS","2021","Communications","Unknown","Unknown","70","70","33060","27570"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Heterosexual / straight","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Debt","Heterosexual / straight","Tax","200","190","20610","20140"
"New entrant CS","2021","Debt","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Operational Delivery","80","80","21030","20140"
"New entrant CS","2021","Debt","Unknown","Tax","580","570","20390","20140"
"New entrant CS","2021","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Digital, Data and Technology","780","770","40020","36590"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","90","90","46910","43060"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Digital, Data and Technology","70","70","37220","35470"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Digital, Data and Technology","90","80","40490","36030"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Digital, Data and Technology","630","620","38840","33930"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","70","70","42510","38630"
"New entrant CS","2021","Finance","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Finance","400","390","35580","32790"
"New entrant CS","2021","Finance","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
