"Status","Year","Ethnicity","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","50","50","[c]","[c]"
"In post","2021","Black","Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","No function","70","70","26300","22350"
"In post","2021","Black","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales","Unknown","50","40","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Legal","40","40","[c]","[c]"
"In post","2021","Black","West Midlands (England)","No function","580","550","28160","24700"
"In post","2021","Black","West Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands (England)","Unknown","430","390","25870","27570"
"In post","2021","Black","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","No function","170","160","31200","28390"
"In post","2021","Black","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Yorkshire and The Humber","Unknown","250","240","26670","27570"
"In post","2021","Chinese","East Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Analysis","50","50","48430","45970"
"In post","2021","Chinese","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Legal","40","40","[c]","[c]"
"In post","2021","Chinese","London","No function","220","210","42810","39990"
"In post","2021","Chinese","London","Project Delivery","30","30","[c]","[c]"
"In post","2021","Chinese","London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","Unknown","150","140","37910","31880"
"In post","2021","Chinese","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","No function","50","50","[c]","[c]"
"In post","2021","Chinese","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","North West (England)","Unknown","70","60","24990","24890"
"In post","2021","Chinese","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland","Debt","[c]","[c]","[c]","[c]"
