"Status","Year","Ethnicity","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","SEO/HEO","Declared disabled","520","490","35140","34550"
"Leaver Dept.","2022","White","SEO/HEO","Declared non-disabled","3810","3590","35800","35310"
"Leaver Dept.","2022","White","SEO/HEO","Undeclared","180","180","36010","35780"
"Leaver Dept.","2022","White","SEO/HEO","Unknown","610","520","37340","37480"
"Leaver Dept.","2022","White","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Declared non-disabled","100","100","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","AA/AO","Declared disabled","60","60","21560","21010"
"New entrant CS","2021","Asian","AA/AO","Declared non-disabled","910","880","21830","21010"
"New entrant CS","2021","Asian","AA/AO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Asian","AA/AO","Unknown","130","130","21890","21430"
"New entrant CS","2021","Asian","EO","Declared disabled","160","150","28730","27570"
"New entrant CS","2021","Asian","EO","Declared non-disabled","1550","1510","28780","27760"
"New entrant CS","2021","Asian","EO","Undeclared","70","70","28250","27570"
"New entrant CS","2021","Asian","EO","Unknown","130","130","27580","27330"
"New entrant CS","2021","Asian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","G6/G7","Declared non-disabled","160","160","59270","57100"
"New entrant CS","2021","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","G6/G7","Unknown","60","60","55340","53360"
"New entrant CS","2021","Asian","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","SEO/HEO","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2021","Asian","SEO/HEO","Declared non-disabled","520","510","35360","34020"
"New entrant CS","2021","Asian","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Asian","SEO/HEO","Unknown","130","130","36130","36030"
"New entrant CS","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","AA/AO","Declared disabled","50","50","23010","22680"
"New entrant CS","2021","Black","AA/AO","Declared non-disabled","530","520","23270","22850"
"New entrant CS","2021","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Black","EO","Declared disabled","150","150","29540","31060"
"New entrant CS","2021","Black","EO","Declared non-disabled","1060","1050","29390","31060"
"New entrant CS","2021","Black","EO","Undeclared","50","50","28750","30270"
"New entrant CS","2021","Black","EO","Unknown","70","70","27780","27270"
"New entrant CS","2021","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","G6/G7","Declared non-disabled","70","70","55440","53130"
"New entrant CS","2021","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Declared non-disabled","340","320","35160","33980"
"New entrant CS","2021","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","SEO/HEO","Unknown","70","70","37570","37200"
"New entrant CS","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Declared non-disabled","80","80","24610","25420"
"New entrant CS","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Declared disabled","50","50","22050","21010"
"New entrant CS","2021","Mixed","AA/AO","Declared non-disabled","350","340","22450","21010"
"New entrant CS","2021","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","AA/AO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Declared disabled","100","100","28320","27570"
"New entrant CS","2021","Mixed","EO","Declared non-disabled","460","450","28390","27570"
"New entrant CS","2021","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","EO","Unknown","50","50","28940","27660"
"New entrant CS","2021","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Declared non-disabled","50","50","56560","54670"
"New entrant CS","2021","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Declared non-disabled","210","200","34820","33980"
"New entrant CS","2021","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","SEO/HEO","Unknown","60","50","35880","34020"
"New entrant CS","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Declared non-disabled","80","80","22150","21010"
"New entrant CS","2021","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Declared non-disabled","120","110","29080","29290"
"New entrant CS","2021","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Declared non-disabled","60","60","35920","35000"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","Declared non-disabled","120","120","21770","21010"
"New entrant CS","2021","Undeclared","AA/AO","Undeclared","90","80","21530","21010"
"New entrant CS","2021","Undeclared","AA/AO","Unknown","60","60","19440","18200"
"New entrant CS","2021","Undeclared","EO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","Declared non-disabled","160","160","27880","27570"
"New entrant CS","2021","Undeclared","EO","Undeclared","100","100","27670","27570"
"New entrant CS","2021","Undeclared","EO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","Declared non-disabled","100","90","35400","33800"
"New entrant CS","2021","Undeclared","SEO/HEO","Undeclared","90","80","34590","33000"
"New entrant CS","2021","Undeclared","SEO/HEO","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Declared non-disabled","110","100","22010","21050"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","6960","6760","21450","20600"
"New entrant CS","2021","Unknown","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Declared non-disabled","70","70","27130","27150"
"New entrant CS","2021","Unknown","EO","Undeclared","60","60","26570","27220"
"New entrant CS","2021","Unknown","EO","Unknown","3800","3730","26650","27270"
"New entrant CS","2021","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","1140","1110","58950","56120"
"New entrant CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","260","250","88650","74000"
"New entrant CS","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared non-disabled","70","70","35340","35900"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","110","110","34130","34710"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","3320","3270","33920","32790"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","760","700","23130","22920"
"New entrant CS","2021","White","AA/AO","Declared disabled","1070","1040","21100","21010"
"New entrant CS","2021","White","AA/AO","Declared non-disabled","8480","8310","21520","21010"
"New entrant CS","2021","White","AA/AO","Undeclared","320","310","21290","21010"
"New entrant CS","2021","White","AA/AO","Unknown","940","910","21620","21430"
"New entrant CS","2021","White","EO","Declared disabled","1260","1230","27480","27570"
"New entrant CS","2021","White","EO","Declared non-disabled","7670","7500","27380","27570"
"New entrant CS","2021","White","EO","Undeclared","340","330","27400","27570"
"New entrant CS","2021","White","EO","Unknown","1040","1030","28340","27400"
"New entrant CS","2021","White","G6/G7","Declared disabled","130","130","55680","54700"
"New entrant CS","2021","White","G6/G7","Declared non-disabled","1370","1320","57630","54700"
"New entrant CS","2021","White","G6/G7","Undeclared","60","60","58320","57000"
"New entrant CS","2021","White","G6/G7","Unknown","420","410","54940","53360"
"New entrant CS","2021","White","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Declared non-disabled","150","130","97390","91490"
"New entrant CS","2021","White","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","SCS","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","White","SEO/HEO","Declared disabled","520","500","34090","33000"
"New entrant CS","2021","White","SEO/HEO","Declared non-disabled","4450","4310","35030","34000"
"New entrant CS","2021","White","SEO/HEO","Undeclared","250","240","34440","33000"
"New entrant CS","2021","White","SEO/HEO","Unknown","1060","1040","35890","36160"
"New entrant CS","2021","White","Unknown","Declared disabled","100","90","23570","22920"
"New entrant CS","2021","White","Unknown","Declared non-disabled","850","800","25680","22920"
"New entrant CS","2021","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","Declared disabled","90","80","21570","21250"
"New entrant CS","2022","Asian","AA/AO","Declared non-disabled","1340","1290","21970","21260"
"New entrant CS","2022","Asian","AA/AO","Undeclared","60","60","21730","21260"
"New entrant CS","2022","Asian","AA/AO","Unknown","160","150","21920","21250"
"New entrant CS","2022","Asian","EO","Declared disabled","110","100","27870","27570"
"New entrant CS","2022","Asian","EO","Declared non-disabled","1350","1320","27780","27570"
"New entrant CS","2022","Asian","EO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Asian","EO","Unknown","210","210","27310","26590"
"New entrant CS","2022","Asian","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Declared non-disabled","240","230","56500","54110"
"New entrant CS","2022","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","G6/G7","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Declared disabled","70","70","35350","34260"
"New entrant CS","2022","Asian","SEO/HEO","Declared non-disabled","840","830","35670","34260"
"New entrant CS","2022","Asian","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","Unknown","200","190","35870","35000"
"New entrant CS","2022","Asian","Unknown","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Declared non-disabled","200","190","27830","24770"
"New entrant CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Declared disabled","60","50","23780","23160"
"New entrant CS","2022","Black","AA/AO","Declared non-disabled","570","560","23110","21260"
"New entrant CS","2022","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","AA/AO","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Black","EO","Declared disabled","90","90","28720","28500"
"New entrant CS","2022","Black","EO","Declared non-disabled","670","660","28250","27570"
"New entrant CS","2022","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","EO","Unknown","80","80","27710","27570"
"New entrant CS","2022","Black","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Declared non-disabled","80","80","54650","53620"
"New entrant CS","2022","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Declared non-disabled","450","440","36110","34710"
"New entrant CS","2022","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","Unknown","70","70","36190","36500"
"New entrant CS","2022","Black","Unknown","Declared disabled","100","100","31640","30200"
"New entrant CS","2022","Black","Unknown","Declared non-disabled","330","310","29790","27980"
"New entrant CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","Declared disabled","60","60","21540","21250"
"New entrant CS","2022","Mixed","AA/AO","Declared non-disabled","380","370","22670","21260"
"New entrant CS","2022","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","EO","Declared disabled","80","80","27400","27570"
"New entrant CS","2022","Mixed","EO","Declared non-disabled","290","280","27340","27530"
"New entrant CS","2022","Mixed","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","EO","Unknown","70","70","27480","26880"
"New entrant CS","2022","Mixed","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","Declared non-disabled","70","70","55430","54110"
"New entrant CS","2022","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","Declared non-disabled","250","240","34880","34020"
"New entrant CS","2022","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","Unknown","60","60","35810","35050"
"New entrant CS","2022","Mixed","Unknown","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Declared non-disabled","150","140","28230","24800"
"New entrant CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Declared non-disabled","120","110","23300","21260"
"New entrant CS","2022","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Declared non-disabled","80","70","27960","27570"
"New entrant CS","2022","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Declared non-disabled","70","70","36640","36610"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","AA/AO","Declared non-disabled","140","140","22060","21260"
"New entrant CS","2022","Undeclared","AA/AO","Undeclared","70","70","22060","21260"
"New entrant CS","2022","Undeclared","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","EO","Declared non-disabled","100","100","27670","27570"
"New entrant CS","2022","Undeclared","EO","Undeclared","70","60","27620","27570"
"New entrant CS","2022","Undeclared","EO","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","Declared non-disabled","100","100","36240","35900"
"New entrant CS","2022","Undeclared","SEO/HEO","Undeclared","90","90","35550","34260"
"New entrant CS","2022","Undeclared","SEO/HEO","Unknown","50","50","35170","33950"
"New entrant CS","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Declared non-disabled","540","520","21140","21300"
"New entrant CS","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","Unknown","7470","7240","22150","21260"
"New entrant CS","2022","Unknown","EO","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Declared non-disabled","110","110","25590","24920"
"New entrant CS","2022","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","EO","Unknown","4470","4240","26960","26820"
"New entrant CS","2022","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Declared non-disabled","60","60","53690","50420"
"New entrant CS","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","G6/G7","Unknown","1190","1120","59420","57190"
"New entrant CS","2022","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SCS","Unknown","130","120","102240","88600"
"New entrant CS","2022","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Declared non-disabled","220","220","32630","31850"
"New entrant CS","2022","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","SEO/HEO","Unknown","3830","3620","34270","33080"
"New entrant CS","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","3400","3040","27660","25890"
"New entrant CS","2022","White","AA/AO","Declared disabled","1350","1300","21670","21260"
"New entrant CS","2022","White","AA/AO","Declared non-disabled","10210","9960","22000","21260"
"New entrant CS","2022","White","AA/AO","Undeclared","390","370","21550","21260"
"New entrant CS","2022","White","AA/AO","Unknown","920","880","21820","21250"
"New entrant CS","2022","White","EO","Declared disabled","840","810","26970","27570"
"New entrant CS","2022","White","EO","Declared non-disabled","6040","5910","26840","27230"
"New entrant CS","2022","White","EO","Undeclared","260","250","26850","27230"
