"Status","Year","Sex","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","20-29","370","370","26700","25480"
"New entrant CS","2022","Female","Attorney General's Departments","30-39","190","180","39800","43920"
"New entrant CS","2022","Female","Attorney General's Departments","40-49","110","100","44390","48080"
"New entrant CS","2022","Female","Attorney General's Departments","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","20-29","620","610","29320","28000"
"New entrant CS","2022","Female","Cabinet Office","30-39","220","210","43890","40000"
"New entrant CS","2022","Female","Cabinet Office","40-49","130","120","47740","49700"
"New entrant CS","2022","Female","Cabinet Office","50-59","90","80","51680","40600"
"New entrant CS","2022","Female","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","20-29","380","370","29740","27680"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","30-39","200","190","34540","32150"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","40-49","120","110","37900","33820"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","50-59","70","70","34010","30950"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","20-29","160","150","32210","34020"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","20-29","320","310","29750","28500"
"New entrant CS","2022","Female","Department for Education","30-39","210","190","36600","36500"
"New entrant CS","2022","Female","Department for Education","40-49","100","100","38540","36500"
"New entrant CS","2022","Female","Department for Education","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","20-29","730","730","29640","28030"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","30-39","410","390","33460","30270"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","40-49","300","280","34730","29920"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","50-59","190","180","32290","29180"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","20-29","150","150","31040","31800"
"New entrant CS","2022","Female","Department for International Trade","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","20-29","190","190","31110","30190"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","30-39","90","90","38330","37300"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","40-49","70","60","41550","39600"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","20-29","390","370","28940","26130"
"New entrant CS","2022","Female","Department for Transport","30-39","260","240","32580","26130"
"New entrant CS","2022","Female","Department for Transport","40-49","180","170","32520","26130"
"New entrant CS","2022","Female","Department for Transport","50-59","130","120","29050","26130"
"New entrant CS","2022","Female","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department for Work and Pensions","16-19","80","80","22770","21260"
"New entrant CS","2022","Female","Department for Work and Pensions","20-29","2310","2260","25560","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","30-39","1380","1320","26880","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","40-49","1050","1000","26920","27570"
"New entrant CS","2022","Female","Department for Work and Pensions","50-59","990","950","25480","25110"
"New entrant CS","2022","Female","Department for Work and Pensions","60-64","190","190","24190","21260"
"New entrant CS","2022","Female","Department for Work and Pensions","65+","30","30","[c]","[c]"
"New entrant CS","2022","Female","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department of Health and Social Care","20-29","840","740","29740","27270"
"New entrant CS","2022","Female","Department of Health and Social Care","30-39","590","500","38840","36330"
"New entrant CS","2022","Female","Department of Health and Social Care","40-49","410","340","41670","36910"
"New entrant CS","2022","Female","Department of Health and Social Care","50-59","300","250","44230","40060"
"New entrant CS","2022","Female","Department of Health and Social Care","60-64","70","50","42720","32310"
"New entrant CS","2022","Female","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Land Registry","20-29","100","100","25220","22600"
"New entrant CS","2022","Female","HM Land Registry","30-39","80","70","27280","25660"
"New entrant CS","2022","Female","HM Land Registry","40-49","70","70","29150","22600"
"New entrant CS","2022","Female","HM Land Registry","50-59","50","50","24810","22600"
"New entrant CS","2022","Female","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Revenue and Customs","16-19","60","60","22170","21250"
"New entrant CS","2022","Female","HM Revenue and Customs","20-29","2060","2020","25740","25000"
"New entrant CS","2022","Female","HM Revenue and Customs","30-39","1170","1100","27350","26590"
"New entrant CS","2022","Female","HM Revenue and Customs","40-49","660","630","26990","22010"
"New entrant CS","2022","Female","HM Revenue and Customs","50-59","380","370","25540","21250"
"New entrant CS","2022","Female","HM Revenue and Customs","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Female","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","20-29","110","110","30180","28500"
"New entrant CS","2022","Female","HM Treasury","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","20-29","620","610","26760","24880"
"New entrant CS","2022","Female","Home Office","30-39","260","250","29660","24880"
"New entrant CS","2022","Female","Home Office","40-49","170","170","32400","24880"
"New entrant CS","2022","Female","Home Office","50-59","140","120","31430","25630"
"New entrant CS","2022","Female","Home Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Ministry of Defence","20-29","770","760","25620","25000"
"New entrant CS","2022","Female","Ministry of Defence","30-39","560","510","31000","27500"
"New entrant CS","2022","Female","Ministry of Defence","40-49","380","350","32350","28000"
"New entrant CS","2022","Female","Ministry of Defence","50-59","240","230","31460","26350"
"New entrant CS","2022","Female","Ministry of Defence","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Female","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Ministry of Justice","16-19","130","130","23020","23140"
"New entrant CS","2022","Female","Ministry of Justice","20-29","4440","4380","24180","23170"
"New entrant CS","2022","Female","Ministry of Justice","30-39","2530","2360","26770","24800"
"New entrant CS","2022","Female","Ministry of Justice","40-49","2020","1870","29600","26990"
"New entrant CS","2022","Female","Ministry of Justice","50-59","1780","1660","28900","26400"
"New entrant CS","2022","Female","Ministry of Justice","60-64","540","470","27990","28200"
"New entrant CS","2022","Female","Ministry of Justice","65+","170","130","30830","28200"
"New entrant CS","2022","Female","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","20-29","90","90","31250","32260"
"New entrant CS","2022","Female","National Crime Agency","30-39","70","70","36380","34130"
"New entrant CS","2022","Female","National Crime Agency","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","40-49","60","60","53640","46360"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","20-29","100","90","28660","25750"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","30-39","60","60","34710","30950"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","40-49","50","40","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","16-19","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","20-29","1000","980","26010","24400"
"New entrant CS","2022","Female","Scottish Government","30-39","750","730","31020","27230"
"New entrant CS","2022","Female","Scottish Government","40-49","510","490","32980","27940"
"New entrant CS","2022","Female","Scottish Government","50-59","360","340","32730","27230"
"New entrant CS","2022","Female","Scottish Government","60-64","50","40","[c]","[c]"
"New entrant CS","2022","Female","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","The National Archives","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","20-29","230","220","27530","30710"
"New entrant CS","2022","Female","UK Statistics Authority","30-39","130","120","31800","30710"
"New entrant CS","2022","Female","UK Statistics Authority","40-49","100","80","31480","30210"
"New entrant CS","2022","Female","UK Statistics Authority","50-59","70","50","25330","19860"
"New entrant CS","2022","Female","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","20-29","70","70","26690","25860"
"New entrant CS","2022","Female","Welsh Government","30-39","50","40","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","40-49","70","60","38510","38160"
"New entrant CS","2022","Female","Welsh Government","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Welsh Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","20-29","130","130","27940","26950"
"New entrant CS","2022","Male","Attorney General's Departments","30-39","80","70","40760","43920"
"New entrant CS","2022","Male","Attorney General's Departments","40-49","50","50","47050","50500"
"New entrant CS","2022","Male","Attorney General's Departments","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","20-29","450","450","29950","28000"
"New entrant CS","2022","Male","Cabinet Office","30-39","200","200","47350","40600"
"New entrant CS","2022","Male","Cabinet Office","40-49","130","130","58650","54700"
"New entrant CS","2022","Male","Cabinet Office","50-59","90","90","62620","54700"
"New entrant CS","2022","Male","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","20-29","340","340","28760","27680"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","30-39","170","170","35050","33570"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","40-49","100","100","39480","35360"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","50-59","60","60","41700","39910"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","20-29","110","110","33810","34020"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Education","20-29","180","180","30030","28500"
"New entrant CS","2022","Male","Department for Education","30-39","130","130","37450","36500"
"New entrant CS","2022","Male","Department for Education","40-49","60","60","43540","40210"
"New entrant CS","2022","Male","Department for Education","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Male","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","20-29","570","560","29220","28480"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","30-39","310","310","34920","32560"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","40-49","210","210","38030","32560"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","50-59","130","130","34680","31700"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Department for International Trade","20-29","140","140","31470","31800"
"New entrant CS","2022","Male","Department for International Trade","30-39","40","40","[c]","[c]"
