"Status","Year","Sex","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Medicine","220","180","41120","35000"
"New entrant CS","2021","Female","Unknown","Operational Delivery","600","580","24980","24880"
"New entrant CS","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other","620","600","25990","20920"
"New entrant CS","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Policy","170","170","37270","35050"
"New entrant CS","2021","Female","Unknown","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Unknown","11280","10940","27440","27570"
"New entrant CS","2021","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Economics","180","180","32190","31800"
"New entrant CS","2021","Male","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Social Research","50","50","32650","32540"
"New entrant CS","2021","Male","Analysis","Statistics","150","150","33080","31810"
"New entrant CS","2021","Male","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Commercial","180","180","35970","33000"
"New entrant CS","2021","Male","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","Unknown","130","130","78670","72000"
"New entrant CS","2021","Male","Communications","Communications","160","160","38390","34100"
"New entrant CS","2021","Male","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Communications","Tax","380","380","26360","25560"
"New entrant CS","2021","Male","Communications","Unknown","60","60","32780","27570"
"New entrant CS","2021","Male","Counter Fraud","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Debt","Operational Delivery","50","50","21190","20140"
"New entrant CS","2021","Male","Debt","Tax","390","390","20500","20140"
"New entrant CS","2021","Male","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Digital, Data and Technology","990","990","40120","36670"
"New entrant CS","2021","Male","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data & Technology","Unknown","100","100","47510","49700"
"New entrant CS","2021","Male","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Finance","290","280","36210","32790"
"New entrant CS","2021","Male","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Human Resources","180","180","34130","28920"
"New entrant CS","2021","Male","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Human Resources","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Legal","320","320","43760","48080"
"New entrant CS","2021","Male","Legal","Operational Delivery","140","140","22810","20190"
"New entrant CS","2021","Male","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Economics","50","50","33100","31500"
"New entrant CS","2021","Male","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2021","Male","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","International Trade","60","60","33960","31800"
"New entrant CS","2021","Male","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Male","No function","Operational Delivery","5610","5460","26190","22850"
"New entrant CS","2021","Male","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Other","160","160","35410","26260"
"New entrant CS","2021","Male","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Policy","1290","1280","38270","33570"
"New entrant CS","2021","Male","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Science and Engineering","290","280","31350","28590"
"New entrant CS","2021","Male","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","No function","Tax","820","800","22010","20140"
"New entrant CS","2021","Male","No function","Unknown","500","500","31880","28000"
"New entrant CS","2021","Male","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Operational Delivery","50","50","36530","35290"
"New entrant CS","2021","Male","Project Delivery","Other","100","100","28080","25000"
"New entrant CS","2021","Male","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Project Delivery","520","520","38910","36800"
"New entrant CS","2021","Male","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Science and Engineering","240","240","30930","27540"
"New entrant CS","2021","Male","Project Delivery","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Operational Delivery","70","70","25710","20880"
"New entrant CS","2021","Male","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Property","290","290","34950","30000"
"New entrant CS","2021","Male","Property","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Property","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Male","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Security","Security","560","560","27270","23540"
"New entrant CS","2021","Male","Security","Unknown","70","70","27450","20920"
"New entrant CS","2021","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data and Technology","130","130","50190","47620"
"New entrant CS","2021","Male","Unknown","Economics","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Intelligence Analysis","50","50","28970","26670"
"New entrant CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Medicine","80","70","52500","38890"
"New entrant CS","2021","Male","Unknown","Operational Delivery","700","680","25380","24880"
"New entrant CS","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other","530","520","27830","26350"
"New entrant CS","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Policy","140","130","41950","37000"
"New entrant CS","2021","Male","Unknown","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Science and Engineering","100","90","27340","25000"
"New entrant CS","2021","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","7940","7890","27440","27570"
"New entrant CS","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Economics","110","100","31500","30710"
"New entrant CS","2022","Female","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Operational Delivery","50","50","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Operational Research","40","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Other","40","30","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Policy","40","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Social Research","180","180","34570","30710"
"New entrant CS","2022","Female","Analysis","Statistics","120","120","32410","30710"
"New entrant CS","2022","Female","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Commercial","370","330","32850","30420"
"New entrant CS","2022","Female","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","120","120","61020","64880"
"New entrant CS","2022","Female","Communications","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Communications","340","320","36450","33390"
"New entrant CS","2022","Female","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Operational Delivery","240","230","26790","26590"
"New entrant CS","2022","Female","Communications","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Tax","160","150","27480","26590"
"New entrant CS","2022","Female","Communications","Unknown","50","50","33250","30320"
"New entrant CS","2022","Female","Counter Fraud","Counter Fraud","410","390","26000","27570"
"New entrant CS","2022","Female","Counter Fraud","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Operational Delivery","190","180","24430","25110"
"New entrant CS","2022","Female","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Unknown","160","160","28410","26590"
"New entrant CS","2022","Female","Debt","Operational Delivery","320","300","21290","21250"
"New entrant CS","2022","Female","Debt","Other","180","170","21780","21260"
"New entrant CS","2022","Female","Debt","Tax","100","100","22100","21250"
"New entrant CS","2022","Female","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Digital, Data and Technology","890","860","36190","33370"
"New entrant CS","2022","Female","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data & Technology","Unknown","130","130","41580","37300"
"New entrant CS","2022","Female","Finance","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Female","Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Finance","530","480","34290","31900"
"New entrant CS","2022","Female","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Female","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Grants Management","Operational Delivery","300","280","21510","21300"
"New entrant CS","2022","Female","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Human Resources","750","710","32830","29180"
"New entrant CS","2022","Female","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Operational Delivery","70","70","27090","27570"
"New entrant CS","2022","Female","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","110","110","30910","24100"
"New entrant CS","2022","Female","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Legal","490","470","44130","43920"
"New entrant CS","2022","Female","Legal","Operational Delivery","280","280","22360","22200"
"New entrant CS","2022","Female","Legal","Other","60","60","28200","26950"
"New entrant CS","2022","Female","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Inspector of Education and Training","120","120","55860","46360"
"New entrant CS","2022","Female","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","International Trade","110","110","36840","31800"
"New entrant CS","2022","Female","No function","Knowledge and Information Management","80","80","30620","28040"
"New entrant CS","2022","Female","No function","Legal","90","90","34090","30450"
"New entrant CS","2022","Female","No function","Medicine","60","50","72690","82450"
"New entrant CS","2022","Female","No function","Operational Delivery","19570","18520","26260","24080"
"New entrant CS","2022","Female","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","No function","Other","430","410","28150","25750"
"New entrant CS","2022","Female","No function","Planning","[c]","[c]","[c]","[c]"
