"Status","Year","Region_ITL3","Age","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Norwich and East Norfolk","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Norwich and East Norfolk","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","20-29","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Nottingham","20-29","Declared non-disabled","280","280","25410","24430"
"New entrant CS","2022","Nottingham","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","20-29","Unknown","220","220","25560","25120"
"New entrant CS","2022","Nottingham","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","30-39","Declared non-disabled","200","190","28450","26590"
"New entrant CS","2022","Nottingham","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","30-39","Unknown","120","120","28300","26590"
"New entrant CS","2022","Nottingham","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","40-49","Declared non-disabled","130","120","28430","26590"
"New entrant CS","2022","Nottingham","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","40-49","Unknown","80","80","30840","26590"
"New entrant CS","2022","Nottingham","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","50-59","Declared non-disabled","80","70","30510","26590"
"New entrant CS","2022","Nottingham","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","50-59","Unknown","50","50","29520","26590"
"New entrant CS","2022","Nottingham","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Nottingham","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Orkney Islands","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","20-29","Declared non-disabled","70","70","26520","26350"
"New entrant CS","2022","Oxfordshire CC","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","20-29","Unknown","60","60","24740","24270"
"New entrant CS","2022","Oxfordshire CC","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","30-39","Declared non-disabled","60","60","31520","28140"
"New entrant CS","2022","Oxfordshire CC","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","30-39","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","40-49","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","50-59","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Oxfordshire CC","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Perth and Kinross, and Stirling","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Peterborough","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","20-29","Declared non-disabled","50","50","24480","22600"
"New entrant CS","2022","Plymouth","20-29","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","30-39","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Plymouth","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","30-39","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Plymouth","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","40-49","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Plymouth","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","50-59","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Plymouth","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Plymouth","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","20-29","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Portsmouth","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","20-29","Unknown","50","50","24640","24540"
"New entrant CS","2022","Portsmouth","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Portsmouth","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Powys","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","20-29","Declared non-disabled","70","70","27170","25110"
"New entrant CS","2022","Redbridge and Waltham Forest","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","30-39","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Redbridge and Waltham Forest","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sandwell","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","40-49","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","50-59","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Borders","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","20-29","Declared non-disabled","110","100","25680","26370"
"New entrant CS","2022","Sefton","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","20-29","Unknown","130","130","23060","23810"
"New entrant CS","2022","Sefton","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","30-39","Declared non-disabled","70","70","27360","26370"
"New entrant CS","2022","Sefton","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","30-39","Unknown","70","70","25530","24880"
"New entrant CS","2022","Sefton","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","40-49","Declared non-disabled","60","60","31300","27570"
"New entrant CS","2022","Sefton","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","40-49","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Sefton","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","50-59","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Sefton","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Sefton","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sefton","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","20-29","Declared non-disabled","120","120","25770","24800"
"New entrant CS","2022","Sheffield","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","20-29","Unknown","190","190","25640","25000"
"New entrant CS","2022","Sheffield","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","30-39","Declared non-disabled","70","60","32340","27570"
"New entrant CS","2022","Sheffield","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","30-39","Unknown","120","110","35290","32690"
"New entrant CS","2022","Sheffield","40-49","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","40-49","Declared non-disabled","50","50","32910","28200"
"New entrant CS","2022","Sheffield","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","40-49","Unknown","60","50","36480","30210"
"New entrant CS","2022","Sheffield","50-59","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","50-59","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Sheffield","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","50-59","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Sheffield","60-64","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","60-64","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","65+","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","65+","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Sheffield","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","16-19","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","16-19","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","30-39","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","30-39","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shetland Islands","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","20-29","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","20-29","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire","30-39","Declared disabled","[c]","[c]","[c]","[c]"
