"Status","Year","Organisation","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Mixed","30","30","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","White","40","40","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Female","White","50","40","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Met Office","Male","White","60","60","32880","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Asian","50","50","31030","27780"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Black","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","Unknown","210","190","31870","26350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Female","White","1030","980","27920","24910"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Asian","50","50","35270","29350"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","Unknown","340","330","29700","25540"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","Male","White","1130","1120","29530","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","White","100","100","39480","33210"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","White","80","80","42850","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Asian","30","30","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","Unknown","140","130","38000","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Female","White","190","180","35390","31990"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","Unknown","120","120","41670","36800"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","Male","White","170","170","38470","36500"
"New entrant CS","2021","National Crime Agency","Female","Asian","30","30","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Female","Unknown","60","60","36510","32770"
"New entrant CS","2021","National Crime Agency","Female","White","400","390","32400","32260"
"New entrant CS","2021","National Crime Agency","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Crime Agency","Male","Unknown","60","60","38870","36740"
"New entrant CS","2021","National Crime Agency","Male","White","380","380","35680","34140"
"New entrant CS","2021","National Infrastructure Commission","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Infrastructure Commission","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Female","White","90","90","48090","46360"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","Male","White","50","50","54970","55290"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","White","110","110","32190","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","White","120","120","35390","26880"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","Male","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","Male","White","30","30","[c]","[c]"
"New entrant CS","2021","Public Health England","Female","Asian","160","140","31590","28590"
"New entrant CS","2021","Public Health England","Female","Black","130","110","33470","31370"
"New entrant CS","2021","Public Health England","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Female","Mixed","50","40","[c]","[c]"
"New entrant CS","2021","Public Health England","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Female","Undeclared","70","60","34020","31370"
"New entrant CS","2021","Public Health England","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Female","White","1030","890","34180","31370"
"New entrant CS","2021","Public Health England","Male","Asian","70","70","35330","32330"
"New entrant CS","2021","Public Health England","Male","Black","50","40","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Public Health England","Male","White","370","330","38850","32330"
"New entrant CS","2021","Registers of Scotland","Female","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Female","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Registers of Scotland","Male","White","[c]","[c]","[c]","[c]"
