"Status","Year","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Declared non-disabled","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Female","100","90","30630","27570"
"Leaver Dept.","2022","Undeclared","Department for Work and Pensions (excl. agencies)","Male","70","70","30320","27570"
"Leaver Dept.","2022","Undeclared","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","Female","50","50","36870","32330"
"Leaver Dept.","2022","Undeclared","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","Female","450","450","37050","32000"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","Male","370","370","38790","32000"
"Leaver Dept.","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","50","50","42870","40050"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","60","60","44810","40140"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","Female","70","70","39560","36500"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","Male","50","50","40540","36580"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","Female","50","50","40220","35430"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","Male","50","50","41410","37770"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","Female","140","140","30920","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","Male","110","110","32440","27570"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","Female","690","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","Male","510","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","Female","70","70","23830","21410"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Female","260","250","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs (excl. agencies)","Male","230","220","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Home Office","Female","130","130","33160","28650"
"Leaver Dept.","2022","Unknown","Home Office","Male","110","110","33380","30820"
"Leaver Dept.","2022","Unknown","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice (excl. agencies)","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Public Health England","Female","1140","1010","46450","40470"
"Leaver Dept.","2022","Unknown","Public Health England","Male","610","590","55370","50410"
"Leaver Dept.","2022","Unknown","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Animal and Plant Health Agency","Female","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","50","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","60","50","35780","32560"
"New entrant CS","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","50","50","37500","32560"
"New entrant CS","2021","Declared disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Female","1180","1140","26880","27570"
"New entrant CS","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Male","810","800","26390","27570"
