"Status","Year","Region_ITL1","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","East of England","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Unknown","70","70","27970","27570"
"New entrant CS","2021","East of England","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Operational Delivery","410","390","23210","21590"
"New entrant CS","2021","East of England","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Unknown","120","110","28470","27570"
"New entrant CS","2021","East of England","White","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Operational Delivery","660","640","24510","22850"
"New entrant CS","2021","East of England","White","Other","80","70","22980","20920"
"New entrant CS","2021","East of England","White","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","East of England","White","Property","30","30","[c]","[c]"
"New entrant CS","2021","East of England","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","East of England","White","Security","40","40","[c]","[c]"
"New entrant CS","2021","East of England","White","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","White","Unknown","790","770","27360","27570"
"New entrant CS","2021","London","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Digital, Data and Technology","80","70","48650","46000"
"New entrant CS","2021","London","Asian","Economics","40","40","[c]","[c]"
"New entrant CS","2021","London","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Legal","50","50","45090","43960"
"New entrant CS","2021","London","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Operational Delivery","290","280","29940","26880"
"New entrant CS","2021","London","Asian","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Other","60","60","31280","27630"
"New entrant CS","2021","London","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Policy","170","170","35180","32790"
"New entrant CS","2021","London","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Asian","Unknown","880","860","31780","31060"
"New entrant CS","2021","London","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Operational Delivery","320","310","28500","26810"
"New entrant CS","2021","London","Black","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Other","30","30","[c]","[c]"
"New entrant CS","2021","London","Black","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Policy","110","110","34590","33210"
"New entrant CS","2021","London","Black","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Black","Unknown","890","880","30310","31060"
"New entrant CS","2021","London","Black","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Operational Delivery","120","110","32060","30220"
"New entrant CS","2021","London","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Policy","80","80","33790","32790"
"New entrant CS","2021","London","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Mixed","Unknown","290","280","31650","31060"
"New entrant CS","2021","London","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Other ethnicity","Unknown","90","90","31690","31060"
"New entrant CS","2021","London","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Operational Delivery","100","100","33640","30220"
"New entrant CS","2021","London","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Policy","50","50","35690","32560"
"New entrant CS","2021","London","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Undeclared","Unknown","100","100","32620","31060"
"New entrant CS","2021","London","Unknown","Commercial","50","50","[c]","[c]"
"New entrant CS","2021","London","Unknown","Communications","140","130","37490","32560"
"New entrant CS","2021","London","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Digital, Data and Technology","230","230","47620","43460"
"New entrant CS","2021","London","Unknown","Economics","110","110","33700","32790"
"New entrant CS","2021","London","Unknown","Finance","90","90","38950","32850"
"New entrant CS","2021","London","Unknown","Human Resources","60","60","37310","32000"
"New entrant CS","2021","London","Unknown","Intelligence Analysis","50","50","51660","53360"
"New entrant CS","2021","London","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Legal","80","80","43360","38400"
"New entrant CS","2021","London","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Operational Delivery","1210","1200","27890","26410"
"New entrant CS","2021","London","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Other","200","200","35520","28650"
"New entrant CS","2021","London","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Policy","860","840","39550","33570"
"New entrant CS","2021","London","Unknown","Project Delivery","90","90","42080","36160"
"New entrant CS","2021","London","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Security","50","40","[c]","[c]"
"New entrant CS","2021","London","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Statistics","60","60","33680","32540"
"New entrant CS","2021","London","Unknown","Tax","60","60","32470","36160"
"New entrant CS","2021","London","Unknown","Unknown","1150","1140","39050","31060"
"New entrant CS","2021","London","White","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","London","White","Communications","120","120","38930","35060"
"New entrant CS","2021","London","White","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Digital, Data and Technology","190","190","49980","44770"
"New entrant CS","2021","London","White","Economics","200","200","32900","32540"
"New entrant CS","2021","London","White","Finance","90","90","45650","40650"
"New entrant CS","2021","London","White","Human Resources","120","120","39420","32190"
"New entrant CS","2021","London","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","London","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Legal","220","220","46880","50500"
"New entrant CS","2021","London","White","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","London","White","Operational Delivery","1400","1340","33630","30360"
"New entrant CS","2021","London","White","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","London","White","Other","270","260","34110","27880"
"New entrant CS","2021","London","White","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Policy","1210","1200","38270","33570"
"New entrant CS","2021","London","White","Project Delivery","150","150","43100","36900"
"New entrant CS","2021","London","White","Property","30","30","[c]","[c]"
"New entrant CS","2021","London","White","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Science and Engineering","130","120","37230","36330"
"New entrant CS","2021","London","White","Security","40","40","[c]","[c]"
"New entrant CS","2021","London","White","Social Research","70","70","34560","32540"
"New entrant CS","2021","London","White","Statistics","100","90","37450","32540"
"New entrant CS","2021","London","White","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","White","Unknown","1270","1250","33790","31060"
"New entrant CS","2021","London","White","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Asian","Psychology","[c]","[c]","[c]","[c]"
